學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,前一學年度錄取1年級在學學生人數(A),當學年度2年級在學學生數(B),前一學年度學生就學穩定率(%)(C)(C=B/A)
109,私立,一般大學,1049,開南大學,學士班(日間),878,715,81.4400
109,私立,一般大學,1049,開南大學,學士班(進修),346,170,49.1300
109,私立,一般大學,1050,佛光大學,學士班(日間),687,584,85.0100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,199,182,91.4600
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),2097,1898,90.5100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),991,710,71.6400
109,私立,技專校院,1052,遠東科技大學,二專(進修),18,16,88.8900
109,私立,技專校院,1052,遠東科技大學,學士班(日間),763,635,83.2200
109,私立,技專校院,1052,遠東科技大學,學士班(進修),222,167,75.2300
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),993,832,83.7900
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),695,533,76.6900
109,私立,技專校院,1054,景文科技大學,學士班(日間),1100,977,88.8200
109,私立,技專校院,1054,景文科技大學,學士班(進修),684,366,53.5100
109,私立,技專校院,1055,中華醫事科技大學,二專(日間),45,38,84.4400
109,私立,技專校院,1055,中華醫事科技大學,五專,624,581,93.1100
109,私立,技專校院,1055,中華醫事科技大學,學士班(日間),1010,931,92.1800
109,私立,技專校院,1055,中華醫事科技大學,學士班(進修),570,401,70.3500
109,私立,技專校院,1056,東南科技大學,學士班(日間),1069,871,81.4800
109,私立,技專校院,1056,東南科技大學,學士班(進修),243,133,54.7300
109,私立,技專校院,1057,德明財經科技大學,學士班(日間),1692,1524,90.0700
109,私立,技專校院,1057,德明財經科技大學,學士班(進修),168,118,70.2400
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),349,291,83.3800
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),228,101,44.3000
109,私立,技專校院,1060,南開科技大學,五專,84,73,86.9000
109,私立,技專校院,1060,南開科技大學,學士班(日間),360,305,84.7200
109,私立,技專校院,1060,南開科技大學,學士班(進修),192,124,64.5800
109,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),792,704,88.8900
109,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),460,254,55.2200
109,私立,技專校院,1062,僑光科技大學,學士班(日間),1521,1362,89.5500
109,私立,技專校院,1062,僑光科技大學,學士班(進修),1194,867,72.6100
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),352,308,87.5000
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),738,557,75.4700
109,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,328,311,94.8200
109,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),767,694,90.4800
109,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),510,388,76.0800
109,私立,技專校院,1065,吳鳳科技大學,學士班(日間),707,627,88.6800
109,私立,技專校院,1065,吳鳳科技大學,學士班(進修),271,165,60.8900
109,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),97,48,49.4800
109,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),537,441,82.1200
109,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),424,240,56.6000
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),171,135,78.9500
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),42,32,76.1900
109,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),255,148,58.0400
109,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),712,413,58.0100
109,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),747,601,80.4600
109,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),458,287,62.6600
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),1587,1540,97.0400
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),571,501,87.7400
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),11,6,54.5500
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,192,174,90.6300
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),1752,1453,82.9300
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),362,156,43.0900
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,42,34,80.9500
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),29,23,79.3100
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),92,70,76.0900
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,51,43,84.3100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),1136,957,84.2400
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),292,122,41.7800
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,365,350,95.8900
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),1285,1159,90.1900
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),621,411,66.1800
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),73,55,75.3400
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,108,83,76.8500
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),401,325,81.0500
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),521,402,77.1600
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,284,269,94.7200
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),414,381,92.0300
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),54,45,83.3300
109,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,330,306,92.7300
109,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1575,1500,95.2400
109,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),827,628,75.9400
109,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),93,80,86.0200
109,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,524,484,92.3700
109,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),65,44,67.6900
109,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),60,55,91.6700
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,二專(進修),26,26,100.0000
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,212,181,85.3800
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),518,431,83.2000
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),839,642,76.5200
109,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,109,88,80.7300
109,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),64,47,73.4400
109,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),27,7,25.9300
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),412,316,76.7000
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),21,15,71.4300
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),86,67,77.9100
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,166,144,86.7500
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),745,604,81.0700
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),177,143,80.7900
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),197,162,82.2300
109,私立,技專校院,1148,大漢技術學院,二專(進修),101,67,66.3400
109,私立,技專校院,1148,大漢技術學院,學士班(日間),52,47,90.3800
109,私立,技專校院,1148,大漢技術學院,學士班(進修),245,150,61.2200
109,私立,技專校院,1159,和春技術學院,二專(進修),98,73,74.4900
109,私立,技專校院,1159,和春技術學院,五專,5,3,60.0000
109,私立,技專校院,1159,和春技術學院,學士班(日間),43,28,65.1200
109,私立,技專校院,1159,和春技術學院,學士班(進修),172,149,86.6300
109,私立,技專校院,1166,亞東技術學院,學士班(日間),1126,1043,92.6300
109,私立,技專校院,1166,亞東技術學院,學士班(進修),49,45,91.8400
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,38,37,97.3700
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),310,272,87.7400
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),370,219,59.1900
109,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),94,1,1.0600
109,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),167,46,27.5400
109,私立,技專校院,1182,蘭陽技術學院,五專,21,17,80.9500
109,私立,技專校院,1182,蘭陽技術學院,學士班(日間),26,19,73.0800
109,私立,技專校院,1183,黎明技術學院,五專,50,45,90.0000
109,私立,技專校院,1183,黎明技術學院,學士班(日間),824,647,78.5200
109,私立,技專校院,1183,黎明技術學院,學士班(進修),539,286,53.0600
109,私立,技專校院,1185,經國管理暨健康學院,五專,232,190,81.9000
109,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),486,395,81.2800
109,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),91,38,41.7600
109,私立,技專校院,1188,大同技術學院,五專,8,8,100.0000
109,私立,技專校院,1188,大同技術學院,學士班(日間),92,68,73.9100
109,私立,技專校院,1188,大同技術學院,學士班(進修),189,137,72.4900
109,私立,技專校院,1192,臺灣觀光學院,二專(進修),29,18,62.0700
109,私立,技專校院,1192,臺灣觀光學院,五專,14,7,50.0000
109,私立,技專校院,1192,臺灣觀光學院,學士班(日間),74,19,25.6800
109,私立,技專校院,1192,臺灣觀光學院,學士班(進修),57,21,36.8400
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),147,140,95.2400
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),12,8,66.6700
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),30,28,93.3300
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),153,87,56.8600
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,769,714,92.8500
109,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),260,131,50.3800
109,私立,技專校院,1283,仁德醫護管理專科學校,五專,1182,1106,93.5700
109,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),243,220,90.5300
109,私立,技專校院,1284,樹人醫護管理專科學校,五專,1453,1324,91.1200
109,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),52,48,92.3100
109,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),134,84,62.6900
109,私立,技專校院,1285,慈惠醫護管理專科學校,五專,604,551,91.2300
109,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),64,60,93.7500
109,私立,技專校院,1286,耕莘健康管理專科學校,五專,819,775,94.6300
109,私立,技專校院,1287,敏惠醫護管理專科學校,五專,782,737,94.2500
109,私立,技專校院,1289,育英醫護管理專科學校,五專,369,349,94.5800
109,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),22,21,95.4500
109,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),18,16,88.8900
109,私立,技專校院,1291,聖母醫護管理專科學校,五專,394,350,88.8300
109,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),31,22,70.9700
109,私立,技專校院,1292,新生醫護管理專科學校,五專,1167,1108,94.9400
109,私立,技專校院,1293,崇仁醫護管理專科學校,五專,665,644,96.8400
109,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),18,18,100.0000
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),25,19,76.0000
109,公立,一般大學,3002,臺北市立大學,學士班(日間),1254,1153,91.9500
110,公立,一般大學,0001,國立政治大學,學士班(日間),2022,1910,94.4600
110,公立,一般大學,0002,國立清華大學,學士班(日間),1895,1813,95.6700
110,公立,一般大學,0003,國立臺灣大學,學士班(日間),3228,3084,95.5400
110,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),1748,1662,95.0800
110,公立,一般大學,0005,國立成功大學,學士班(日間),2445,2289,93.6200
110,公立,一般大學,0006,國立中興大學,學士班(日間),1779,1645,92.4700
110,公立,一般大學,0006,國立中興大學,學士班(進修),230,196,85.2200
110,公立,一般大學,0007,國立陽明交通大學,學士班(日間),1780,1688,94.8300
110,公立,一般大學,0008,國立中央大學,學士班(日間),1458,1371,94.0300
110,公立,一般大學,0009,國立中山大學,學士班(日間),1066,1001,93.9000
110,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),1343,1267,94.3400
110,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),189,163,86.2400
110,公立,一般大學,0013,國立中正大學,學士班(日間),1482,1383,93.3200
110,公立,一般大學,0014,國立高雄師範大學,學士班(日間),888,813,91.5500
110,公立,一般大學,0015,國立彰化師範大學,學士班(日間),1136,1081,95.1600
110,公立,一般大學,0017,國立臺北大學,學士班(日間),1330,1267,95.2600
110,公立,一般大學,0017,國立臺北大學,學士班(進修),573,460,80.2800
110,公立,一般大學,0018,國立嘉義大學,學士班(日間),1746,1629,93.3000
110,公立,一般大學,0018,國立嘉義大學,學士班(進修),471,389,82.5900
110,公立,一般大學,0019,國立高雄大學,學士班(日間),1022,944,92.3700
110,公立,一般大學,0019,國立高雄大學,學士班(進修),58,38,65.5200
110,公立,一般大學,0020,國立東華大學,學士班(日間),1769,1658,93.7300
110,公立,一般大學,0021,國立暨南國際大學,學士班(日間),994,939,94.4700
110,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),1301,1257,96.6200
110,公立,技專校院,0023,國立雲林科技大學,學士班(日間),1589,1527,96.1000
110,公立,技專校院,0023,國立雲林科技大學,學士班(進修),57,50,87.7200
110,公立,技專校院,0024,國立屏東科技大學,學士班(日間),1824,1700,93.2000
110,公立,技專校院,0024,國立屏東科技大學,學士班(進修),403,346,85.8600
110,公立,技專校院,0025,國立臺北科技大學,五專,32,31,96.8800
110,公立,技專校院,0025,國立臺北科技大學,學士班(日間),1448,1396,96.4100
110,公立,技專校院,0025,國立臺北科技大學,學士班(進修),436,415,95.1800
110,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),340,321,94.4100
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),480,461,96.0400
110,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),509,476,93.5200
110,公立,一般大學,0030,國立臺東大學,學士班(日間),910,827,90.8800
110,公立,一般大學,0030,國立臺東大學,學士班(進修),148,118,79.7300
110,公立,一般大學,0031,國立宜蘭大學,學士班(日間),1070,972,90.8400
110,公立,一般大學,0031,國立宜蘭大學,學士班(進修),99,84,84.8500
110,公立,一般大學,0032,國立聯合大學,學士班(日間),1495,1402,93.7800
110,公立,一般大學,0032,國立聯合大學,學士班(進修),247,184,74.4900
110,公立,技專校院,0033,國立虎尾科技大學,二專(日間),27,21,77.7800
110,公立,技專校院,0033,國立虎尾科技大學,五專,83,81,97.5900
110,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),1952,1833,93.9000
110,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),669,556,83.1100
110,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),136,118,86.7600
110,公立,一般大學,0036,國立臺南大學,學士班(日間),921,861,93.4900
110,公立,一般大學,0036,國立臺南大學,學士班(進修),57,45,78.9500
110,公立,一般大學,0037,國立臺北教育大學,學士班(日間),766,730,95.3000
110,公立,一般大學,0039,國立臺中教育大學,學士班(日間),731,682,93.3000
110,公立,技專校院,0042,國立澎湖科技大學,五專,10,10,100.0000
110,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),667,593,88.9100
110,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),85,59,69.4100
110,公立,技專校院,0043,國立勤益科技大學,二專(進修),225,173,76.8900
110,公立,技專校院,0043,國立勤益科技大學,學士班(日間),1683,1581,93.9400
110,公立,技專校院,0043,國立勤益科技大學,學士班(進修),1219,1034,84.8200
110,公立,一般大學,0044,國立體育大學,學士班(日間),429,388,90.4400
110,公立,一般大學,0044,國立體育大學,學士班(進修),39,32,82.0500
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),1126,1080,95.9100
110,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),247,238,96.3600
110,公立,技專校院,0047,國立高雄餐旅大學,五專,50,50,100.0000
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),720,698,96.9400
110,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),332,323,97.2900
110,公立,一般大學,0048,國立金門大學,學士班(日間),689,625,90.7100
110,公立,一般大學,0048,國立金門大學,學士班(進修),209,166,79.4300
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),578,516,89.2700
110,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),98,82,83.6700
110,公立,技專校院,0050,國立臺中科技大學,二專(進修),650,501,77.0800
110,公立,技專校院,0050,國立臺中科技大學,五專,765,742,96.9900
110,公立,技專校院,0050,國立臺中科技大學,學士班(日間),1958,1878,95.9100
110,公立,技專校院,0050,國立臺中科技大學,學士班(進修),1433,1185,82.6900
110,公立,技專校院,0051,國立臺北商業大學,二專(進修),255,221,86.6700
110,公立,技專校院,0051,國立臺北商業大學,五專,346,335,96.8200
110,公立,技專校院,0051,國立臺北商業大學,學士班(日間),860,832,96.7400
110,公立,技專校院,0051,國立臺北商業大學,學士班(進修),755,657,87.0200
110,公立,一般大學,0052,國立屏東大學,學士班(日間),1575,1502,95.3700
110,公立,一般大學,0052,國立屏東大學,學士班(進修),243,211,86.8300
110,公立,技專校院,0053,國立高雄科技大學,五專,148,142,95.9500
110,公立,技專校院,0053,國立高雄科技大學,學士班(日間),4425,4235,95.7100
110,公立,技專校院,0053,國立高雄科技大學,學士班(進修),993,823,82.8800
110,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),139,126,90.6500
110,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),59,56,94.9200
110,公立,技專校院,0221,國立臺南護理專科學校,五專,373,369,98.9300
110,公立,技專校院,0222,國立臺東專科學校,二專(日間),318,289,90.8800
110,公立,技專校院,0222,國立臺東專科學校,二專(進修),60,55,91.6700
110,公立,技專校院,0222,國立臺東專科學校,五專,43,35,81.4000
110,私立,一般大學,1001,東海大學,學士班(日間),3035,2822,92.9800
110,私立,一般大學,1001,東海大學,學士班(進修),73,54,73.9700
110,私立,一般大學,1002,輔仁大學,學士班(日間),3950,3640,92.1500
110,私立,一般大學,1002,輔仁大學,學士班(進修),1024,763,74.5100
110,私立,一般大學,1003,東吳大學,學士班(日間),2655,2468,92.9600
110,私立,一般大學,1003,東吳大學,學士班(進修),212,155,73.1100
110,私立,一般大學,1004,中原大學,學士班(日間),2952,2829,95.8300
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),4476,4217,94.2100
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),284,199,70.0700
110,私立,一般大學,1006,中國文化大學,學士班(日間),4583,4016,87.6300
110,私立,一般大學,1006,中國文化大學,學士班(進修),408,251,61.5200
110,私立,一般大學,1007,逢甲大學,學士班(日間),3862,3685,95.4200
110,私立,一般大學,1007,逢甲大學,學士班(進修),209,169,80.8600
110,私立,一般大學,1008,靜宜大學,學士班(日間),2563,2365,92.2700
110,私立,一般大學,1009,長庚大學,學士班(日間),1150,1053,91.5700
110,私立,一般大學,1010,元智大學,學士班(日間),1683,1587,94.3000
110,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),931,810,87.0000
110,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),135,64,47.4100
110,私立,一般大學,1012,大葉大學,學士班(日間),1371,1184,86.3600
110,私立,一般大學,1012,大葉大學,學士班(進修),129,69,53.4900
110,私立,一般大學,1013,華梵大學,學士班(日間),166,116,69.8800
110,私立,一般大學,1014,義守大學,學士班(日間),2666,2356,88.3700
110,私立,一般大學,1014,義守大學,學士班(進修),313,160,51.1200
110,私立,一般大學,1015,世新大學,學士班(日間),2146,1989,92.6800
110,私立,一般大學,1015,世新大學,學士班(進修),99,73,73.7400
110,私立,一般大學,1016,銘傳大學,學士班(日間),3782,3487,92.2000
110,私立,一般大學,1017,實踐大學,學士班(日間),2519,2212,87.8100
110,私立,一般大學,1017,實踐大學,學士班(進修),489,360,73.6200
110,私立,技專校院,1018,朝陽科技大學,學士班(日間),2639,2417,91.5900
110,私立,技專校院,1018,朝陽科技大學,學士班(進修),502,348,69.3200
110,私立,一般大學,1019,高雄醫學大學,學士班(日間),1137,1055,92.7900
110,私立,一般大學,1020,南華大學,學士班(日間),969,849,87.6200
110,私立,一般大學,1020,南華大學,學士班(進修),95,65,68.4200
110,私立,一般大學,1021,真理大學,學士班(日間),1355,1151,84.9400
110,私立,一般大學,1022,大同大學,學士班(日間),863,773,89.5700
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,88,83,94.3200
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),2943,2697,91.6400
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),818,623,76.1600
110,私立,技專校院,1024,崑山科技大學,二專(進修),14,9,64.2900
110,私立,技專校院,1024,崑山科技大學,學士班(日間),1339,1174,87.6800
110,私立,技專校院,1024,崑山科技大學,學士班(進修),803,540,67.2500
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),1951,1782,91.3400
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),824,466,56.5500
110,私立,技專校院,1026,樹德科技大學,二專(進修),217,168,77.4200
110,私立,技專校院,1026,樹德科技大學,學士班(日間),1453,1266,87.1300
110,私立,技專校院,1026,樹德科技大學,學士班(進修),698,435,62.3200
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),675,609,90.2200
110,私立,一般大學,1028,臺北醫學大學,學士班(日間),928,866,93.3200
110,私立,一般大學,1029,中山醫學大學,學士班(日間),1295,1194,92.2000
110,私立,一般大學,1029,中山醫學大學,學士班(進修),40,36,90.0000
110,私立,技專校院,1030,龍華科技大學,五專,184,165,89.6700
110,私立,技專校院,1030,龍華科技大學,學士班(日間),1548,1373,88.7000
110,私立,技專校院,1030,龍華科技大學,學士班(進修),998,641,64.2300
110,私立,技專校院,1031,輔英科技大學,五專,598,575,96.1500
110,私立,技專校院,1031,輔英科技大學,學士班(日間),1549,1424,91.9300
110,私立,技專校院,1031,輔英科技大學,學士班(進修),719,434,60.3600
110,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),13,12,92.3100
110,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),130,101,77.6900
110,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),1271,1123,88.3600
110,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),1065,862,80.9400
110,私立,一般大學,1033,長榮大學,學士班(日間),1801,1515,84.1200
110,私立,一般大學,1033,長榮大學,學士班(進修),125,52,41.6000
110,私立,技專校院,1034,弘光科技大學,二專(進修),63,46,73.0200
110,私立,技專校院,1034,弘光科技大學,五專,51,50,98.0400
110,私立,技專校院,1034,弘光科技大學,學士班(日間),2022,1888,93.3700
110,私立,技專校院,1034,弘光科技大學,學士班(進修),1187,989,83.3200
110,私立,一般大學,1035,中國醫藥大學,學士班(日間),1211,1151,95.0500
110,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),1326,1145,86.3500
110,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),1277,965,75.5700
110,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),612,455,74.3500
110,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,70,65,92.8600
110,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),1842,1626,88.2700
110,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),2404,1934,80.4500
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,二專(進修),39,27,69.2300
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),1288,991,76.9400
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),933,626,67.1000
110,私立,一般大學,1039,玄奘大學,學士班(日間),367,309,84.2000
110,私立,技專校院,1040,建國科技大學,二專(進修),55,39,70.9100
110,私立,技專校院,1040,建國科技大學,學士班(日間),534,475,88.9500
110,私立,技專校院,1040,建國科技大學,學士班(進修),673,493,73.2500
110,私立,技專校院,1041,明志科技大學,學士班(日間),866,830,95.8400
110,私立,技專校院,1041,明志科技大學,學士班(進修),26,22,84.6200
110,私立,技專校院,1042,高苑科技大學,二專(進修),111,42,37.8400
110,私立,技專校院,1042,高苑科技大學,學士班(日間),121,89,73.5500
110,私立,技專校院,1042,高苑科技大學,學士班(進修),391,251,64.1900
110,私立,技專校院,1043,大仁科技大學,二專(進修),54,38,70.3700
110,私立,技專校院,1043,大仁科技大學,學士班(日間),593,495,83.4700
110,私立,技專校院,1043,大仁科技大學,學士班(進修),703,548,77.9500
110,私立,技專校院,1044,聖約翰科技大學,二專(進修),40,38,95.0000
110,私立,技專校院,1044,聖約翰科技大學,五專,23,16,69.5700
110,私立,技專校院,1044,聖約翰科技大學,學士班(日間),120,88,73.3300
110,私立,技專校院,1044,聖約翰科技大學,學士班(進修),68,26,38.2400
110,私立,技專校院,1045,嶺東科技大學,學士班(日間),1750,1525,87.1400
110,私立,技專校院,1045,嶺東科技大學,學士班(進修),795,516,64.9100
110,私立,技專校院,1046,中國科技大學,二專(進修),234,160,68.3800
110,私立,技專校院,1046,中國科技大學,學士班(日間),1251,1070,85.5300
110,私立,技專校院,1046,中國科技大學,學士班(進修),788,578,73.3500
110,私立,技專校院,1047,中臺科技大學,學士班(日間),1220,1116,91.4800
110,私立,技專校院,1047,中臺科技大學,學士班(進修),863,598,69.2900
110,私立,一般大學,1048,亞洲大學,學士班(日間),2279,2106,92.4100
110,私立,一般大學,1048,亞洲大學,學士班(進修),195,124,63.5900
110,私立,一般大學,1049,開南大學,學士班(日間),865,688,79.5400
110,私立,一般大學,1049,開南大學,學士班(進修),257,155,60.3100
110,私立,一般大學,1050,佛光大學,學士班(日間),681,589,86.4900
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,162,157,96.9100
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),1911,1703,89.1200
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),809,578,71.4500
110,私立,技專校院,1052,遠東科技大學,二專(進修),123,98,79.6700
110,私立,技專校院,1052,遠東科技大學,學士班(日間),538,431,80.1100
110,私立,技專校院,1052,遠東科技大學,學士班(進修),287,211,73.5200
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),820,704,85.8500
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),596,409,68.6200
110,私立,技專校院,1054,景文科技大學,二專(進修),72,53,73.6100
110,私立,技專校院,1054,景文科技大學,學士班(日間),897,757,84.3900
110,私立,技專校院,1054,景文科技大學,學士班(進修),412,216,52.4300
110,私立,技專校院,1055,中華醫事科技大學,二專(進修),40,39,97.5000
110,私立,技專校院,1055,中華醫事科技大學,五專,706,667,94.4800
110,私立,技專校院,1055,中華醫事科技大學,學士班(日間),1037,939,90.5500
