學年度,設立別,學校類別,學校統計處代碼,學校名稱,學校財團法人名稱,類別,性別,姓名,屆數,任期起迄年月日
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,監察人,男,康勝松,15,2015/12/14~2019/12/13
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,朱曦,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,女,何依倫,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,吳容明,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,林修禾,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,張春雄,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,女,楊麗香,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,女,趙莊敏,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,鍾欣翰,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,鍾智文,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,簡宏平,15,2018/08/08~2022/08/07
107,私立,技專校院,1283,仁德醫護管理專科學校,仁德醫護管理專科學校,董事,男,藍文謙,15,2018/08/08~2022/08/07
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,監察人,男,朱光興,2,2015/01/12~2019/01/11
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,林朝家,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,林寬榮,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,林寬碩,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,孫鴻志,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,許俊顯,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,陳金雄,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,女,黃銹垣,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,劉澄,16,2018/02/07~2022/02/06
107,私立,技專校院,1284,樹人醫護管理專科學校,樹人醫護管理專科學校,董事,男,賴晚鐘,16,2018/02/07~2022/02/06
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,監察人,女,陳淑姬,3,2018/02/22~2022/02/21
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,王仲翊,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,邱文靖,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,郭厚君,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,郭蔡靜香,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,陳世釗,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,劉淑惠,15,2018/07/18~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,劉紹龍,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,蔡靜薰,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,盧秀鳳,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,蕭素美,15,2017/11/11~2021/11/10
107,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,羅永欽,15,2017/11/11~2021/11/10
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,監察人,男,李裁榮,2,2015/01/31~2019/01/30
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,女,王德蘭,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,呂若瑟,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,洪山川,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,高國卿,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,陳科,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,女,陸幼琴,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,黃浩然,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,鄒繼群,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,女,廖玲馨,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,女,蔣欣欣,15,2017/11/27~2021/11/26
107,私立,技專校院,1286,耕莘健康管理專科學校,耕莘健康管理專科學校,董事,男,藍功堯,15,2017/11/27~2021/11/26
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,監察人,女,陳昭吟,3,2018/01/05~2022/01/04
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,女,吳美滿,14,2017/01/20~2021/01/19
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,女,沈秀春,14,2017/01/20~2021/01/19
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,男,林晉源,14,2017/01/20~2021/01/19
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,女,高雅玲,14,2017/01/20~2021/01/19
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,女,楊玉琴,14,2017/01/20~2021/01/19
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,男,謝金龍,14,2017/01/20~2021/01/19
107,私立,技專校院,1287,敏惠醫護管理專科學校,敏惠醫護管理專科學校,董事,男,謝毓文,14,2017/01/20~2021/01/19
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,監察人,女,溫和招,3,2018/06/24~2022/06/23
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,林武震,17,2017/07/17~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,林清強,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,邱崑和,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,女,高慧容,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,張清富,17,2017/09/15~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,女,張皓雲,17,2017/07/17~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,莊士瑩,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,女,莊美惠,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,許德仁,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,女,陳夏惠,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,女,馮明珠,17,2016/05/21~2020/05/20
107,私立,技專校院,1289,育英醫護管理專科學校,育英醫護管理專科學校,董事,男,楊俊明,17,2016/05/21~2020/05/20
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,監察人,男,周繼源,1,2017/01/21~2021/01/20
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,艾德華,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,呂若瑟,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,李大川,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,李智,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,秘克琳,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,高國卿,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,傅立吉,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,楊家門,13,2017/02/14~2021/02/13
107,私立,技專校院,1291,聖母醫護管理專科學校,聖母醫護管理專科學校,董事,男,韓國乾,13,2017/02/14~2021/02/13
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,監察人,男,劉醇鑫,2,2015/08/04~2019/08/03
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,女,王瓊玲,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,何石松,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,何其政,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,吳啟銘,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,邱傳淞,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,胡勝君,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,胡勝虎,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,陳清輝,15,2018/08/17~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,黃教文,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,劉世城,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,劉奕彩,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,女,蔡秀芬,15,2018/03/20~2022/03/19
107,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,女,戴欣怡,15,2018/03/20~2022/03/19
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,監察人,女,林秀玲,2,2014/12/17~2018/12/16
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,李佳白,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,林鶯嬌,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,張淑德,14,2018/02/21~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,陳美足,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,陳美惠,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,華淑芳,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,趙瑛琳,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,男,蔡文德,14,2017/06/01~2021/05/31
107,私立,技專校院,1293,崇仁醫護管理專科學校,崇仁醫護管理專科學校,董事,女,鍾瑞容,14,2017/06/01~2021/05/31
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,監察人,女,謝欣怡, ,2015/12/30~2019/12/29
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,毛恩賜,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,王文成,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,吳煌榮,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,柯德仁,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,女,孫寶年,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,女,粘碧鳳,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,劉　信,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,鄭豐邑,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,蕭　平,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,駱傑雄,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,薛銘光,3,2017/04/27~2021/04/26
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,艾恪禮,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,貝凱德,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,女,周玲臺,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,林茂安,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,女,孫寶年,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,女,徐琍沂,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,陳建信,15,2017/05/21~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,麥安迪,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,單士德,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,華邁克,15,2017/11/19~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,葉維輝,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,羅長樂,15,2016/01/01~2018/12/31
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,王金鑾,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,林再錦,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,林昇樂,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,林貴美,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,姚武年,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,陳幼枝,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,陳慶豐,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,陳薇郎,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,童貴妹,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,黃瑞德,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,葉雲鏞,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,廖俊迪,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,劉錫洋,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,謝遠智,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,謝優吉,8,2016/05/06~2019/05/05
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,監察人,男,周恬弘, ,2015/06/01~2019/05/31
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,方玲玲,2,2018/02/26~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,王榮信,2,2015/02/25~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,吳建賢,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,吳樸文,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,康為恭,2,2018/02/26~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,陳美玲,2,2018/02/26~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,黃銅沛,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,趙謨立,2,2018/02/26~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,劉明義,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,蔡幸昇,2,2018/02/26~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,蔡欣延,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,蔡維恩,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,蕭聰穎,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,戴碩欽,2,2015/02/09~2019/02/08
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,羅龍斌,2,2018/02/26~2019/02/08
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,林浴沂,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,施金杰,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,陳乾意,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,楊復成,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,謝玉文,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,丁連忠,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,朱伯昌,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,江義德,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,吳梅,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,李奇豪,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,汪志冀,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,周榮輝,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,林滿妹,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,邱增雄,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,洪牡丹,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,洪素月,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,翁生春,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,張勝安,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,黃金昌,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,黃嘉儒,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,葉錦德,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,葉賽玉,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,董招賢,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,廖使文,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,鄭秋藤,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,蕭安樂,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,蕭乾應,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,賴牡丹,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,謝坤德,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,韓萬年,2,2015/01/01~2019/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,監察人,女,李愫真, ,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,周信典,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,洪梅芬,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,胡忠銘,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,張東山,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,莊仁愛,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,陳宇全,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,陳金泉,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,陳恩惠,7,2017/01/01~2020/12/31
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,黃信恒,7,2017/01/01~2020/12/31
