,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,校際選課人次
,104,1,私立,一般大學,1048,亞洲大學,社會工作學系,學士班(日間),1
,104,1,私立,一般大學,1048,亞洲大學,休閒與遊憩管理學系,學士班(日間),2
,104,1,私立,一般大學,1049,開南大學,會計學系,學士班(日間),1
,104,1,私立,一般大學,1049,開南大學,財務金融學系,學士班(進修),1
,104,1,私立,一般大學,1049,開南大學,行銷學系,學士班(日間),1
,104,1,私立,一般大學,1050,佛光大學,佛教學系,博士班,1
,104,1,私立,一般大學,1050,佛光大學,產品與媒體設計學系,學士班(日間),1
,104,1,私立,一般大學,1050,佛光大學,傳播學系,學士班(日間),1
,104,1,私立,一般大學,1067,台灣首府大學,幼兒教育學系,學士班(日間),3
,104,1,私立,一般大學,1067,台灣首府大學,應用外語學系,學士班(日間),1
,104,1,私立,一般大學,1067,台灣首府大學,企業管理學系,學士班(進修),1
,104,1,私立,一般大學,1067,台灣首府大學,休閒資訊管理學系,學士班(進修),2
,104,1,私立,一般大學,1067,台灣首府大學,資訊與多媒體設計學系,學士班(日間),1
,104,1,私立,一般大學,1067,台灣首府大學,餐旅管理學系,學士班(日間),1
,104,1,私立,一般大學,1067,台灣首府大學,餐旅管理學系,學士班(進修),1
,104,1,私立,一般大學,1067,台灣首府大學,觀光事業管理學系,學士班(日間),1
,104,1,私立,一般大學,1067,台灣首府大學,休閒管理學系,碩士班(日間),1
,104,1,私立,一般大學,1079,康寧大學,健康照護管理學系,學士班(日間),1
,104,1,私立,一般大學,1079,康寧大學,餐飲管理學系,學士班(日間),3
,104,1,私立,一般大學,1079,康寧大學,休閒管理學系,學士班(日間),3
,104,1,私立,一般大學,1176,稻江科技暨管理學院,諮商心理學系,學士班(日間),2
,104,1,私立,一般大學,1176,稻江科技暨管理學院,營養科學學系,學士班(日間),1
,104,1,私立,一般大學,1176,稻江科技暨管理學院,老人福祉與社會工作學系,學士班(日間),1
,104,1,私立,一般大學,1195,馬偕醫學院,醫學系,學士班(日間),1
,104,1,私立,一般大學,1196,法鼓文理學院,佛教學系,學士班(日間),1
,104,1,私立,技專校院,1018,朝陽科技大學,應用英語學系,學士班(日間),2
,104,1,私立,技專校院,1018,朝陽科技大學,企業管理學系,碩士在職專班,4
,104,1,私立,技專校院,1018,朝陽科技大學,(計量)(數量)財務金融學系,學士班(日間),1
,104,1,私立,技專校院,1018,朝陽科技大學,資訊管理(技術)學系,碩士在職專班,1
,104,1,私立,技專校院,1018,朝陽科技大學,資訊工程學系,碩士在職專班,2
,104,1,私立,技專校院,1018,朝陽科技大學,營建工程學系,碩士班(日間),1
,104,1,私立,技專校院,1018,朝陽科技大學,休閒(事業)管理學系,碩士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,教育領導與評鑑研究所,碩士在職專班,1
,104,1,私立,技專校院,1023,南臺科技大學,應用英語學系,學士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,應用英語學系,碩士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,會計(與)(資訊)(科技)(系統)學系,學士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,企業管理學系,學士班(日間),2
,104,1,私立,技專校院,1023,南臺科技大學,(計量)(數量)財務金融學系,學士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,行銷(與)流通管理系,學士班(進修),1
,104,1,私立,技專校院,1023,南臺科技大學,資訊管理(技術)學系,學士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,多媒體與電腦娛樂科學系,學士班(日間),2
,104,1,私立,技專校院,1023,南臺科技大學,電機(與控制)工程學系,學士班(日間),2
,104,1,私立,技專校院,1023,南臺科技大學,(微)電子(工程)學系,學士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,化(學)工(程)與材料工程學系,學士班(日間),1
,104,1,私立,技專校院,1023,南臺科技大學,休閒(事業)管理學系,學士班(日間),6
,104,1,私立,技專校院,1024,崑山科技大學,應用英語學系,學士班(日間),1
,104,1,私立,技專校院,1025,嘉南藥理大學,環境工程與科學學系,學士班(日間),1
,104,1,私立,技專校院,1025,嘉南藥理大學,藥學系,學士班(日間),1
,104,1,私立,技專校院,1025,嘉南藥理大學,(社會政策與)社會工作學系,學士班(日間),1
,104,1,私立,技專校院,1025,嘉南藥理大學,(嬰)幼兒保育(技術)學系,學士班(日間),1
,104,1,私立,技專校院,1026,樹德科技大學,應用外語系,學士班(日間),4
,104,1,私立,技專校院,1026,樹德科技大學,流行設計(經營)系,學士班(日間),1
,104,1,私立,技專校院,1026,樹德科技大學,室內設計學系,學士班(日間),2
,104,1,私立,技專校院,1026,樹德科技大學,企業管理學系,學士班(日間),5
,104,1,私立,技專校院,1026,樹德科技大學,會議展覽與國際行銷學位學程,學士班(日間),2
,104,1,私立,技專校院,1026,樹德科技大學,行銷(管理)學系,學士班(日間),1
,104,1,私立,技專校院,1026,樹德科技大學,資訊管理(技術)學系,學士班(日間),7
,104,1,私立,技專校院,1026,樹德科技大學,資訊工程學系,學士班(日間),3
,104,1,私立,技專校院,1026,樹德科技大學,電腦(與)通訊(工程)學系,學士班(日間),5
,104,1,私立,技專校院,1026,樹德科技大學,休閒(學)與觀光管理學系,學士班(日間),2
,104,1,私立,技專校院,1030,龍華科技大學,多媒體(與)遊戲發展科學系,學士班(日間),2
,104,1,私立,技專校院,1031,輔英科技大學,應用外語系,學士班(日間),2
,104,1,私立,技專校院,1031,輔英科技大學,護理學系,碩士在職專班,2
,104,1,私立,技專校院,1034,弘光科技大學,護理學系,碩士班(日間),1
,104,1,私立,技專校院,1037,正修科技大學,時尚生活創意設計學位學程,學士班(日間),1
,104,1,私立,技專校院,1041,明志科技大學,視覺(傳達)設計學系,學士班(進修),1
,104,1,私立,技專校院,1043,大仁科技大學,應用外語系,學士班(日間),1
,104,1,私立,技專校院,1043,大仁科技大學,(自然)生物科技學系,學士班(日間),3
,104,1,私立,技專校院,1043,大仁科技大學,資訊工程與娛樂科技系,學士班(日間),2
,104,1,私立,技專校院,1043,大仁科技大學,資訊應用與管理系,學士班(日間),2
,104,1,私立,技專校院,1043,大仁科技大學,藥學系,學士班(日間),4
,104,1,私立,技專校院,1043,大仁科技大學,護理學系,學士班(日間),1
,104,1,私立,技專校院,1043,大仁科技大學,觀光事業(管理)學系,學士班(日間),1
,104,1,私立,技專校院,1043,大仁科技大學,休閒(與)運動(與)(健康)管理學系,學士班(日間),1
,104,1,私立,技專校院,1043,大仁科技大學,時尚美容應用系,學士班(日間),2
,104,1,私立,技專校院,1044,聖約翰科技大學,數位文藝系,學士班(日間),1
,104,1,私立,技專校院,1044,聖約翰科技大學,資訊與(網路)通訊系,學士班(日間),1
,104,1,私立,技專校院,1044,聖約翰科技大學,機械與電腦(輔助)工程學系,學士班(日間),2
,104,1,私立,技專校院,1044,聖約翰科技大學,工業工程(與)(科技)(系統)(工程)(管理)學系,學士班(日間),1
,104,1,私立,技專校院,1044,聖約翰科技大學,休閒(與)運動(與)(健康)管理學系,學士班(日間),2
,104,1,私立,技專校院,1045,嶺東科技大學,國際企業(與)(管理)學系,學士班(日間),1
,104,1,私立,技專校院,1045,嶺東科技大學,觀光(與)(休閒)(管理)(遊憩)學系,學士班(進修),1
,104,1,私立,技專校院,1046,中國科技大學,視覺(傳達)設計學系,學士班(日間),1
,104,1,私立,技專校院,1051,台南應用科技大學,(應用)美術學系,學士班(日間),37
,104,1,私立,技專校院,1051,台南應用科技大學,(應用)美術學系,碩士在職專班,2
,104,1,私立,技專校院,1051,台南應用科技大學,音樂學系,學士班(日間),4
,104,1,私立,技專校院,1051,台南應用科技大學,音樂學系,碩士在職專班,2
,104,1,私立,技專校院,1051,台南應用科技大學,舞蹈學系,學士班(日間),15
,104,1,私立,技專校院,1051,台南應用科技大學,時尚(創意)設計(與管理)學系,學士班(日間),1
,104,1,私立,技專校院,1051,台南應用科技大學,視覺(傳達)設計學系,學士班(日間),9
,104,1,私立,技專校院,1051,台南應用科技大學,視覺(傳達)設計學系,學士班(進修),1
,104,1,私立,技專校院,1051,台南應用科技大學,多媒體動畫系,學士班(日間),21
,104,1,私立,技專校院,1051,台南應用科技大學,商品設計學系,學士班(日間),17
,104,1,私立,技專校院,1051,台南應用科技大學,商品設計學系,學士班(進修),2
,104,1,私立,技專校院,1051,台南應用科技大學,室內設計學系,學士班(日間),7
,104,1,私立,技專校院,1051,台南應用科技大學,資訊管理(技術)學系,學士班(日間),1
,104,1,私立,技專校院,1051,台南應用科技大學,(嬰)幼兒保育(技術)學系,學士班(日間),3
,104,1,私立,技專校院,1051,台南應用科技大學,(嬰)幼兒保育(技術)學系,學士班(進修),4
,104,1,私立,技專校院,1051,台南應用科技大學,餐飲(製作)學系,學士班(日間),6
,104,1,私立,技專校院,1051,台南應用科技大學,運動休閒與健康管理學位學程,學士班(進修),2
,104,1,私立,技專校院,1052,遠東科技大學,化妝品應用(與管理)系,學士班(日間),2
,104,1,私立,技專校院,1054,景文科技大學,國際貿易(暨商務)(營運)學系,學士班(日間),4
,104,1,私立,技專校院,1054,景文科技大學,(計量)(數量)財務金融學系,學士班(日間),1
,104,1,私立,技專校院,1054,景文科技大學,理財與稅務規劃系,學士班(日間),3
,104,1,私立,技專校院,1055,中華醫事科技大學,環境與安全(衛生)工程學系,學士班(日間),63
,104,1,私立,技專校院,1060,南開科技大學,應用外語系,五專,1
,104,1,私立,技專校院,1060,南開科技大學,應用外語系,學士班(日間),1
,104,1,私立,技專校院,1060,南開科技大學,(動力)機械工程學系,學士班(日間),1
,104,1,私立,技專校院,1061,中華科技大學,土木工程學系,碩士班(日間),2
,104,1,私立,技專校院,1061,中華科技大學,建築(工程)學系,學士班(日間),2
,104,1,私立,技專校院,1065,吳鳳科技大學,消防學系,學士班(日間),1
,104,1,私立,技專校院,1068,中州科技大學,電機與能源(科技)系,學士班(日間),3
,104,1,私立,技專校院,1068,中州科技大學,餐飲廚藝(管理)系,學士班(日間),1
,104,1,私立,技專校院,1068,中州科技大學,觀光(與)(休閒)(管理)(遊憩)學系,學士班(日間),3
,104,1,私立,技專校院,1068,中州科技大學,運動(與)健康(促進)系,學士班(日間),1
,104,1,私立,技專校院,1070,長庚科技大學,保健營養(技術)學系,學士班(日間),3
,104,1,私立,技專校院,1070,長庚科技大學,護理學系,五專,5
,104,1,私立,技專校院,1070,長庚科技大學,護理學系,學士班(日間),3
,104,1,私立,技專校院,1070,長庚科技大學,護理學系,學士班(進修),1
,104,1,私立,技專校院,1070,長庚科技大學,化妝品應用(與管理)系,學士班(日間),1
,104,1,私立,技專校院,1071,臺北城市科技大學,觀光事業(管理)學系,學士班(日間),1
,104,1,私立,技專校院,1071,臺北城市科技大學,休閒事業系,學士班(日間),5
,104,1,私立,技專校院,1071,臺北城市科技大學,休閒事業系,碩士班(日間),2
,104,1,私立,技專校院,1073,醒吾科技大學,時尚造型(or形)設計系,學士班(日間),1
,104,1,私立,技專校院,1073,醒吾科技大學,旅運(經營)管理系,學士班(日間),1
,104,1,私立,技專校院,1075,文藻外語大學,(應用)華語(文)學系,學士班(日間),2
,104,1,私立,技專校院,1075,文藻外語大學,英國語文學系,五專,1
,104,1,私立,技專校院,1075,文藻外語大學,英國語文學系,學士班(日間),4
,104,1,私立,技專校院,1075,文藻外語大學,英國語文學系,學士班(進修),2
,104,1,私立,技專校院,1075,文藻外語大學,翻譯學系,學士班(日間),1
,104,1,私立,技專校院,1075,文藻外語大學,國際企業(與)(管理)學系,學士班(日間),1
,104,1,私立,技專校院,1075,文藻外語大學,數位內容應用與管理系,學士班(日間),1
,104,1,私立,技專校院,1077,慈濟科技大學,資訊科技與管理系,學士班(日間),1
,104,1,私立,技專校院,1078,致理科技大學,應用英語學系,學士班(日間),1
,104,1,私立,技專校院,1166,亞東技術學院,工商業設計(技術)系,學士班(日間),1
,104,1,私立,技專校院,1166,亞東技術學院,電機(與控制)工程學系,學士班(進修),1
,104,1,私立,技專校院,1166,亞東技術學院,護理學系,學士班(日間),1
,104,1,私立,技專校院,1168,桃園創新技術學院,觀光英語系,學士班(日間),11
,104,1,私立,技專校院,1168,桃園創新技術學院,觀光英語系,學士班(進修),1
,104,1,私立,技專校院,1168,桃園創新技術學院,視覺(傳達)設計學系,學士班(日間),4
,104,1,私立,技專校院,1168,桃園創新技術學院,企業管理學系,學士班(日間),1
,104,1,私立,技專校院,1168,桃園創新技術學院,企業管理學系,學士班(進修),4
,104,1,私立,技專校院,1168,桃園創新技術學院,資訊管理(技術)學系,學士班(日間),1
,104,1,私立,技專校院,1168,桃園創新技術學院,(動力)機械工程學系,學士班(日間),2
,104,1,私立,技專校院,1168,桃園創新技術學院,餐飲廚藝(管理)系,學士班(日間),1
,104,1,私立,技專校院,1179,德霖技術學院,電腦(與)通訊(工程)學系,學士班(日間),1
,104,1,私立,技專校院,1179,德霖技術學院,(動力)機械工程學系,學士班(進修),1
,104,1,私立,技專校院,1184,東方設計學院,攝影學位學程,學士班(日間),1
,104,1,私立,技專校院,1285,慈惠醫護管理專科學校,護理科,五專,2
,104,1,私立,技專校院,1292,新生醫護管理專科學校,應用英語科,五專,1
,104,1,私立,技專校院,1292,新生醫護管理專科學校,應用日語科,五專,1
,104,1,私立,技專校院,1292,新生醫護管理專科學校,行銷與流通(管理)科,五專,3
,104,1,私立,技專校院,1292,新生醫護管理專科學校,(嬰)幼兒保育科,五專,4
,104,2,公立,一般大學,1,國立政治大學,教育學系,學士班(日間),7
,104,2,公立,一般大學,1,國立政治大學,教育學系,碩士班(日間),5
,104,2,公立,一般大學,1,國立政治大學,教育學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,幼兒教育研究所,碩士班(日間),9
,104,2,公立,一般大學,1,國立政治大學,台灣文學研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,中國文學系,學士班(日間),4
,104,2,公立,一般大學,1,國立政治大學,中國文學系,碩士班(日間),19
,104,2,公立,一般大學,1,國立政治大學,中國文學系,博士班,2
,104,2,公立,一般大學,1,國立政治大學,英國語文學系,學士班(日間),3
,104,2,公立,一般大學,1,國立政治大學,英國語文學系,碩士班(日間),5
,104,2,公立,一般大學,1,國立政治大學,英國語文學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,土耳其語文學系,學士班(日間),5
,104,2,公立,一般大學,1,國立政治大學,歐洲語文學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,語言學研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,宗教研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,宗教研究所,博士班,2
,104,2,公立,一般大學,1,國立政治大學,歷史學系,碩士班(日間),5
,104,2,公立,一般大學,1,國立政治大學,台灣史研究所,碩士班(日間),2
,104,2,公立,一般大學,1,國立政治大學,哲學系,學士班(日間),4
,104,2,公立,一般大學,1,國立政治大學,哲學系,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,哲學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,經濟學系,學士班(日間),5
,104,2,公立,一般大學,1,國立政治大學,政治學系,碩士班(日間),4
,104,2,公立,一般大學,1,國立政治大學,政治學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,社會學系,碩士班(日間),3
,104,2,公立,一般大學,1,國立政治大學,民族學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,心理學系,學士班(日間),11
,104,2,公立,一般大學,1,國立政治大學,輔導與諮商碩士學位學程,碩士班(日間),8
,104,2,公立,一般大學,1,國立政治大學,東亞研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,亞太研究英語碩士學位學程,碩士班(日間),2
,104,2,公立,一般大學,1,國立政治大學,公共行政學系,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,公共行政學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,地政學系,學士班(日間),4
,104,2,公立,一般大學,1,國立政治大學,外交學系,學士班(日間),4
,104,2,公立,一般大學,1,國立政治大學,外交學系,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,國家發展研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,傳播學院傳播學士學位學程,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,新聞學系,學士班(日間),2
,104,2,公立,一般大學,1,國立政治大學,廣播電視學系,學士班(日間),2
,104,2,公立,一般大學,1,國立政治大學,廣告學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,傳播學院大一大二不分系,學士班(日間),3
,104,2,公立,一般大學,1,國立政治大學,會計學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,企業管理研究所(MBA學位學程),碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,國際經營與貿易學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,財政學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,科技管理與智慧財產研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,法律學系,碩士班(日間),4
,104,2,公立,一般大學,1,國立政治大學,法律學系,博士班,1
,104,2,公立,一般大學,1,國立政治大學,法律科際整合研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,資訊管理學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,數位內容碩士學位學程,碩士班(日間),2
,104,2,公立,一般大學,1,國立政治大學,資訊科學系,學士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,神經科學研究所,碩士班(日間),1
,104,2,公立,一般大學,1,國立政治大學,社會工作研究所,碩士班(日間),11
,104,2,公立,一般大學,2,國立清華大學,台灣文學研究所,碩士班(日間),1
,104,2,公立,一般大學,2,國立清華大學,中國文學系,學士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,中國文學系,碩士班(日間),6
,104,2,公立,一般大學,2,國立清華大學,中國文學系,博士班,2
,104,2,公立,一般大學,2,國立清華大學,外國語文學系,學士班(日間),3
,104,2,公立,一般大學,2,國立清華大學,外國語文學系,碩士班(日間),24
,104,2,公立,一般大學,2,國立清華大學,歷史研究所,碩士班(日間),5
,104,2,公立,一般大學,2,國立清華大學,人類學研究所,碩士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,人文社會學院學士班,學士班(日間),13
,104,2,公立,一般大學,2,國立清華大學,經濟學系,學士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,社會學研究所,碩士班(日間),6
,104,2,公立,一般大學,2,國立清華大學,台灣研究教師在職進修碩士學位班,碩士在職專班,3
,104,2,公立,一般大學,2,國立清華大學,學習科學研究所,碩士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,國際專業管理碩士班,碩士班(日間),1
,104,2,公立,一般大學,2,國立清華大學,計量財務金融學系,學士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,計量財務金融學系,碩士班(日間),14
,104,2,公立,一般大學,2,國立清華大學,科技管理研究所,博士班,1
,104,2,公立,一般大學,2,國立清華大學,服務科學研究所,碩士班(日間),10
,104,2,公立,一般大學,2,國立清華大學,服務科學研究所,博士班,1
,104,2,公立,一般大學,2,國立清華大學,科技管理學院學士班,學士班(日間),3
,104,2,公立,一般大學,2,國立清華大學,生命科學系,學士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,生物資訊與結構生物研究所,博士班,1
,104,2,公立,一般大學,2,國立清華大學,生命科學院學士班,學士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,化學系,學士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,化學系,碩士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,物理學系,學士班(日間),5
,104,2,公立,一般大學,2,國立清華大學,物理學系,碩士班(日間),1
,104,2,公立,一般大學,2,國立清華大學,理學院學士班,學士班(日間),3
,104,2,公立,一般大學,2,國立清華大學,數學系,學士班(日間),8
,104,2,公立,一般大學,2,國立清華大學,數學系,碩士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,統計學研究所,博士班,2
,104,2,公立,一般大學,2,國立清華大學,資訊系統與應用研究所,碩士班(日間),1
,104,2,公立,一般大學,2,國立清華大學,電機工程學系,學士班(日間),12
,104,2,公立,一般大學,2,國立清華大學,電機工程學系,碩士班(日間),70
,104,2,公立,一般大學,2,國立清華大學,電機工程學系,博士班,7
,104,2,公立,一般大學,2,國立清華大學,電子工程研究所,碩士班(日間),26
,104,2,公立,一般大學,2,國立清華大學,光電工程研究所,碩士班(日間),3
,104,2,公立,一般大學,2,國立清華大學,資訊工程學系,學士班(日間),12
,104,2,公立,一般大學,2,國立清華大學,資訊工程學系,碩士班(日間),14
,104,2,公立,一般大學,2,國立清華大學,資訊工程學系,博士班,2
,104,2,公立,一般大學,2,國立清華大學,通訊工程研究所,碩士班(日間),36
,104,2,公立,一般大學,2,國立清華大學,社群網路與人智計算國際研究生博士學位學程,博士班,2
,104,2,公立,一般大學,2,國立清華大學,電機資訊學院學士班,學士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,動力機械工程學系,學士班(日間),11
,104,2,公立,一般大學,2,國立清華大學,動力機械工程學系,碩士班(日間),13
,104,2,公立,一般大學,2,國立清華大學,動力機械工程學系,博士班,1
,104,2,公立,一般大學,2,國立清華大學,化學工程學系,學士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,材料科學工程學系,學士班(日間),6
,104,2,公立,一般大學,2,國立清華大學,材料科學工程學系,博士班,1
,104,2,公立,一般大學,2,國立清華大學,工業工程與工程管理學系,學士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,工業工程與工程管理學系,碩士班(日間),3
,104,2,公立,一般大學,2,國立清華大學,生醫工程與環境科學系,學士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,生醫工程與環境科學系,碩士班(日間),2
,104,2,公立,一般大學,2,國立清華大學,生醫工程與環境科學系,博士班,4
,104,2,公立,一般大學,2,國立清華大學,工程與系統科學系,學士班(日間),16
,104,2,公立,一般大學,2,國立清華大學,工程與系統科學系,碩士班(日間),19
,104,2,公立,一般大學,2,國立清華大學,工程與系統科學系,博士班,4
,104,2,公立,一般大學,2,國立清華大學,原子科學院學士班,學士班(日間),4
,104,2,公立,一般大學,2,國立清華大學,工學院學士班,學士班(日間),3
,104,2,公立,一般大學,3,國立臺灣大學,音樂學研究所,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,戲劇學系,學士班(日間),22
,104,2,公立,一般大學,3,國立臺灣大學,戲劇學系,碩士班(日間),3
,104,2,公立,一般大學,3,國立臺灣大學,藝術史研究所,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,臺灣文學研究所,博士班,1
,104,2,公立,一般大學,3,國立臺灣大學,中國文學系,學士班(日間),21
,104,2,公立,一般大學,3,國立臺灣大學,中國文學系,碩士班(日間),17
,104,2,公立,一般大學,3,國立臺灣大學,中國文學系,博士班,5
,104,2,公立,一般大學,3,國立臺灣大學,外國語文學系,學士班(日間),20
,104,2,公立,一般大學,3,國立臺灣大學,外國語文學系,碩士班(日間),16
,104,2,公立,一般大學,3,國立臺灣大學,外國語文學系,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,日本語文學系,學士班(日間),6
,104,2,公立,一般大學,3,國立臺灣大學,翻譯碩士學位學程,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,語言學研究所,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,語言學研究所,博士班,1
,104,2,公立,一般大學,3,國立臺灣大學,歷史學系,學士班(日間),8
,104,2,公立,一般大學,3,國立臺灣大學,歷史學系,碩士班(日間),5
,104,2,公立,一般大學,3,國立臺灣大學,歷史學系,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,人類學系,學士班(日間),4
,104,2,公立,一般大學,3,國立臺灣大學,人類學系,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,哲學系,學士班(日間),7
,104,2,公立,一般大學,3,國立臺灣大學,經濟學系,學士班(日間),13
,104,2,公立,一般大學,3,國立臺灣大學,經濟學系,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,政治學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,社會學系,學士班(日間),15
,104,2,公立,一般大學,3,國立臺灣大學,社會學系,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,心理學系,學士班(日間),27
,104,2,公立,一般大學,3,國立臺灣大學,心理學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,心理學系,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,地理環境資源學系,學士班(日間),3
,104,2,公立,一般大學,3,國立臺灣大學,地理環境資源學系,碩士班(日間),14
,104,2,公立,一般大學,3,國立臺灣大學,地理環境資源學系,博士班,1
,104,2,公立,一般大學,3,國立臺灣大學,國家發展研究所,碩士班(日間),6
,104,2,公立,一般大學,3,國立臺灣大學,國家發展研究所,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,新聞研究所,碩士班(日間),3
,104,2,公立,一般大學,3,國立臺灣大學,圖書資訊學系,學士班(日間),8
,104,2,公立,一般大學,3,國立臺灣大學,圖書資訊學系,碩士班(日間),4
,104,2,公立,一般大學,3,國立臺灣大學,圖書資訊學系,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,商學研究所,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,會計學系,學士班(日間),7
,104,2,公立,一般大學,3,國立臺灣大學,會計學系,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,國際企業學系,學士班(日間),19
,104,2,公立,一般大學,3,國立臺灣大學,國際企業學系,碩士班(日間),3
,104,2,公立,一般大學,3,國立臺灣大學,國際企業學系,博士班,1
,104,2,公立,一般大學,3,國立臺灣大學,財務金融學系,學士班(日間),10
,104,2,公立,一般大學,3,國立臺灣大學,財務金融學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,科際整合法律學研究所,碩士班(日間),3
,104,2,公立,一般大學,3,國立臺灣大學,生命科學系,學士班(日間),12
,104,2,公立,一般大學,3,國立臺灣大學,昆蟲學系,學士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,生態學與演化生物學研究所,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,生化科學研究所,博士班,3
,104,2,公立,一般大學,3,國立臺灣大學,生化科技學系,學士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,生化科技學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,化學系,學士班(日間),4
,104,2,公立,一般大學,3,國立臺灣大學,地質科學系,學士班(日間),4
,104,2,公立,一般大學,3,國立臺灣大學,地質科學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,物理學系,學士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,物理學系,碩士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,物理學系,博士班,1
,104,2,公立,一般大學,3,國立臺灣大學,大氣科學系,學士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,大氣科學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,數學系,學士班(日間),2
,104,2,公立,一般大學,3,國立臺灣大學,數學系,碩士班(日間),1
,104,2,公立,一般大學,3,國立臺灣大學,數學系,博士班,1
,104,2,公立,一般大學,3,國立臺灣大學,資訊管理學系,學士班(日間),6
,104,2,公立,一般大學,3,國立臺灣大學,資訊網路與多媒體研究所,碩士班(日間),4
,104,2,公立,一般大學,3,國立臺灣大學,電機工程學系,學士班(日間),4
,104,2,公立,一般大學,3,國立臺灣大學,電機工程學系,碩士班(日間),12
,104,2,公立,一般大學,3,國立臺灣大學,電機工程學系,博士班,2
,104,2,公立,一般大學,3,國立臺灣大學,電子工程學研究所,碩士班(日間),6
