學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次小計,修讀雙主修人次男,修讀雙主修人次女
107,1,私立,技專校院,1031,輔英科技大學,05191018,保健營養系,學士班(進修),2,0,2
107,1,私立,技專校院,1031,輔英科技大學,06131034,資訊科技與管理系,學士班(日間),6,3,3
107,1,私立,技專校院,1031,輔英科技大學,07111008,應用化學及材料科學系,學士班(日間),1,1,0
107,1,私立,技專校院,1031,輔英科技大學,07121012,環境工程與科學系,學士班(日間),1,1,0
107,1,私立,技專校院,1031,輔英科技大學,09131019,護理系,學士班(日間),7,1,6
107,1,私立,技專校院,1031,輔英科技大學,09131019,護理系,學士班(進修),2,0,2
107,1,私立,技專校院,1031,輔英科技大學,09131033,助產與婦嬰健康照護系,學士班(日間),2,0,2
107,1,私立,技專校院,1031,輔英科技大學,09151016,物理治療系,學士班(日間),1,0,1
107,1,私立,技專校院,1031,輔英科技大學,09211027,高齡及長期照護事業系,學士班(日間),35,15,20
107,1,私立,技專校院,1031,輔英科技大學,09211027,高齡及長期照護事業系,學士班(進修),1,1,0
107,1,私立,技專校院,1031,輔英科技大學,10121032,健康美容系,學士班(日間),4,0,4
107,1,私立,技專校院,1031,輔英科技大學,10199029,休閒與遊憩事業管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1031,輔英科技大學,10221015,職業安全衛生系,學士班(日間),6,0,6
107,1,私立,技專校院,1032,明新學校財團法人明新科技大學,07321020,土木工程與環境資源管理系,學士班(日間),1,1,0
107,1,私立,技專校院,1032,明新學校財團法人明新科技大學,09221027,幼兒保育系,學士班(日間),2,0,2
107,1,私立,一般大學,1033,長榮大學,02111015,媒體設計科技學系,學士班(日間),1,0,1
107,1,私立,一般大學,1033,長榮大學,02131001,美術學系,學士班(日間),2,1,1
107,1,私立,一般大學,1033,長榮大學,02211011,神學系,學士班(日間),2,0,2
107,1,私立,一般大學,1033,長榮大學,02231012,應用哲學系,學士班(日間),2,0,2
107,1,私立,一般大學,1033,長榮大學,02311005,應用日語學系,學士班(日間),1,0,1
107,1,私立,一般大學,1033,長榮大學,02312007,翻譯學系,學士班(日間),8,0,8
107,1,私立,一般大學,1033,長榮大學,03131018,健康心理學系,學士班(日間),5,2,3
107,1,私立,一般大學,1033,長榮大學,03211021,大眾傳播學系,學士班(日間),3,1,2
107,1,私立,一般大學,1033,長榮大學,04121030,財務金融學系,學士班(日間),1,0,1
107,1,私立,一般大學,1033,長榮大學,04133031,醫務管理學系,學士班(日間),7,3,4
107,1,私立,一般大學,1033,長榮大學,04199027,管理學士學位學程,學士班(進修),1,1,0
107,1,私立,一般大學,1033,長榮大學,05191048,保健營養學系,學士班(日間),6,0,6
107,1,私立,一般大學,1033,長榮大學,07313042,土地管理與開發學系,學士班(日間),1,1,0
107,1,私立,一般大學,1033,長榮大學,10141058,運動競技學系,學士班(日間),1,0,1
107,1,私立,一般大學,1033,長榮大學,10151057,觀光與餐飲管理學系,學士班(日間),2,0,2
107,1,私立,一般大學,1033,長榮大學,10221045,職業安全與衛生學系,學士班(日間),2,2,0
107,1,私立,一般大學,1033,長榮大學,10412061,航運管理學系,學士班(日間),2,0,2
107,1,私立,技專校院,1034,弘光科技大學,02311002,應用英語系,學士班(日間),2,0,2
107,1,私立,技專校院,1034,弘光科技大學,04133005,健康事業管理系,學士班(日間),1,1,0
107,1,私立,技專校院,1034,弘光科技大學,05191023,營養系,學士班(日間),4,0,4
107,1,私立,技專校院,1034,弘光科技大學,07193015,生物醫學工程系,學士班(日間),1,0,1
107,1,私立,技專校院,1034,弘光科技大學,07211017,食品科技系,學士班(日間),3,1,2
107,1,私立,技專校院,1034,弘光科技大學,09151020,物理治療系,學士班(日間),1,1,0
107,1,私立,技專校院,1034,弘光科技大學,09211037,老人福利與長期照顧事業系,學士班(日間),3,0,3
107,1,私立,技專校院,1034,弘光科技大學,10131029,餐旅管理系,學士班(日間),3,1,2
107,1,私立,一般大學,1035,中國醫藥大學,04133029,醫務管理學系,學士班(日間),6,2,4
107,1,私立,一般大學,1035,中國醫藥大學,05121043,生物科技學系,學士班(日間),8,5,3
107,1,私立,一般大學,1035,中國醫藥大學,05191021,營養學系,學士班(日間),1,1,0
107,1,私立,一般大學,1035,中國醫藥大學,09111030,口腔衛生學系,學士班(日間),5,1,4
107,1,私立,一般大學,1035,中國醫藥大學,09121014,中醫學系,學士班(日間),402,225,177
107,1,私立,一般大學,1035,中國醫藥大學,09121016,醫學系,學士班(日間),21,13,8
107,1,私立,一般大學,1035,中國醫藥大學,09131045,護理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1035,中國醫藥大學,09159047,運動醫學系,學士班(日間),26,6,20
107,1,私立,一般大學,1035,中國醫藥大學,09161034,藥學系,學士班(日間),4,3,1
107,1,私立,一般大學,1035,中國醫藥大學,09161039,中國藥學暨中藥資源學系,學士班(日間),8,1,7
107,1,私立,一般大學,1035,中國醫藥大學,09161042,藥用化妝品學系,學士班(日間),3,1,2
107,1,私立,一般大學,1035,中國醫藥大學,09191008,健康風險管理學系,學士班(日間),3,1,2
107,1,私立,一般大學,1035,中國醫藥大學,09191026,公共衛生學系,學士班(日間),11,1,10
107,1,私立,一般大學,1035,中國醫藥大學,10221038,職業安全與衛生學系,學士班(日間),6,1,5
107,1,私立,技專校院,1036,健行學校財團法人健行科技大學,02311001,應用外語系,學士班(進修),1,0,1
107,1,私立,技專校院,1036,健行學校財團法人健行科技大學,10151006,國際企業經營系,學士班(進修),1,1,0
107,1,私立,技專校院,1037,正修學校財團法人正修科技大學,04131006,國際企業系,學士班(日間),1,0,1
107,1,私立,一般大學,1039,玄奘大學,02112013,視覺傳達設計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1039,玄奘大學,02112013,視覺傳達設計學系,學士班(進修),1,1,0
107,1,私立,一般大學,1039,玄奘大學,02199005,藝術與創意設計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1039,玄奘大學,02211010,宗教與文化學系,學士班(日間),2,2,0
107,1,私立,一般大學,1039,玄奘大學,03131016,應用心理學系,學士班(日間),3,1,2
107,1,私立,一般大學,1039,玄奘大學,03131016,應用心理學系,學士班(進修),1,0,1
107,1,私立,一般大學,1039,玄奘大學,03212021,廣播與電視新聞學系,學士班(日間),2,0,2
107,1,私立,一般大學,1039,玄奘大學,09231036,社會工作學系,學士班(日間),2,0,2
107,1,私立,一般大學,1039,玄奘大學,10131040,餐旅管理學系,學士班(日間),3,1,2
107,1,私立,技專校院,1040,建國科技大學,04131009,國際企業管理系,學士班(日間),1,1,0
107,1,私立,技專校院,1040,建國科技大學,07141014,電子工程系,學士班(日間),1,1,0
107,1,私立,技專校院,1043,大仁科技大學,09221019,幼兒保育系,學士班(日間),1,0,1
107,1,私立,技專校院,1043,大仁科技大學,10131021,餐旅管理系,學士班(日間),8,2,6
107,1,私立,技專校院,1043,大仁科技大學,10151023,觀光事業系,學士班(日間),1,0,1
107,1,私立,技專校院,1044,聖約翰科技大學,04199009,時尚經營管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1044,聖約翰科技大學,06199011,醫護資訊學士學位學程,學士班(日間),1,1,0
107,1,私立,技專校院,1044,聖約翰科技大學,07151016,機械與電腦輔助工程系,學士班(日間),1,0,1
107,1,私立,技專校院,1044,聖約翰科技大學,10152021,休閒運動與健康管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(日間),8,1,7
107,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(日間),6,2,4
107,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系,學士班(日間),1,1,0
107,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(日間),9,1,8
107,1,私立,技專校院,1045,嶺東科技大學,04141015,國際企業系,學士班(日間),2,1,1
107,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(日間),1,1,0
107,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1046,中國科技大學,02112003,視覺傳達設計系,學士班(日間),1,0,1
107,1,私立,技專校院,1046,中國科技大學,02124005,室內設計系,學士班(日間),1,0,1
107,1,私立,技專校院,1047,中臺科技大學,01121001,兒童教育暨事業經營系,學士班(日間),2,0,2
107,1,私立,技專校院,1047,中臺科技大學,04133008,醫療暨健康產業管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1047,中臺科技大學,07211017,食品科技系,學士班(進修),2,0,2
107,1,私立,技專校院,1047,中臺科技大學,09141030,視光系,學士班(日間),1,0,1
107,1,私立,技專校院,1047,中臺科技大學,09211034,老人照顧系,學士班(日間),4,1,3
107,1,私立,一般大學,1048,亞洲大學,02112006,視覺傳達設計學系,學士班(日間),2,1,1
107,1,私立,一般大學,1048,亞洲大學,02112007,數位媒體設計學系,學士班(日間),1,0,1
107,1,私立,一般大學,1048,亞洲大學,02122004,時尚設計學系,學士班(日間),3,0,3
107,1,私立,一般大學,1048,亞洲大學,02123011,創意商品設計學系,學士班(日間),1,1,0
107,1,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,學士班(日間),2,0,2
107,1,私立,一般大學,1048,亞洲大學,03131013,心理學系,學士班(日間),2,2,0
107,1,私立,一般大學,1048,亞洲大學,03213014,資訊傳播學系,學士班(日間),3,1,2
107,1,私立,一般大學,1048,亞洲大學,09191021,健康產業管理學系,學士班(日間),3,0,3
107,1,私立,一般大學,1048,亞洲大學,09231048,社會工作學系,學士班(日間),2,0,2
107,1,私立,一般大學,1049,開南大學,02311006,應用英語學系,學士班(日間),2,0,2
107,1,私立,一般大學,1049,開南大學,02311008,應用日語學系,學士班(日間),1,0,1
107,1,私立,一般大學,1049,開南大學,02323004,應用華語學系,學士班(日間),12,4,8
107,1,私立,一般大學,1049,開南大學,04131016,國際企業學系,學士班(日間),1,0,1
107,1,私立,一般大學,1049,開南大學,04131031,商學院國際榮譽學士學位學程,學士班(日間),3,1,2
107,1,私立,一般大學,1049,開南大學,09191026,健康產業管理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1049,開南大學,09199038,養生與健康行銷學系,學士班(日間),1,1,0
107,1,私立,一般大學,1049,開南大學,10411059,交通運輸學系,學士班(日間),1,1,0
107,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02131001,美術系,學士班(日間),1,0,1
107,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10111038,生活服務產業系,學士班(日間),1,0,1
107,1,私立,技專校院,1052,遠東科技大學,02122004,多媒體與遊戲發展管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1052,遠東科技大學,04132011,行銷與流通管理系,學士班(日間),19,8,11
107,1,私立,技專校院,1052,遠東科技大學,06121020,資訊工程系,學士班(日間),1,1,0
107,1,私立,技專校院,1052,遠東科技大學,06131015,資訊管理系,學士班(日間),5,3,2
107,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141027,醫學檢驗生物技術系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,02112005,視覺傳達設計系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,02311001,應用外語系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,04111011,理財與稅務規劃系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,04121009,財務金融系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,04131007,企業管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,04141008,國際貿易系,學士班(日間),1,1,0
107,1,私立,技專校院,1054,景文科技大學,05299028,環境科技與物業管理系,學士班(日間),1,1,0
107,1,私立,技專校院,1054,景文科技大學,06131030,行動商務與多媒體應用系,學士班(日間),1,1,0
107,1,私立,技專校院,1054,景文科技大學,10131019,旅館管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1054,景文科技大學,10151023,旅遊管理系,學士班(進修),1,0,1
107,1,私立,技專校院,1055,中華醫事科技大學,04133002,醫務暨健康事業管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1055,中華醫事科技大學,05121004,生物科技系,學士班(日間),1,0,1
107,1,私立,技專校院,1055,中華醫事科技大學,05191017,食品營養系,學士班(日間),4,1,3
107,1,私立,技專校院,1055,中華醫事科技大學,07121009,環境與安全衛生工程系,學士班(日間),1,0,1
107,1,私立,技專校院,1055,中華醫事科技大學,09141021,醫學檢驗生物技術系,學士班(日間),1,1,0
107,1,私立,技專校院,1055,中華醫事科技大學,09141022,視光系,學士班(日間),2,2,0
107,1,私立,技專校院,1055,中華醫事科技大學,09199019,長期照顧經營管理系,學士班(日間),24,7,17
107,1,私立,技專校院,1055,中華醫事科技大學,09221024,幼兒保育系,學士班(日間),1,1,0
107,1,私立,技專校院,1055,中華醫事科技大學,10121027,化妝品應用與管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1055,中華醫事科技大學,10152026,運動健康與休閒系,學士班(日間),1,1,0
107,1,私立,技專校院,1057,德明財經科技大學,04143013,行銷管理系,學士班(日間),1,1,0
107,1,私立,一般大學,1058,明道學校財團法人明道大學,02311006,應用日語學系,學士班(日間),2,1,1
107,1,私立,一般大學,1058,明道學校財團法人明道大學,02322003,中國文學學系,學士班(日間),1,1,0
107,1,私立,一般大學,1058,明道學校財團法人明道大學,08111037,精緻農業學系,學士班(日間),1,1,0
107,1,私立,一般大學,1058,明道學校財團法人明道大學,10131039,餐旅管理學系,學士班(日間),1,1,0
107,1,私立,技專校院,1061,中華學校財團法人中華科技大學,07191024,工業工程與管理系,學士班(日間),2,2,0
107,1,私立,技專校院,1062,僑光科技大學,10131025,旅館與會展管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,02311005,應用日語系,學士班(日間),2,1,1
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,04143022,行銷與流通管理系,學士班(日間),5,0,5
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,06132026,多媒體與遊戲設計系,學士班(日間),1,1,0
107,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10152030,休閒運動管理系,學士班(日間),1,0,1
107,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,04131009,企業管理學系,學士班(日間),1,1,0
107,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131030,餐旅管理學系,學士班(日間),1,0,1
107,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131034,飯店管理學系,學士班(日間),2,2,0
107,1,私立,技專校院,1069,修平學校財團法人修平科技大學,06121018,資訊網路技術系,學士班(日間),1,1,0
107,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,09131004,護理系,學士班(日間),2,1,1
107,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,09131006,呼吸照護系,學士班(日間),1,1,0
107,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,09221008,幼兒保育系,學士班(日間),2,0,2
107,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,07191022,工業工程與管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02112004,數位設計系,學士班(日間),1,1,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02123005,商業設計系,學士班(日間),1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02311002,應用英語系,學士班(日間),1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,03211007,資訊傳播系,學士班(日間),2,0,2
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04111018,理財經營管理系,學士班(日間),1,1,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04141015,國際商務系,學士班(日間),1,1,0
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04191008,時尚產業經營管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04199011,企業管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,06134023,資訊科技應用系,學士班(日間),1,0,1
107,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系,學士班(日間),2,1,1
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,01131002,外語教學系,學士班(日間),2,1,1
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),18,6,12
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(進修),8,0,8
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,學士班(日間),9,3,6
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(日間),14,1,13
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(進修),4,1,3
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文系,學士班(日間),14,2,12
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文系,學士班(進修),1,0,1
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文系,學士班(日間),5,1,4
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文系,學士班(進修),1,0,1
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02312013,翻譯系,學士班(日間),22,3,19
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02323004,應用華語文系,學士班(日間),13,3,10
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務系,學士班(日間),7,0,7
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03211018,傳播藝術系,學士班(日間),19,2,17
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,04131020,國際企業管理系,學士班(日間),7,4,3
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,04131020,國際企業管理系,學士班(進修),1,0,1
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,06134024,數位內容應用與管理系,學士班(日間),3,0,3
107,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,10151025,國際觀光與會展學士學位學程,學士班(進修),1,0,1
107,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131009,資訊管理系,學士班(進修),1,0,1
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,02311010,應用英語系,學士班(日間),1,0,1
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,02311010,應用英語系,學士班(進修),2,2,0
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,04111013,會計資訊系,學士班(進修),2,0,2
107,1,私立,技專校院,1078,致理學校財團法人致理科技大學,04199020,商務科技管理系,學士班(日間),1,0,1
107,1,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02112004,視覺傳達設計系,學士班(日間),1,0,1
107,1,私立,一般大學,1176,稻江科技暨管理學院,09231048,社會工作學系,學士班(日間),1,0,1
107,1,私立,技專校院,1183,黎明技術學院,06132010,數位多媒體系,學士班(日間),1,0,1
107,1,公立,一般大學,3002,臺北市立大學,01111001,教育學系,學士班(日間),7,0,7
107,1,公立,一般大學,3002,臺北市立大學,01113029,特殊教育學系,學士班(日間),1,0,1
107,1,公立,一般大學,3002,臺北市立大學,01116036,學習與媒材設計學系,學士班(日間),1,0,1
107,1,公立,一般大學,3002,臺北市立大學,01121027,幼兒教育學系,學士班(日間),11,1,10
107,1,公立,一般大學,3002,臺北市立大學,01131017,英語教學系,學士班(日間),2,0,2
107,1,公立,一般大學,3002,臺北市立大學,01141025,體育學系,學士班(日間),2,2,0
107,1,公立,一般大學,3002,臺北市立大學,02111040,視覺藝術學系,學士班(日間),1,1,0
107,1,公立,一般大學,3002,臺北市立大學,02221019,歷史與地理學系,學士班(日間),5,4,1
107,1,公立,一般大學,3002,臺北市立大學,02322043,中國語文學系,學士班(日間),10,0,10
107,1,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,學士班(日間),1,0,1
107,1,公立,一般大學,3002,臺北市立大學,05211023,地球環境暨生物資源學系,學士班(日間),1,1,0
107,1,公立,一般大學,3002,臺北市立大學,05399011,應用物理暨化學系,學士班(日間),5,2,3
107,1,公立,一般大學,3002,臺北市立大學,09191059,衛生福利學系,學士班(日間),1,0,1
107,1,公立,一般大學,3002,臺北市立大學,10141060,球類運動學系,學士班(日間),8,6,2
107,1,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,學士班(日間),10,4,6
107,1,公立,一般大學,3002,臺北市立大學,10141063,水上運動學系,學士班(日間),9,7,2
107,1,公立,一般大學,3002,臺北市立大學,10141064,技擊運動學系,學士班(日間),1,1,0
107,1,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,學士班(日間),5,0,5
107,1,公立,一般大學,3002,臺北市立大學,10152052,運動健康科學系,學士班(日間),3,1,2
107,2,公立,一般大學,0001,國立政治大學,01111001,教育學系,學士班(日間),58,22,36
107,2,公立,一般大學,0001,國立政治大學,02221020,歷史學系,學士班(日間),46,22,24
107,2,公立,一般大學,0001,國立政治大學,02222031,民族學系,學士班(日間),59,22,37
107,2,公立,一般大學,0001,國立政治大學,02231022,哲學系,學士班(日間),50,22,28
107,2,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,學士班(日間),46,12,34
107,2,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,學士班(日間),34,11,23
107,2,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,學士班(日間),55,20,35
107,2,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,學士班(日間),21,4,17
107,2,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,學士班(日間),23,8,15
107,2,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,學士班(日間),64,12,52
107,2,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,學士班(日間),39,14,25
107,2,公立,一般大學,0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,學士班(日間),5,3,2
107,2,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),86,22,64
107,2,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),62,22,40
107,2,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),52,24,28
107,2,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),53,20,33
107,2,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),26,13,13
107,2,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),46,22,24
107,2,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),61,27,34
107,2,公立,一般大學,0001,國立政治大學,03211056,傳播學院大一大二不分系,學士班(日間),93,16,77
107,2,公立,一般大學,0001,國立政治大學,03213052,廣播電視學系,學士班(日間),33,9,24
107,2,公立,一般大學,0001,國立政治大學,03214051,新聞學系,學士班(日間),16,7,9
107,2,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),56,26,30
107,2,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),26,14,12
107,2,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),30,17,13
107,2,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),50,16,34
107,2,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),26,12,14
107,2,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),75,26,49
107,2,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),28,4,24
107,2,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),49,8,41
107,2,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),51,14,37
107,2,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),61,33,28
107,2,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),11,9,2
107,2,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),16,8,8
107,2,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),52,23,29
107,2,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),35,22,13
107,2,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),3,2,1
107,2,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),6,1,5
107,2,公立,一般大學,0002,國立清華大學,01131084,教育與學習科技學系,學士班(日間),11,3,8
107,2,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),4,1,3
107,2,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),1,0,1
107,2,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),1,1,0
107,2,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),10,4,6
107,2,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),21,3,18
107,2,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),17,5,12
107,2,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,學士班(日間),3,1,2
107,2,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),30,18,12
107,2,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),3,0,3
107,2,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),4,2,2
107,2,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),3,1,2
107,2,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),4,3,1
107,2,公立,一般大學,0002,國立清華大學,05199032,生命科學院學士班,學士班(日間),2,2,0
107,2,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),4,1,3
107,2,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),3,3,0
107,2,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),6,6,0
107,2,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),11,7,4
107,2,公立,一般大學,0002,國立清華大學,05411092,應用數學系,學士班(日間),2,1,1
107,2,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),4,0,4
107,2,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),4,3,1
107,2,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,學士班(日間),1,1,0
107,2,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),4,1,3
107,2,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),4,4,0
107,2,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,學士班(日間),2,0,2
107,2,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,學士班(日間),22,9,13
107,2,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),58,26,32
107,2,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),32,12,20
107,2,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),25,14,11
107,2,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),69,23,46
107,2,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,學士班(日間),39,6,33
107,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),42,11,31
