學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,合作學校國家(地區)別,合作學校國家(地區)區域別,雙聯合作案件數
106,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),瑞士聯邦,歐洲,1
106,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(進修),瑞士聯邦,歐洲,1
106,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系餐飲產業創新碩士班,碩士班(日間),瑞士聯邦,歐洲,1
106,2,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,學士班(日間),法國,歐洲,1
106,2,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,碩士班(日間),英國,歐洲,1
106,2,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),馬來西亞,東協,4
106,2,私立,技專校院,1018,朝陽科技大學,04111007,會計系,碩士班(日間),英國,歐洲,1
106,2,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),越南社會主義共和國,東協,2
106,2,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,碩士班(日間),英國,歐洲,1
106,2,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(日間),越南社會主義共和國,東協,1
106,2,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1018,朝陽科技大學,06132023,資訊與通訊系,碩士班(日間),德意志聯邦共和國,歐洲,1
106,2,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),越南社會主義共和國,東協,1
106,2,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
106,2,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,博士班,法國,歐洲,1
106,2,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,博士班,瑞典王國,歐洲,1
106,2,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,博士班,美國,北美洲,1
106,2,私立,一般大學,1019,高雄醫學大學,09121018,臨床醫學研究所,博士班,瑞典王國,歐洲,1
106,2,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,博士班,匈牙利共和國,歐洲,1
106,2,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,博士班,瑞典王國,歐洲,1
106,2,私立,一般大學,1020,南華大學,02311008,外國語文學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1020,南華大學,04121031,財務金融學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1020,南華大學,04131029,企業管理學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1020,南華大學,04191028,電子商務管理學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1021,真理大學,02311009,應用日語學系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1022,大同大學,04131007,事業經營學系,碩士班(日間),德意志聯邦共和國,歐洲,1
106,2,私立,一般大學,1022,大同大學,04131007,事業經營學系,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1022,大同大學,06131006,資訊經營學系,碩士班(日間),德意志聯邦共和國,歐洲,1
106,2,私立,一般大學,1022,大同大學,07112016,材料工程學系,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1022,大同大學,07193018,生物工程學系,碩士班(日間),美國,北美洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,碩士班(日間),英國,歐洲,2
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),奧地利共和國,歐洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),法國,歐洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系人力資源管理碩士班,碩士班(日間),法國,歐洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131030,商管專業學院碩士班,碩士班(日間),奧地利共和國,歐洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131030,商管專業學院碩士班,碩士班(日間),法國,歐洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04132024,行銷與流通管理系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199060,工業管理與資訊系工業管理碩士班,碩士班(日間),美國,北美洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,05121035,生物科技系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07111048,化學工程與材料工程系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,碩士班(日間),日本,其他亞洲地區,2
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,碩士班(日間),美國,北美洲,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141042,光電工程系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,04133003,醫務管理系,碩士班(日間),美國,北美洲,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05191015,保健營養系,碩士班(日間),泰國,東協,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),菲律賓共和國,東協,2
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),泰國,東協,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),越南社會主義共和國,東協,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06134007,應用空間資訊系,碩士班(日間),菲律賓共和國,東協,1
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),菲律賓共和國,東協,2
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),泰國,東協,5
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10121024,化粧品應用與管理系化粧品科技碩士班,碩士班(日間),泰國,東協,2
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10221011,職業安全衛生系產業安全衛生與防災碩士班,碩士班(日間),菲律賓共和國,東協,2
106,2,私立,技專校院,1026,樹德科技大學,04121026,金融管理系,學士班(日間),烏克蘭,其他亞洲地區,1
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09121019,醫學科學研究所,博士班,泰國,東協,1
106,2,私立,一般大學,1028,臺北醫學大學,,不分系所,不分學制,以色列,其他亞洲地區,1
106,2,私立,一般大學,1028,臺北醫學大學,05121016,醫學科學研究所,博士班,法國,歐洲,1
106,2,私立,一般大學,1028,臺北醫學大學,05121016,醫學科學研究所,博士班,加拿大,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,05191032,保健營養學系,碩士班(日間),英國,歐洲,1
106,2,私立,一般大學,1028,臺北醫學大學,05191032,保健營養學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,05191032,保健營養學系,碩士班(日間),美國,北美洲,2
106,2,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),泰國,東協,1
106,2,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),法國,歐洲,1
106,2,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),英國,歐洲,1
106,2,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,博士班,法國,歐洲,1
106,2,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,07193010,奈米醫學工程研究所,博士班,美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,碩士班(日間),泰國,東協,2
106,2,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,博士班,泰國,東協,2
106,2,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,博士班,日本,其他亞洲地區,1
106,2,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,博士班,丹麥王國,歐洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09141041,醫學檢驗暨生物技術學系,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09141042,醫學資訊研究所,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09141042,醫學資訊研究所,碩士在職專班,美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09161024,藥學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09161026,生藥學研究所,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1028,臺北醫學大學,09199035,呼吸治療學系,碩士班(日間),美國,北美洲,1
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07151016,機械工程系,學士班(日間),菲律賓共和國,東協,1
106,2,私立,一般大學,1033,長榮大學,,不分系所,不分學制,瑞士聯邦,歐洲,1
106,2,私立,一般大學,1033,長榮大學,04111024,會計資訊學系,學士班(日間),馬來西亞,東協,1
106,2,私立,一般大學,1033,長榮大學,04121030,財務金融學系,學士班(日間),馬來西亞,東協,1
106,2,私立,一般大學,1033,長榮大學,04131025,企業管理學系,學士班(日間),馬來西亞,東協,1
106,2,私立,一般大學,1033,長榮大學,04131026,經營管理研究所,碩士班(日間),澳大利亞,其他亞洲地區,1
106,2,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),澳大利亞,其他亞洲地區,1
106,2,私立,一般大學,1033,長榮大學,06131037,資訊管理學系,學士班(日間),馬來西亞,東協,1
106,2,私立,一般大學,1033,長榮大學,06131037,資訊管理學系,學士班(日間),澳大利亞,其他亞洲地區,1
106,2,私立,一般大學,1033,長榮大學,06131039,資訊工程學系,學士班(日間),馬來西亞,東協,1
106,2,私立,一般大學,1033,長榮大學,06131039,資訊工程學系,學士班(日間),澳大利亞,其他亞洲地區,1
106,2,私立,一般大學,1033,長榮大學,07141041,科技工程與管理學系,學士班(日間),澳大利亞,其他亞洲地區,1
106,2,私立,一般大學,1033,長榮大學,10151057,觀光與餐飲管理學系,學士班(日間),瑞士聯邦,歐洲,1
106,2,私立,技專校院,1034,弘光科技大學,02311002,應用英語系,學士班(日間),英國,歐洲,3
106,2,私立,一般大學,1035,中國醫藥大學,05121043,生物科技學系,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1035,中國醫藥大學,09121002,癌症生物學研究所,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1035,中國醫藥大學,09121006,基礎醫學研究所,碩士班(日間),美國,北美洲,2
106,2,私立,一般大學,1035,中國醫藥大學,09121014,中醫學系,學士班(日間),美國,北美洲,2
106,2,私立,一般大學,1035,中國醫藥大學,09141017,醫學檢驗生物技術學系,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1035,中國醫藥大學,09191026,公共衛生學系,碩士班(日間),美國,北美洲,2
106,2,私立,技專校院,1040,建國科技大學,10151025,觀光系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1046,中國科技大學,02311001,應用英語系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1046,中國科技大學,04131010,企業管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1046,中國科技大學,04132017,行銷與流通管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1046,中國科技大學,04141014,國際商務系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1046,中國科技大學,06131019,資訊管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1046,中國科技大學,10151028,觀光與休閒事業管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1047,中臺科技大學,04131003,國際企業系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1048,亞洲大學,02112006,視覺傳達設計學系,學士班(日間),馬來西亞,東協,1
106,2,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,學士班(日間),英國,歐洲,1
106,2,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),蒙古國,其他亞洲地區,1
106,2,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),越南社會主義共和國,東協,1
106,2,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),蒙古國,其他亞洲地區,2
106,2,私立,一般大學,1048,亞洲大學,10151049,休閒與遊憩管理學系,學士班(日間),瑞士聯邦,歐洲,1
106,2,私立,一般大學,1049,開南大學,02311006,應用英語學系,碩士班(日間),美國,北美洲,1
106,2,私立,一般大學,1049,開南大學,02311008,應用日語學系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1049,開南大學,04121021,財務金融學系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1049,開南大學,04131017,企業與創業管理學系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1049,開南大學,04131027,創新與專案管理研究所,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1049,開南大學,06121032,資訊管理學系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1049,開南大學,10412050,物流與航運管理學系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1049,開南大學,10413046,空運管理學系,碩士班(日間),日本,其他亞洲地區,1
106,2,私立,一般大學,1050,佛光大學,02123018,產品與媒體設計學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,02211010,佛教學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
106,2,私立,一般大學,1050,佛光大學,02211010,佛教學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,02311007,外國語文學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,03131024,心理學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,03141022,社會學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,03211028,傳播學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,04131030,管理學系,學士班(日間),美國,北美洲,1
106,2,私立,一般大學,1050,佛光大學,06134032,資訊應用學系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112012,視覺傳達設計系,學士班(日間),蒙古國,其他亞洲地區,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112012,視覺傳達設計系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112013,多媒體動畫系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02122010,時尚設計系,學士班(日間),蒙古國,其他亞洲地區,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02122010,時尚設計系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02124015,室內設計系,學士班(日間),蒙古國,其他亞洲地區,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02125042,服飾設計管理系,學士班(日間),蒙古國,其他亞洲地區,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02125042,服飾設計管理系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02131001,美術系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02311009,應用英語系,學士班(日間),英國,歐洲,2
106,2,私立,技專校院,1054,景文科技大學,02112005,視覺傳達設計系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1054,景文科技大學,02311001,應用外語系,學士班(日間),紐西蘭,其他亞洲地區,1
106,2,私立,技專校院,1054,景文科技大學,02311001,應用外語系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1054,景文科技大學,04131007,企業管理系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1054,景文科技大學,10131019,旅館管理系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1054,景文科技大學,10131019,旅館管理系,學士班(進修),英國,歐洲,1
106,2,私立,技專校院,1054,景文科技大學,10131020,餐飲管理系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1054,景文科技大學,10151023,旅遊管理系,學士班(日間),英國,歐洲,1
106,2,私立,技專校院,1057,德明財經科技大學,02112002,多媒體設計系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,02311001,應用外語系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04111003,會計資訊系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04121008,財務金融系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04122012,財政稅務系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04123011,保險金融管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04131006,企業管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04132014,流通管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04141007,國際貿易系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04143013,行銷管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04143013,行銷管理系,碩士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04199017,不動產投資與經營學位學程,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,04199018,連鎖加盟經營管理學位學程,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,06131019,資訊科技系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1057,德明財經科技大學,06131021,資訊管理系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1060,南開科技大學,07151023,機械工程系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,04121020,財務資訊與金融系,學士班(日間),越南社會主義共和國,東協,1
106,2,私立,技專校院,1069,修平學校財團法人修平科技大學,02311004,應用日語系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,09131004,護理系,學士班(日間),澳大利亞,其他亞洲地區,1
106,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02311003,應用外語系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10151024,觀光事業系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10199029,會議展覽服務業(專業人員)學位學程,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,04191005,商務與觀光企劃系,學士班(日間),日本,其他亞洲地區,1
106,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),印度尼西亞共和國,東協,1
106,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,學士班(日間),法國,歐洲,1
106,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(日間),德意志聯邦共和國,歐洲,1
106,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131012,資訊工程系,學士班(日間),美國,北美洲,1
106,2,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易科,五專,愛爾蘭共和國,歐洲,1
106,2,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10152033,休閒事業經營系,學士班(日間),日本,其他亞洲地區,1
106,2,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,學士班(日間),美國,北美洲,1
106,2,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,學士班(日間),美國,北美洲,1
107,1,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,碩士班(日間),日本,其他亞洲地區,1
107,1,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,2
107,1,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,博士班,大韓民國(南韓),其他亞洲地區,1
107,1,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),澳大利亞,其他亞洲地區,1
107,1,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),澳大利亞,其他亞洲地區,1
107,1,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),美國,北美洲,1
107,1,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),日本,其他亞洲地區,1
107,1,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),新加坡共和國,東協,1
107,1,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),美國,北美洲,3
107,1,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),美國,北美洲,1
107,1,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),法國,歐洲,1
107,1,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),美國,北美洲,1
107,1,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),法國,歐洲,5
107,1,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),德意志聯邦共和國,歐洲,2
107,1,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),美國,北美洲,1
107,1,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),美國,北美洲,1
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,香港,港澳,2
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,大陸地區,大陸地區,11
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,以色列,其他亞洲地區,1
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,法國,歐洲,3
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,瑞士聯邦,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,德意志聯邦共和國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,加拿大,北美洲,1
107,1,公立,一般大學,0002,國立清華大學,,不分系所,不分學制,美國,北美洲,1
107,1,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,日本,其他亞洲地區,1
107,1,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),瑞典王國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,05399042,理學院學士班,學士班(日間),瑞典王國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),瑞典王國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),瑞典王國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),法國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,印度,南亞,1
107,1,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),瑞典王國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),法國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,法國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),瑞典王國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,捷克共和國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),大陸地區,大陸地區,1
107,1,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,英國,歐洲,1
107,1,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,英國,歐洲,1
107,1,公立,一般大學,0003,國立臺灣大學,,不分系所,不分學制,印度尼西亞共和國,東協,1
107,1,公立,一般大學,0003,國立臺灣大學,,不分系所,不分學制,大陸地區,大陸地區,2
107,1,公立,一般大學,0003,國立臺灣大學,,不分系所,不分學制,日本,其他亞洲地區,5
107,1,公立,一般大學,0003,國立臺灣大學,,不分系所,不分學制,大韓民國(南韓),其他亞洲地區,1
107,1,公立,一般大學,0003,國立臺灣大學,,不分系所,不分學制,美國,北美洲,3
107,1,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),荷蘭王國,歐洲,1
