學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,外籍專任教師數-教師總數,外籍專任教師數-教師總數男,外籍專任教師數-教師總數女,外籍專任教師數-教授男,外籍專任教師數-教授女,外籍專任教師數-副教授男,外籍專任教師數-副教授女,外籍專任教師數-助理教授男,外籍專任教師數-助理教授女,外籍專任教師數-講師男,外籍專任教師數-講師女,外籍專任教師數-其他教師男,外籍專任教師數-其他教師女
106,公立,技專校院,0024,國立屏東科技大學,99999Z08,語言中心,1,1,0,0,0,0,0,0,0,1,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,02311002,應用英語(文)系,4,3,1,1,0,2,1,0,0,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,07111048,化學工程與生物科技系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,07132068,能源與冷凍空調工程系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,07141028,電子工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,07141032,光電工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,07151043,製造科技研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,技專校院,0025,國立臺北科技大學,07321045,土木工程系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,技專校院,0026,國立高雄第一科技大學,02311001,應用英語系,3,2,1,0,0,1,0,1,0,0,1,0,0
106,公立,技專校院,0026,國立高雄第一科技大學,02311002,應用德語系,2,2,0,0,0,0,0,1,0,1,0,0,0
106,公立,技專校院,0026,國立高雄第一科技大學,02311003,應用日語系,4,2,2,0,0,1,0,1,1,0,1,0,0
106,公立,技專校院,0027,國立高雄應用科技大學,07141026,電子工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0028,國立臺北藝術大學,02111018,電影創作學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,公立,一般大學,0028,國立臺北藝術大學,02151005,音樂學系,2,2,0,1,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0028,國立臺北藝術大學,02151006,傳統音樂學系,1,0,1,0,0,0,1,0,0,0,0,0,0
106,公立,一般大學,0028,國立臺北藝術大學,02152013,舞蹈學系,3,3,0,1,0,1,0,1,0,0,0,0,0
106,公立,一般大學,0029,國立臺灣藝術大學,02132006,雕塑學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,公立,一般大學,0029,國立臺灣藝術大學,02152014,舞蹈學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0030,國立臺東大學,02131009,美術產業學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0030,國立臺東大學,02311015,英美語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,公立,一般大學,0031,國立宜蘭大學,02311001,外國語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
106,公立,一般大學,0031,國立宜蘭大學,07141013,資訊工程學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,公立,技專校院,0033,國立虎尾科技大學,02311001,應用外語系,3,2,1,0,0,0,0,2,1,0,0,0,0
106,公立,技專校院,0034,國立高雄海洋科技大學,10412023,航運管理系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,公立,一般大學,0035,國立臺南藝術大學,02111013,動畫藝術與影像美學研究所,3,3,0,2,0,1,0,0,0,0,0,0,0
106,公立,一般大學,0035,國立臺南藝術大學,02131012,造形藝術研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0035,國立臺南藝術大學,02131016,藝術創作理論研究所,1,0,1,0,1,0,0,0,0,0,0,0,0
106,公立,一般大學,0035,國立臺南藝術大學,02151001,音樂學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,公立,技專校院,0046,國立臺北護理健康大學,99999Z01,通識(教育)中心,1,1,0,0,0,0,0,0,0,1,0,0,0
106,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,3,3,0,0,0,0,0,2,0,1,0,0,0
106,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,2,2,0,0,0,1,0,1,0,0,0,0,0
106,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,公立,一般大學,0048,國立金門大學,02323001,華語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,1,0,1,0,0,0,0,0,0,0,1,0,0
106,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語(文)系,3,3,0,0,0,0,0,2,0,1,0,0,0
106,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,3,2,1,0,0,0,0,2,1,0,0,0,0
106,公立,技專校院,0050,國立臺中科技大學,99999Z08,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0
106,公立,技專校院,0051,國立臺北商業大學,02123019,商品創意經營系,1,0,1,0,0,0,1,0,0,0,0,0,0
106,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,2,2,0,0,0,1,0,1,0,0,0,0,0
106,公立,一般大學,0052,國立屏東大學,02311029,英語學系,3,3,0,0,0,0,0,1,0,2,0,0,0
106,公立,一般大學,0052,國立屏東大學,02311031,應用日語學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1001,東海大學,02151003,音樂學系,2,2,0,1,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1001,東海大學,02231010,哲學系,2,2,0,1,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1001,東海大學,02311005,外國語文學系,7,6,1,0,0,4,1,1,0,1,0,0,0
106,私立,一般大學,1001,東海大學,02311007,日本語言文化學系,7,6,1,0,0,2,0,3,1,1,0,0,0
106,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,3,1,2,0,1,1,0,0,1,0,0,0,0
106,私立,一般大學,1001,東海大學,05111028,生命科學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1001,東海大學,05311030,化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1001,東海大學,99999Z08,英語中心,12,10,2,1,0,0,0,0,0,9,2,0,0
106,私立,一般大學,1002,輔仁大學,01114047,教育領導與發展研究所,2,2,0,0,0,0,0,2,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02151034,音樂學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02211019,宗教學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02221074,歷史學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02231037,哲學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,5,2,3,0,1,1,2,1,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02311016,西班牙語文學系,2,2,0,1,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,3,2,1,0,0,1,0,1,1,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,3,3,0,0,0,1,0,2,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02311057,義大利語文學系,4,4,0,0,0,0,0,4,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,02311072,德語語文學系,2,2,0,0,0,0,0,2,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,04211020,法律學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,1,0,1,0,0,0,1,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,05191080,營養科學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,99999999,全人教育課程中心,4,4,0,0,0,1,0,2,0,1,0,0,0
106,私立,一般大學,1003,東吳大學,02151001,音樂學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,02311004,英文學系,7,5,2,2,1,1,0,0,1,2,0,0,0
106,私立,一般大學,1003,東吳大學,02311005,日本語文學系,3,2,1,0,0,0,0,0,0,2,1,0,0
106,私立,一般大學,1003,東吳大學,02311012,德國文化學系,3,2,1,0,0,1,0,1,0,0,1,0,0
106,私立,一般大學,1003,東吳大學,03111008,經濟學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,03121009,政治學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1004,中原大學,04121019,財務金融學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,05311023,化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,05331024,物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,07111037,化學工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,3,0,3,0,0,0,1,0,2,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,8,6,2,1,0,2,0,2,2,1,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,4,4,0,1,0,1,0,2,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,2,2,0,0,0,0,0,2,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,5,4,1,1,0,3,0,0,1,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,6,4,2,0,0,1,2,0,0,3,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系,4,3,1,0,0,2,0,1,1,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,1,0,1,0,1,0,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143073,日本政經研究所,2,2,0,1,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03191057,未來學研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,1,0,1,0,0,0,1,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,2,2,0,2,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,01131053,華語文教學碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,3,0,3,0,1,0,1,0,1,0,0,0,0
106,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,3,3,0,0,0,2,0,0,0,1,0,0,0
106,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,2,1,1,0,0,0,0,0,0,1,1,0,0
106,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1006,中國文化大學,03142087,地學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,4,2,2,0,0,0,0,0,1,2,1,0,0
106,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1006,中國文化大學,04143013,廣告學系,1,0,1,0,0,0,0,0,0,0,1,0,0
106,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,07312103,景觀學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,99999Z08,語文教學中心,5,4,1,0,0,0,0,0,0,4,1,0,0
106,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,2,1,1,0,0,1,1,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,04141033,行銷學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,04199Y28,國際科技與管理學院,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,07311083,建築專業學院,3,2,1,1,0,0,0,1,0,0,1,0,0
106,私立,一般大學,1007,逢甲大學,99999Z01,通識教育中心,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1007,逢甲大學,99999Z08,外語教學中心,8,8,0,0,0,0,0,2,0,6,0,0,0
106,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,2,1,1,0,1,1,0,0,0,0,0,0,0
106,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,4,4,0,0,0,2,0,1,0,1,0,0,0
106,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,5,4,1,0,0,0,1,3,0,1,0,0,0
106,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1008,靜宜大學,99999Z08,外語教學中心,7,6,1,0,0,0,0,0,0,6,1,0,0
106,私立,一般大學,1009,長庚大學,02122001,工業設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,05121012,生物醫學系,3,3,0,2,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,07141016,電子工程學系,2,2,0,2,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,07193023,醫療機電工程研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,09121029,臨床醫學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,2,2,0,1,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,09171031,中醫學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1009,長庚大學,99999Z01,通識教育中心,4,3,1,0,0,1,0,1,1,1,0,0,0
106,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,1,0,1,0,0,0,1,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,02311007,應用外語學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,02322004,中國語文學系,1,0,1,0,1,0,0,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,04199018,管理學院,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,06131011,資訊管理學系,1,0,1,0,0,0,1,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,07141034,光電工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,99999Z08,國際語言文化中心,4,3,1,0,0,0,0,0,0,3,1,0,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,3,2,1,0,0,1,0,1,0,0,1,0,0
106,私立,一般大學,1012,大葉大學,02111002,造形藝術學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,02123012,工業設計學系,2,2,0,1,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,02299009,外語服務產業碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1012,大葉大學,02311004,英語學系,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1012,大葉大學,02311006,應用日語學系,3,3,0,1,0,1,0,1,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,02311007,歐洲語文學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1012,大葉大學,99999Z08,國際語言中心,5,4,1,0,0,0,0,0,0,4,1,0,0
106,私立,一般大學,1013,華梵大學,02311004,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1013,華梵大學,03143009,東方人文思想研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,02311002,應用英語學系,4,4,0,0,0,0,0,3,0,1,0,0,0
106,私立,一般大學,1014,義守大學,02311003,應用日語學系,3,2,1,0,0,1,0,0,0,1,1,0,0
106,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,4,4,0,0,0,2,0,2,0,0,0,0,0
106,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,5,2,3,0,0,0,1,2,2,0,0,0,0
106,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,4,1,3,0,0,0,0,1,3,0,0,0,0
106,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,3,2,1,0,0,0,0,2,1,0,0,0,0
106,私立,一般大學,1015,世新大學,02311002,英語學系,2,1,1,0,1,1,0,0,0,0,0,0,0
106,私立,一般大學,1015,世新大學,02311003,日本語文學系,3,1,2,0,0,0,0,0,2,1,0,0,0
106,私立,一般大學,1015,世新大學,99999Z08,外語教學中心,8,8,0,0,0,0,0,0,0,8,0,0,0
106,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,3,0,3,0,0,0,1,0,2,0,0,0,0
106,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,6,4,2,0,0,1,1,2,1,1,0,0,0
106,私立,一般大學,1016,銘傳大學,03212063,新聞與大眾傳播學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,2,2,0,0,0,0,0,2,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,04199027,時尚創意管理學士學位學程,1,1,0,0,0,0,0,0,0,1,0,0,0
106,私立,一般大學,1016,銘傳大學,99999Z08,英語教學中心,16,15,1,0,0,0,0,4,1,11,0,0,0
106,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,2,2,0,0,0,0,0,2,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,02125053,服飾設計與經營學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1017,實踐大學,02311004,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,02311005,應用英語學系,5,3,2,0,0,0,0,2,2,1,0,0,0
106,私立,一般大學,1017,實踐大學,02311006,應用日文學系,5,3,2,0,0,0,0,3,2,0,0,0,0
106,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,07311041,建築設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1017,實踐大學,99999Z01,博雅學部,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,2,2,0,0,0,0,0,0,0,2,0,0,0
106,私立,技專校院,1018,朝陽科技大學,04111007,會計系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,05311017,應用化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,07121027,環境工程與管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,99999Z08,語言中心,1,0,1,0,0,0,0,0,0,0,1,0,0
106,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,05123016,生物醫學暨環境生物學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,1,0,1,0,0,0,0,0,1,0,0,0,0
106,私立,一般大學,1020,南華大學,02151003,民族音樂學系,1,1,0,1,0,0,0,0,0,0,0,0,0
106,私立,一般大學,1020,南華大學,02311008,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,1,1,0,0,0,0,0,1,0,0,0,0,0
106,私立,一般大學,1021,真理大學,02311006,英美語文學系,2,2,0,0,0,0,0,1,0,1,0,0,0
