,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,畢業生總人數,男,女
,104,私立,技專校院,1054,景文科技大學,520103,電子工程系,學士班(進修),9,9,0
,104,私立,技專校院,1054,景文科技大學,520103,電子工程系電腦與通訊碩士班,碩士班(日間),5,4,1
,104,私立,技專校院,1054,景文科技大學,520103,電子工程系電腦與通訊碩士在職專班,碩士在職專班,8,8,0
,104,私立,技專校院,1054,景文科技大學,520114,資訊工程系,學士班(日間),43,37,6
,104,私立,技專校院,1054,景文科技大學,520114,資訊工程系,學士班(進修),7,7,0
,104,私立,技專校院,1054,景文科技大學,810101,旅館管理系,學士班(日間),70,17,53
,104,私立,技專校院,1054,景文科技大學,810101,旅館管理系_香港二技專班,學士班(日間),2,2,0
,104,私立,技專校院,1054,景文科技大學,810101,旅館管理系,學士班(進修),83,27,56
,104,私立,技專校院,1054,景文科技大學,810103,餐飲管理系,學士班(日間),90,43,47
,104,私立,技專校院,1054,景文科技大學,810103,餐飲管理學系_香港二技專班,學士班(日間),1,1,0
,104,私立,技專校院,1054,景文科技大學,810103,餐飲管理系,學士班(進修),98,39,59
,104,私立,技專校院,1054,景文科技大學,810214,旅遊管理系,學士班(日間),112,28,84
,104,私立,技專校院,1054,景文科技大學,810214,旅遊管理系_香港二技專班,學士班(日間),1,1,0
,104,私立,技專校院,1054,景文科技大學,810214,旅遊管理系,學士班(進修),111,51,60
,104,私立,技專校院,1054,景文科技大學,810214,旅遊管理系觀光與餐旅管理碩士班,碩士班(日間),9,2,7
,104,私立,技專校院,1054,景文科技大學,810214,旅遊管理系觀光與餐旅管理碩士在職專班,碩士在職專班,17,7,10
,104,私立,技專校院,1054,景文科技大學,819977,餐飲管理系_餐飲管理產學專班,學士班(日間),2,2,0
,104,私立,技專校院,1054,景文科技大學,850109,環境與物業管理系,學士班(日間),33,14,19
,104,私立,技專校院,1054,景文科技大學,850109,環境與物業管理系,碩士在職專班,6,2,4
,104,私立,技專校院,1055,中華醫事科技大學,340909,醫務暨健康事業管理系,學士班(日間),55,10,45
,104,私立,技專校院,1055,中華醫事科技大學,340909,醫務暨健康事業管理系,學士班(進修),9,3,6
,104,私立,技專校院,1055,中華醫事科技大學,420302,生物科技系,學士班(日間),73,36,37
,104,私立,技專校院,1055,中華醫事科技大學,420503,生物醫學研究所,碩士班(日間),4,2,2
,104,私立,技專校院,1055,中華醫事科技大學,480109,資訊管理系,學士班(日間),83,58,25
,104,私立,技專校院,1055,中華醫事科技大學,480109,資訊管理系,學士班(進修),28,20,8
,104,私立,技專校院,1055,中華醫事科技大學,520905,環境與安全衛生工程系,學士班(日間),62,54,8
,104,私立,技專校院,1055,中華醫事科技大學,520905,環境與安全衛生工程系,學士班(進修),15,11,4
,104,私立,技專校院,1055,中華醫事科技大學,720209,職業安全衛生系,學士班(日間),41,29,12
,104,私立,技專校院,1055,中華醫事科技大學,720209,職業安全衛生系,學士班(進修),19,13,6
,104,私立,技專校院,1055,中華醫事科技大學,720209,職業安全衛生系,碩士班(日間),4,3,1
,104,私立,技專校院,1055,中華醫事科技大學,720327,製劑製造工程系,學士班(日間),35,26,9
,104,私立,技專校院,1055,中華醫事科技大學,720412,調理保健技術科,二專(日間),40,23,17
,104,私立,技專校院,1055,中華醫事科技大學,720501,食品營養科,五專,50,15,35
,104,私立,技專校院,1055,中華醫事科技大學,720501,食品營養系,學士班(日間),195,56,139
,104,私立,技專校院,1055,中華醫事科技大學,720501,食品營養系,學士班(進修),45,13,32
,104,私立,技專校院,1055,中華醫事科技大學,720601,護理科,五專,227,9,218
,104,私立,技專校院,1055,中華醫事科技大學,720601,護理系,學士班(日間),271,23,248
,104,私立,技專校院,1055,中華醫事科技大學,720601,護理系,學士班(進修),169,23,146
,104,私立,技專校院,1055,中華醫事科技大學,720620,長期照顧系,學士班(日間),18,1,17
,104,私立,技專校院,1055,中華醫事科技大學,720620,長期照顧系,學士班(進修),17,1,16
,104,私立,技專校院,1055,中華醫事科技大學,720708,醫學檢驗生物技術科,五專,77,24,53
,104,私立,技專校院,1055,中華醫事科技大學,720708,醫學檢驗生物技術系,學士班(日間),108,44,64
,104,私立,技專校院,1055,中華醫事科技大學,720708,醫學檢驗生物技術系,碩士班(日間),2,1,1
,104,私立,技專校院,1055,中華醫事科技大學,720713,視光系,學士班(日間),57,29,28
,104,私立,技專校院,1055,中華醫事科技大學,720713,視光系,學士班(進修),47,23,24
,104,私立,技專校院,1055,中華醫事科技大學,760401,幼兒保育系,學士班(日間),42,2,40
,104,私立,技專校院,1055,中華醫事科技大學,760401,幼兒保育系,學士班(進修),36,3,33
,104,私立,技專校院,1055,中華醫事科技大學,810102,餐旅管理系,學士班(日間),134,52,82
,104,私立,技專校院,1055,中華醫事科技大學,810102,餐旅管理系,學士班(進修),63,35,28
,104,私立,技專校院,1055,中華醫事科技大學,810502,運動健康與休閒系,學士班(日間),57,35,22
,104,私立,技專校院,1055,中華醫事科技大學,810502,運動健康與休閒系,學士班(進修),34,23,11
,104,私立,技專校院,1055,中華醫事科技大學,810802,化妝品應用與管理科,二專(日間),1,0,1
,104,私立,技專校院,1055,中華醫事科技大學,810802,化妝品應用與管理系,學士班(日間),82,4,78
,104,私立,技專校院,1055,中華醫事科技大學,810802,化妝品應用與管理系,學士班(進修),27,6,21
,104,私立,技專校院,1056,東南科技大學,220312,應用英語系,學士班(日間),51,24,27
,104,私立,技專校院,1056,東南科技大學,230203,數位媒體設計系,學士班(日間),81,27,54
,104,私立,技專校院,1056,東南科技大學,230317,創意產品設計系,學士班(日間),24,14,10
,104,私立,技專校院,1056,東南科技大學,230401,室內設計系,學士班(日間),73,35,38
,104,私立,技專校院,1056,東南科技大學,340301,企業管理系,學士班(日間),104,54,50
,104,私立,技專校院,1056,東南科技大學,340301,企業管理系,學士班(進修),8,4,4
,104,私立,技專校院,1056,東南科技大學,340802,行銷與流通管理系,學士班(日間),17,11,6
,104,私立,技專校院,1056,東南科技大學,349906,工業管理系,學士班(日間),43,39,4
,104,私立,技專校院,1056,東南科技大學,349906,工業管理系,碩士班(日間),9,6,3
,104,私立,技專校院,1056,東南科技大學,480101,資訊科技系,學士班(日間),62,58,4
,104,私立,技專校院,1056,東南科技大學,480109,資訊管理系,學士班(日間),98,75,23
,104,私立,技專校院,1056,東南科技大學,480109,資訊管理系,學士班(進修),16,11,5
,104,私立,技專校院,1056,東南科技大學,520101,電機工程系,學士班(日間),23,22,1
,104,私立,技專校院,1056,東南科技大學,520101,電機工程系_雙軌訓練旗艦計畫,學士班(日間),14,13,1
,104,私立,技專校院,1056,東南科技大學,520101,電機工程系,碩士班(日間),8,8,0
,104,私立,技專校院,1056,東南科技大學,520103,電子工程系,學士班(日間),65,62,3
,104,私立,技專校院,1056,東南科技大學,520201,機械工程系,學士班(日間),90,87,3
,104,私立,技專校院,1056,東南科技大學,520201,機械工程系,學士班(進修),18,17,1
,104,私立,技專校院,1056,東南科技大學,520201,機械工程系,碩士班(日間),9,8,1
,104,私立,技專校院,1056,東南科技大學,520201,機械工程系,碩士在職專班,13,13,0
,104,私立,技專校院,1056,東南科技大學,520221,機電科技學系,學士班(日間),1,1,0
,104,私立,技專校院,1056,東南科技大學,520328,營建與空間設計系,學士班(日間),58,39,19
,104,私立,技專校院,1056,東南科技大學,520328,營建與空間設計系,學士班(進修),10,7,3
,104,私立,技專校院,1056,東南科技大學,520328,營建與空間設計系營建科技與防災碩士班,碩士班(日間),16,13,3
,104,私立,技專校院,1056,東南科技大學,520328,營建與空間設計系營建科技與防災碩士在職專班,碩士在職專班,16,14,2
,104,私立,技專校院,1056,東南科技大學,520601,工業工程管理系_雙軌訓練旗艦計畫連鎖店管理,二專(日間),13,6,7
,104,私立,技專校院,1056,東南科技大學,520601,工業工程管理系_雙軌訓練旗艦計畫工商企管高級管理,學士班(日間),14,9,5
,104,私立,技專校院,1056,東南科技大學,520901,環境工程系,學士班(日間),47,42,5
,104,私立,技專校院,1056,東南科技大學,520901,環境工程系,學士班(進修),15,8,7
,104,私立,技專校院,1056,東南科技大學,529902,能源與冷凍工程系_雙軌訓練旗艦計畫,學士班(日間),11,11,0
,104,私立,技專校院,1056,東南科技大學,529902,能源與冷凍空調工程系,學士班(日間),35,35,0
,104,私立,技專校院,1056,東南科技大學,810102,餐旅管理系,學士班(日間),130,60,70
,104,私立,技專校院,1056,東南科技大學,810102,餐旅管理系_雙軌訓練旗艦計畫,學士班(日間),7,3,4
,104,私立,技專校院,1056,東南科技大學,810102,餐旅管理系,學士班(進修),24,12,12
,104,私立,技專校院,1056,東南科技大學,810244,觀光與生態旅遊系,學士班(日間),51,30,21
,104,私立,技專校院,1056,東南科技大學,810508,休閒事業管理系,學士班(日間),191,94,97
,104,私立,技專校院,1056,東南科技大學,810508,休閒事業管理系,學士班(進修),26,12,14
,104,私立,技專校院,1057,德明財經科技大學,220303,應用外語系,學士班(日間),93,25,68
,104,私立,技專校院,1057,德明財經科技大學,220303,應用外語系,學士班(進修),37,10,27
,104,私立,技專校院,1057,德明財經科技大學,230203,多媒體設計系,學士班(日間),101,28,73
,104,私立,技專校院,1057,德明財經科技大學,230203,多媒體設計系,學士班(進修),42,13,29
,104,私立,技專校院,1057,德明財經科技大學,340201,會計資訊系,學士班(日間),152,49,103
,104,私立,技專校院,1057,德明財經科技大學,340201,會計資訊系,學士班(進修),3,3,0
,104,私立,技專校院,1057,德明財經科技大學,340301,企業管理系,學士班(日間),145,58,87
,104,私立,技專校院,1057,德明財經科技大學,340301,企業管理系,學士班(進修),108,51,57
,104,私立,技專校院,1057,德明財經科技大學,340401,國際貿易系,學士班(日間),144,24,120
,104,私立,技專校院,1057,德明財經科技大學,340401,國際貿易系_外國學生專班,學士班(日間),18,9,9
,104,私立,技專校院,1057,德明財經科技大學,340401,國際貿易系,學士班(進修),47,13,34
,104,私立,技專校院,1057,德明財經科技大學,340501,財務金融系,學士班(日間),149,54,95
,104,私立,技專校院,1057,德明財經科技大學,340501,財務金融系,學士班(進修),55,26,29
,104,私立,技專校院,1057,德明財經科技大學,340501,財務金融系理財與稅務管理碩士班,碩士班(日間),3,1,2
,104,私立,技專校院,1057,德明財經科技大學,340605,保險金融管理系,學士班(日間),104,44,60
,104,私立,技專校院,1057,德明財經科技大學,340605,保險金融管理系,學士班(進修),1,1,0
,104,私立,技專校院,1057,德明財經科技大學,340702,財政稅務系,學士班(日間),146,27,119
,104,私立,技專校院,1057,德明財經科技大學,340801,行銷管理系,學士班(日間),256,49,207
,104,私立,技專校院,1057,德明財經科技大學,340801,行銷管理系,學士班(進修),38,12,26
,104,私立,技專校院,1057,德明財經科技大學,340801,行銷管理系,碩士班(日間),9,6,3
,104,私立,技專校院,1057,德明財經科技大學,340801,行銷管理系,碩士在職專班,11,3,8
,104,私立,技專校院,1057,德明財經科技大學,340803,流通管理系,學士班(日間),96,23,73
,104,私立,技專校院,1057,德明財經科技大學,340803,流通管理系,學士班(進修),33,9,24
,104,私立,技專校院,1057,德明財經科技大學,340803,流通管理系,碩士班(日間),8,2,6
,104,私立,技專校院,1057,德明財經科技大學,349916,不動產投資與經營學位學程,學士班(日間),40,12,28
,104,私立,技專校院,1057,德明財經科技大學,349983,連鎖加盟經營管理學位學程,學士班(日間),94,24,70
,104,私立,技專校院,1057,德明財經科技大學,480101,資訊科技系,學士班(日間),73,40,33
,104,私立,技專校院,1057,德明財經科技大學,480101,資訊科技系,學士班(進修),22,19,3
,104,私立,技專校院,1057,德明財經科技大學,480109,資訊管理系,學士班(日間),99,65,34
,104,私立,技專校院,1057,德明財經科技大學,480109,資訊管理系,學士班(進修),71,49,22
,104,私立,技專校院,1057,德明財經科技大學,480109,資訊管理系,碩士在職專班,8,4,4
,104,私立,技專校院,1060,南開科技大學,220303,應用外語科,五專,37,7,30
,104,私立,技專校院,1060,南開科技大學,220303,應用外語系,學士班(日間),50,16,34
,104,私立,技專校院,1060,南開科技大學,239901,文化創意與設計系,學士班(日間),62,30,32
,104,私立,技專校院,1060,南開科技大學,239901,文化創意與設計系,學士班(進修),13,4,9
,104,私立,技專校院,1060,南開科技大學,340301,企業管理科,二專(日間),5,4,1
,104,私立,技專校院,1060,南開科技大學,340301,企業管理系,學士班(日間),34,20,14
,104,私立,技專校院,1060,南開科技大學,340301,企業管理系,學士班(進修),28,11,17
,104,私立,技專校院,1060,南開科技大學,340504,財務管理系,學士班(日間),28,11,17
,104,私立,技專校院,1060,南開科技大學,340504,財務管理系,學士班(進修),1,1,0
,104,私立,技專校院,1060,南開科技大學,340802,行銷與流通管理系,學士班(日間),39,19,20
,104,私立,技專校院,1060,南開科技大學,349906,工業管理科,五專,25,11,14
,104,私立,技專校院,1060,南開科技大學,349906,工業管理系,學士班(日間),38,31,7
,104,私立,技專校院,1060,南開科技大學,349906,工業管理系,學士班(進修),16,9,7
,104,私立,技專校院,1060,南開科技大學,480109,資訊管理系,學士班(日間),49,35,14
,104,私立,技專校院,1060,南開科技大學,480109,資訊管理系,學士班(進修),26,17,9
,104,私立,技專校院,1060,南開科技大學,480315,多媒體動畫應用系,學士班(日間),45,38,7
,104,私立,技專校院,1060,南開科技大學,480523,數位生活創意系,學士班(日間),37,19,18
,104,私立,技專校院,1060,南開科技大學,480523,數位生活創意系,學士班(進修),2,2,0
,104,私立,技專校院,1060,南開科技大學,520103,電子工程科,五專,22,21,1
,104,私立,技專校院,1060,南開科技大學,520103,電子工程系,學士班(日間),53,48,5
,104,私立,技專校院,1060,南開科技大學,520103,電子工程系,學士班(進修),5,5,0
,104,私立,技專校院,1060,南開科技大學,520103,電子工程系,碩士班(日間),6,4,2
,104,私立,技專校院,1060,南開科技大學,520103,電子工程系,碩士在職專班,6,2,4
,104,私立,技專校院,1060,南開科技大學,520121,自動化工程科,五專,23,20,3
,104,私立,技專校院,1060,南開科技大學,520121,自動化工程系,學士班(日間),63,60,3
,104,私立,技專校院,1060,南開科技大學,520121,自動化工程系,學士班(進修),17,17,0
,104,私立,技專校院,1060,南開科技大學,520173,電機與資訊技術科,五專,57,54,3
,104,私立,技專校院,1060,南開科技大學,520173,電機與資訊技術系,學士班(日間),78,76,2
,104,私立,技專校院,1060,南開科技大學,520173,電機與資訊技術系,學士班(進修),15,14,1
,104,私立,技專校院,1060,南開科技大學,520201,機械工程系,學士班(日間),94,92,2
,104,私立,技專校院,1060,南開科技大學,520201,機械工程系,學士班(進修),26,26,0
,104,私立,技專校院,1060,南開科技大學,520201,機械工程系車輛與機電產業碩士班,碩士班(日間),18,14,4
,104,私立,技專校院,1060,南開科技大學,529977,機械工程系_車輛工程專班,學士班(進修),22,22,0
,104,私立,技專校院,1060,南開科技大學,760204,福祉科技與服務管理系,學士班(日間),25,8,17
,104,私立,技專校院,1060,南開科技大學,760204,福祉科技與服務管理系,碩士班(日間),8,1,7
,104,私立,技專校院,1060,南開科技大學,760204,福祉科技與服務管理系,碩士在職專班,44,5,39
,104,私立,技專校院,1060,南開科技大學,810103,餐飲管理系,學士班(日間),58,28,30
,104,私立,技專校院,1060,南開科技大學,810103,餐飲管理系,學士班(進修),19,11,8
,104,私立,技專校院,1060,南開科技大學,810508,休閒事業管理系,學士班(日間),75,21,54
,104,私立,技專校院,1060,南開科技大學,810508,休閒事業管理系,學士班(進修),44,25,19
,104,私立,技專校院,1060,南開科技大學,810508,休閒事業管理系,碩士班(日間),10,6,4
,104,私立,技專校院,1061,中華科技大學,340301,企業管理系,學士班(日間),118,41,77
,104,私立,技專校院,1061,中華科技大學,340301,企業管理系,學士班(進修),46,17,29
,104,私立,技專校院,1061,中華科技大學,340301,企業管理系經營管理碩士班,碩士班(日間),30,14,16
,104,私立,技專校院,1061,中華科技大學,340501,財務金融系,學士班(日間),69,31,38
,104,私立,技專校院,1061,中華科技大學,340501,財務金融系,學士班(進修),21,10,11
,104,私立,技專校院,1061,中華科技大學,340824,國際商務與行銷系,學士班(日間),81,23,58
,104,私立,技專校院,1061,中華科技大學,340824,國際商務與行銷系,學士班(進修),6,5,1
,104,私立,技專校院,1061,中華科技大學,420302,生物科技系,學士班(日間),71,19,52
,104,私立,技專校院,1061,中華科技大學,420302,生物科技系,學士班(進修),35,14,21
,104,私立,技專校院,1061,中華科技大學,420302,生物科技系健康科技碩士班,碩士班(日間),10,3,7
,104,私立,技專校院,1061,中華科技大學,420302,生物科技系健康科技碩士在職專班,碩士在職專班,11,7,4
,104,私立,技專校院,1061,中華科技大學,420377,生物科技系_美容生技專班,學士班(進修),13,0,13
,104,私立,技專校院,1061,中華科技大學,480109,資訊管理系,學士班(日間),103,82,21
,104,私立,技專校院,1061,中華科技大學,480109,資訊管理系,學士班(進修),28,20,8
,104,私立,技專校院,1061,中華科技大學,489977,資訊管理系_半導體專班,學士班(進修),18,11,7
,104,私立,技專校院,1061,中華科技大學,489988,資訊管理系_資訊服務與創新應用,碩士班(日間),4,2,2
,104,私立,技專校院,1061,中華科技大學,520101,電機工程系,學士班(日間),70,69,1
,104,私立,技專校院,1061,中華科技大學,520101,電機工程系,學士班(進修),13,13,0
,104,私立,技專校院,1061,中華科技大學,520103,電子工程系,學士班(日間),52,52,0
,104,私立,技專校院,1061,中華科技大學,520103,電子工程系,學士班(進修),17,16,1
,104,私立,技專校院,1061,中華科技大學,520103,電子工程系,碩士班(日間),7,7,0
,104,私立,技專校院,1061,中華科技大學,520103,電子工程系,碩士在職專班,1,1,0
,104,私立,技專校院,1061,中華科技大學,520112,航空電子系,學士班(日間),25,24,1
,104,私立,技專校院,1061,中華科技大學,520112,航空電子系,學士班(進修),3,2,1
,104,私立,技專校院,1061,中華科技大學,520114,資訊工程系,學士班(日間),66,64,2
,104,私立,技專校院,1061,中華科技大學,520114,資訊工程系,學士班(進修),5,4,1
,104,私立,技專校院,1061,中華科技大學,520201,機械工程系,學士班(日間),81,77,4
,104,私立,技專校院,1061,中華科技大學,520201,機械工程系,學士班(進修),24,24,0
,104,私立,技專校院,1061,中華科技大學,520201,機械工程系機電光碩士班,碩士班(日間),12,12,0
,104,私立,技專校院,1061,中華科技大學,520201,機械工程系機電光碩士在職專班,碩士在職專班,1,1,0
,104,私立,技專校院,1061,中華科技大學,520208,航空機械系,學士班(日間),109,109,0
,104,私立,技專校院,1061,中華科技大學,520208,航空機械系,學士班(進修),12,10,2
,104,私立,技專校院,1061,中華科技大學,520208,航空機械系飛機系統工程碩士班,碩士班(日間),16,16,0
,104,私立,技專校院,1061,中華科技大學,520208,航空機械系飛機系統工程碩士在職專班,碩士在職專班,5,5,0
,104,私立,技專校院,1061,中華科技大學,520301,土木工程系,學士班(日間),14,9,5
,104,私立,技專校院,1061,中華科技大學,520301,土木工程系,學士班(進修),5,4,1
,104,私立,技專校院,1061,中華科技大學,520301,土木工程系土木防災與管理碩士班,碩士班(日間),29,28,1
,104,私立,技專校院,1061,中華科技大學,520301,土木工程系土木防災與管理碩士在職專班,碩士在職專班,22,19,3
,104,私立,技專校院,1061,中華科技大學,520601,工業工程與管理系,學士班(日間),74,54,20
,104,私立,技專校院,1061,中華科技大學,520601,工業工程與管理系,學士班(進修),24,19,5
,104,私立,技專校院,1061,中華科技大學,529977,航空電子系_航空電子產業專班,學士班(日間),19,19,0
,104,私立,技專校院,1061,中華科技大學,529977,航空機械系_航空維修專班,學士班(日間),38,37,1
,104,私立,技專校院,1061,中華科技大學,580101,建築系,學士班(日間),116,59,57
,104,私立,技專校院,1061,中華科技大學,580101,建築系,學士班(進修),4,3,1
,104,私立,技專校院,1061,中華科技大學,580101,建築系,碩士班(日間),5,4,1
,104,私立,技專校院,1061,中華科技大學,580101,建築系,碩士在職專班,4,4,0
,104,私立,技專校院,1061,中華科技大學,620601,食品科學系,學士班(日間),65,25,40
,104,私立,技專校院,1061,中華科技大學,620601,食品科學系,學士班(進修),1,0,1
,104,私立,技專校院,1061,中華科技大學,810103,餐飲管理系,學士班(日間),107,53,54
,104,私立,技專校院,1061,中華科技大學,810103,餐飲管理系,學士班(進修),37,18,19
,104,私立,技專校院,1061,中華科技大學,810224,觀光餐旅系,學士班(日間),57,24,33
,104,私立,技專校院,1061,中華科技大學,810224,觀光餐旅系,學士班(進修),26,13,13
,104,私立,技專校院,1061,中華科技大學,840202,航空服務管理系,學士班(日間),87,15,72
,104,私立,技專校院,1061,中華科技大學,840202,航空服務管理系航空運輸碩士班,碩士班(日間),11,2,9
,104,私立,技專校院,1061,中華科技大學,840202,航空服務管理系航空運輸碩士在職專班,碩士在職專班,13,5,8
,104,私立,技專校院,1062,僑光科技大學,220204,應用華語文系,學士班(日間),42,13,29
,104,私立,技專校院,1062,僑光科技大學,220204,應用華語文系,學士班(進修),38,16,22
,104,私立,技專校院,1062,僑光科技大學,220312,應用英語科,五專,49,7,42
,104,私立,技專校院,1062,僑光科技大學,220312,應用英語系,學士班(日間),103,25,78
,104,私立,技專校院,1062,僑光科技大學,220312,應用英語系,學士班(進修),54,17,37
,104,私立,技專校院,1062,僑光科技大學,230140,生活創意設計系,學士班(日間),40,10,30
,104,私立,技專校院,1062,僑光科技大學,340201,會計資訊系,學士班(日間),94,19,75
,104,私立,技專校院,1062,僑光科技大學,340201,會計資訊系,學士班(進修),32,9,23
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理科_雙軌旗艦連鎖店管理,二專(日間),38,21,17
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理科,二專(進修),28,18,10
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理系,學士班(日間),116,36,80
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理系_雙軌旗艦工商企管高級管理,學士班(日間),17,5,12
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理系,學士班(進修),74,20,54
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理系,碩士班(日間),10,8,2
,104,私立,技專校院,1062,僑光科技大學,340301,企業管理系,碩士在職專班,16,7,9
,104,私立,技專校院,1062,僑光科技大學,340401,國際貿易科,五專,42,7,35
,104,私立,技專校院,1062,僑光科技大學,340401,國際貿易系,學士班(日間),107,15,92
,104,私立,技專校院,1062,僑光科技大學,340401,國際貿易系,學士班(進修),48,17,31
,104,私立,技專校院,1062,僑光科技大學,340401,國際貿易系,碩士在職專班,15,4,11
,104,私立,技專校院,1062,僑光科技大學,340501,財務金融系,學士班(日間),101,25,76
,104,私立,技專校院,1062,僑光科技大學,340501,財務金融系,學士班(進修),61,17,44
,104,私立,技專校院,1062,僑光科技大學,340501,財務金融系,碩士班(日間),19,9,10
,104,私立,技專校院,1062,僑光科技大學,340603,金融與風險管理系,學士班(日間),6,5,1
,104,私立,技專校院,1062,僑光科技大學,340603,金融與風險管理系,學士班(進修),2,2,0
,104,私立,技專校院,1062,僑光科技大學,340802,行銷與流通管理科,二專(進修),38,22,16
,104,私立,技專校院,1062,僑光科技大學,340802,行銷與流通管理系,學士班(日間),105,26,79
,104,私立,技專校院,1062,僑光科技大學,340802,行銷與流通管理系,學士班(進修),85,21,64
,104,私立,技專校院,1062,僑光科技大學,380201,財經法律系,學士班(日間),110,50,60
,104,私立,技專校院,1062,僑光科技大學,380201,財經法律系,學士班(進修),48,15,33
,104,私立,技專校院,1062,僑光科技大學,480101,資訊科技系,學士班(日間),104,91,13
,104,私立,技專校院,1062,僑光科技大學,480101,資訊科技系,學士班(進修),32,28,4
,104,私立,技專校院,1062,僑光科技大學,480101,資訊科技系,碩士班(日間),2,2,0
,104,私立,技專校院,1062,僑光科技大學,480109,資訊管理科,五專,41,19,22
,104,私立,技專校院,1062,僑光科技大學,480109,資訊管理系,學士班(日間),100,69,31
,104,私立,技專校院,1062,僑光科技大學,480109,資訊管理系,學士班(進修),47,30,17
,104,私立,技專校院,1062,僑光科技大學,480309,多媒體與遊戲設計系,學士班(日間),46,24,22
,104,私立,技專校院,1062,僑光科技大學,520601,工業工程與管理系,學士班(日間),105,100,5
,104,私立,技專校院,1062,僑光科技大學,520601,工業工程與管理系,學士班(進修),35,34,1
,104,私立,技專校院,1062,僑光科技大學,810103,餐飲管理系,學士班(日間),91,35,56
,104,私立,技專校院,1062,僑光科技大學,810103,餐飲管理系,學士班(進修),95,31,64
,104,私立,技專校院,1062,僑光科技大學,810125,旅館與會展管理系,學士班(日間),47,8,39
,104,私立,技專校院,1062,僑光科技大學,810204,觀光與休閒事業管理系,學士班(日間),112,32,80
,104,私立,技專校院,1062,僑光科技大學,810204,觀光與休閒事業管理系,學士班(進修),108,29,79
,104,私立,技專校院,1063,育達科技大學,220312,應用英語系,學士班(日間),30,12,18
,104,私立,技專校院,1063,育達科技大學,220312,應用英語系,學士班(進修),7,4,3
,104,私立,技專校院,1063,育達科技大學,220321,應用日語系,學士班(日間),72,24,48
,104,私立,技專校院,1063,育達科技大學,220321,應用日語系,學士班(進修),10,5,5
,104,私立,技專校院,1063,育達科技大學,229914,華文傳播與創意系,學士班(日間),17,8,9
,104,私立,技專校院,1063,育達科技大學,230117,時尚造型設計系,學士班(日間),76,12,64
,104,私立,技專校院,1063,育達科技大學,230117,時尚造型設計系,學士班(進修),14,3,11
,104,私立,技專校院,1063,育達科技大學,340301,企業管理系,學士班(日間),26,11,15
,104,私立,技專校院,1063,育達科技大學,340301,企業管理系,學士班(進修),27,18,9
,104,私立,技專校院,1063,育達科技大學,340301,企業管理系,碩士班(日間),7,1,6
,104,私立,技專校院,1063,育達科技大學,340301,企業管理系,碩士在職專班,1,1,0
,104,私立,技專校院,1063,育達科技大學,340403,國際商務系,學士班(日間),5,2,3
,104,私立,技專校院,1063,育達科技大學,340523,財務資訊與金融系,學士班(日間),20,8,12
,104,私立,技專校院,1063,育達科技大學,340802,行銷與流通管理系,學士班(日間),71,39,32
,104,私立,技專校院,1063,育達科技大學,340802,行銷與流通管理系,學士班(進修),44,27,17
,104,私立,技專校院,1063,育達科技大學,340802,行銷與流通管理系,碩士班(日間),12,7,5
,104,私立,技專校院,1063,育達科技大學,340802,行銷與流通管理系,碩士在職專班,9,4,5
,104,私立,技專校院,1063,育達科技大學,380201,財經法律系,學士班(日間),17,4,13
,104,私立,技專校院,1063,育達科技大學,480109,資訊管理系,學士班(日間),79,69,10
,104,私立,技專校院,1063,育達科技大學,480109,資訊管理系,學士班(進修),31,24,7
,104,私立,技專校院,1063,育達科技大學,480109,資訊管理系,碩士班(日間),31,16,15
,104,私立,技專校院,1063,育達科技大學,480109,資訊管理系,碩士在職專班,21,11,10
,104,私立,技專校院,1063,育達科技大學,480309,多媒體與遊戲設計系,學士班(日間),94,74,20
,104,私立,技專校院,1063,育達科技大學,760308,健康照顧社會工作系,學士班(日間),68,21,47
,104,私立,技專校院,1063,育達科技大學,760308,健康照顧社會工作系,學士班(進修),81,19,62
,104,私立,技專校院,1063,育達科技大學,760401,幼兒保育系,學士班(日間),62,2,60
,104,私立,技專校院,1063,育達科技大學,760401,幼兒保育系,學士班(進修),44,1,43
,104,私立,技專校院,1063,育達科技大學,810123,餐旅經營系,學士班(日間),78,32,46
,104,私立,技專校院,1063,育達科技大學,810123,餐旅經營系,學士班(進修),23,10,13
,104,私立,技專校院,1063,育達科技大學,810504,休閒運動管理系,學士班(日間),75,54,21
,104,私立,技專校院,1063,育達科技大學,810508,休閒事業管理系,學士班(日間),93,34,59
,104,私立,技專校院,1063,育達科技大學,810508,休閒事業管理系,學士班(進修),103,60,43
,104,私立,技專校院,1063,育達科技大學,810508,休閒事業管理系,碩士班(日間),25,9,16
,104,私立,技專校院,1063,育達科技大學,810508,休閒事業管理系,碩士在職專班,8,2,6
,104,私立,技專校院,1064,美和科技大學,220303,應用外語系,學士班(日間),1,0,1
,104,私立,技專校院,1064,美和科技大學,229907,文化創意系,學士班(日間),24,10,14
,104,私立,技專校院,1064,美和科技大學,230130,珠寶系,學士班(日間),28,16,12
