,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學期內新增辦理休學人數,男,女,至學期底總休學人數,男,女
,103,1,私立,一般大學,1012,大葉大學,學士班(進修),1262,45,30,15,105,73,32
,103,1,私立,一般大學,1012,大葉大學,碩士班(日間),846,46,27,19,117,70,47
,103,1,私立,一般大學,1012,大葉大學,碩士在職專班,879,27,14,13,61,34,27
,103,1,私立,一般大學,1012,大葉大學,博士班,154,17,11,6,51,33,18
,103,1,私立,一般大學,1013,華梵大學,學士班(日間),2740,104,52,52,175,105,70
,103,1,私立,一般大學,1013,華梵大學,碩士班(日間),328,25,14,11,88,53,35
,103,1,私立,一般大學,1013,華梵大學,碩士在職專班,351,29,18,11,79,51,28
,103,1,私立,一般大學,1013,華梵大學,博士班,56,3,1,2,14,11,3
,103,1,私立,一般大學,1014,義守大學,學士班(日間),12814,101,87,14,153,123,30
,103,1,私立,一般大學,1014,義守大學,學士班(進修),2506,116,86,30,309,216,93
,103,1,私立,一般大學,1014,義守大學,碩士班(日間),597,13,11,2,29,23,6
,103,1,私立,一般大學,1014,義守大學,碩士在職專班,496,15,7,8,56,34,22
,103,1,私立,一般大學,1014,義守大學,博士班,143,7,5,2,13,9,4
,103,1,私立,一般大學,1015,世新大學,學士班(日間),9865,157,65,92,279,124,155
,103,1,私立,一般大學,1015,世新大學,學士班(進修),180,2,1,1,6,2,4
,103,1,私立,一般大學,1015,世新大學,碩士班(日間),774,99,59,40,180,93,87
,103,1,私立,一般大學,1015,世新大學,碩士在職專班,997,81,40,41,250,127,123
,103,1,私立,一般大學,1015,世新大學,博士班,73,11,4,7,21,10,11
,103,1,私立,一般大學,1016,銘傳大學,學士班(日間),17524,417,219,198,650,365,285
,103,1,私立,一般大學,1016,銘傳大學,碩士班(日間),809,68,42,26,118,68,50
,103,1,私立,一般大學,1016,銘傳大學,碩士在職專班,882,50,20,30,94,36,58
,103,1,私立,一般大學,1016,銘傳大學,博士班,65,7,4,3,14,9,5
,103,1,私立,一般大學,1017,實踐大學,學士班(日間),12407,243,97,146,407,185,222
,103,1,私立,一般大學,1017,實踐大學,學士班(進修),2592,128,31,97,234,72,162
,103,1,私立,一般大學,1017,實踐大學,碩士班(日間),378,65,36,29,103,60,43
,103,1,私立,一般大學,1017,實踐大學,碩士在職專班,193,23,10,13,49,26,23
,103,1,私立,一般大學,1017,實踐大學,博士班,8,0,0,0,1,0,1
,103,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),5659,149,68,81,193,93,100
,103,1,私立,一般大學,1019,高雄醫學大學,學士班(進修),150,1,0,1,5,0,5
,103,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),610,70,30,40,126,55,71
,103,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,220,23,14,9,54,24,30
,103,1,私立,一般大學,1019,高雄醫學大學,博士班,342,35,18,17,85,51,34
,103,1,私立,一般大學,1020,南華大學,學士班(日間),3926,80,49,31,207,126,81
,103,1,私立,一般大學,1020,南華大學,學士班(進修),173,9,6,3,20,16,4
,103,1,私立,一般大學,1020,南華大學,碩士班(日間),691,48,28,20,180,90,90
,103,1,私立,一般大學,1020,南華大學,碩士在職專班,488,19,9,10,85,44,41
,103,1,私立,一般大學,1020,南華大學,博士班,24,2,2,0,7,5,2
,103,1,私立,一般大學,1021,真理大學,學士班(日間),8033,222,146,76,315,222,93
,103,1,私立,一般大學,1021,真理大學,學士班(進修),678,52,32,20,92,62,30
,103,1,私立,一般大學,1021,真理大學,碩士班(日間),147,6,3,3,14,8,6
,103,1,私立,一般大學,1021,真理大學,碩士在職專班,9,0,0,0,0,0,0
,103,1,私立,一般大學,1022,大同大學,學士班(日間),3683,61,40,21,130,95,35
,103,1,私立,一般大學,1022,大同大學,碩士班(日間),440,13,11,2,79,65,14
,103,1,私立,一般大學,1022,大同大學,碩士在職專班,437,37,32,5,263,227,36
,103,1,私立,一般大學,1022,大同大學,博士班,150,10,9,1,50,43,7
,103,1,私立,一般大學,1027,慈濟大學,學士班(日間),2858,76,33,43,94,42,52
,103,1,私立,一般大學,1027,慈濟大學,碩士班(日間),330,37,17,20,74,31,43
,103,1,私立,一般大學,1027,慈濟大學,碩士在職專班,40,1,0,1,10,4,6
,103,1,私立,一般大學,1027,慈濟大學,博士班,102,18,4,14,39,12,27
,103,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),4544,126,64,62,169,83,86
,103,1,私立,一般大學,1028,臺北醫學大學,學士班(進修),121,0,0,0,2,0,2
,103,1,私立,一般大學,1028,臺北醫學大學,碩士班(日間),638,33,12,21,78,34,44
,103,1,私立,一般大學,1028,臺北醫學大學,碩士在職專班,224,17,1,16,39,5,34
,103,1,私立,一般大學,1028,臺北醫學大學,博士班,402,29,18,11,62,35,27
,103,1,私立,一般大學,1029,中山醫學大學,學士班(日間),6423,150,79,71,200,106,94
,103,1,私立,一般大學,1029,中山醫學大學,學士班(進修),289,22,10,12,29,15,14
,103,1,私立,一般大學,1029,中山醫學大學,碩士班(日間),510,30,8,22,44,13,31
,103,1,私立,一般大學,1029,中山醫學大學,碩士在職專班,117,6,4,2,8,4,4
,103,1,私立,一般大學,1029,中山醫學大學,博士班,227,22,10,12,35,18,17
,103,1,私立,一般大學,1033,長榮大學,學士班(日間),9100,218,130,88,356,231,125
,103,1,私立,一般大學,1033,長榮大學,學士班(進修),646,23,16,7,33,24,9
,103,1,私立,一般大學,1033,長榮大學,碩士班(日間),500,68,30,38,114,57,57
,103,1,私立,一般大學,1033,長榮大學,碩士在職專班,190,20,8,12,41,18,23
,103,1,私立,一般大學,1033,長榮大學,博士班,38,9,6,3,14,11,3
,103,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),6355,183,92,91,364,186,178
,103,1,私立,一般大學,1035,中國醫藥大學,學士班(進修),84,6,3,3,22,3,19
,103,1,私立,一般大學,1035,中國醫藥大學,碩士班(日間),517,29,13,16,82,35,47
,103,1,私立,一般大學,1035,中國醫藥大學,碩士在職專班,77,3,1,2,5,2,3
,103,1,私立,一般大學,1035,中國醫藥大學,博士班,337,42,19,23,96,51,45
,103,1,私立,一般大學,1039,玄奘大學,學士班(日間),4183,117,62,55,270,144,126
,103,1,私立,一般大學,1039,玄奘大學,學士班(進修),1331,102,47,55,213,108,105
,103,1,私立,一般大學,1039,玄奘大學,碩士班(日間),376,49,19,30,121,56,65
,103,1,私立,一般大學,1039,玄奘大學,碩士在職專班,232,16,5,11,45,16,29
,103,1,私立,一般大學,1039,玄奘大學,博士班,16,0,0,0,1,1,0
,103,1,私立,一般大學,1048,亞洲大學,學士班(日間),9602,242,148,94,682,409,273
,103,1,私立,一般大學,1048,亞洲大學,學士班(進修),1354,106,71,35,294,177,117
,103,1,私立,一般大學,1048,亞洲大學,碩士班(日間),625,67,34,33,206,110,96
,103,1,私立,一般大學,1048,亞洲大學,碩士在職專班,526,19,12,7,67,33,34
,103,1,私立,一般大學,1048,亞洲大學,博士班,164,16,5,11,44,17,27
,103,1,私立,一般大學,1049,開南大學,學士班(日間),7758,186,145,41,458,339,119
,103,1,私立,一般大學,1049,開南大學,學士班(進修),1319,47,31,16,152,105,47
,103,1,私立,一般大學,1049,開南大學,碩士班(日間),298,22,15,7,82,56,26
,103,1,私立,一般大學,1049,開南大學,碩士在職專班,367,6,5,1,29,20,9
,103,1,私立,一般大學,1050,佛光大學,學士班(日間),2803,57,28,29,103,53,50
,103,1,私立,一般大學,1050,佛光大學,碩士班(日間),659,82,39,43,196,96,100
,103,1,私立,一般大學,1050,佛光大學,碩士在職專班,243,24,13,11,39,23,16
,103,1,私立,一般大學,1050,佛光大學,博士班,47,2,1,1,7,3,4
,103,1,私立,一般大學,1058,明道大學,學士班(日間),3672,60,41,19,110,72,38
,103,1,私立,一般大學,1058,明道大學,學士班(進修),1732,91,62,29,83,53,30
,103,1,私立,一般大學,1058,明道大學,碩士班(日間),192,17,12,5,49,30,19
,103,1,私立,一般大學,1058,明道大學,碩士在職專班,71,1,0,1,3,2,1
,103,1,私立,一般大學,1058,明道大學,博士班,8,1,0,1,1,0,1
,103,1,私立,一般大學,1059,康寧大學,學士班(日間),1166,52,32,20,223,154,69
,103,1,私立,一般大學,1059,康寧大學,學士班(進修),456,39,28,11,118,82,36
,103,1,私立,一般大學,1059,康寧大學,碩士班(日間),201,15,6,9,60,30,30
,103,1,私立,一般大學,1059,康寧大學,碩士在職專班,182,7,6,1,22,15,7
,103,1,私立,一般大學,1067,台灣首府大學,學士班(日間),3592,74,43,31,144,92,52
,103,1,私立,一般大學,1067,台灣首府大學,學士班(進修),942,41,29,12,54,41,13
,103,1,私立,一般大學,1067,台灣首府大學,碩士班(日間),69,7,5,2,8,6,2
,103,1,私立,一般大學,1067,台灣首府大學,碩士在職專班,7,0,0,0,0,0,0
,103,1,私立,一般大學,1125,中信金融管理學院,學士班(日間),197,6,2,4,6,2,4
,103,1,私立,一般大學,1125,中信金融管理學院,學士班(進修),277,9,6,3,9,6,3
,103,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1755,36,17,19,106,59,47
,103,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),845,16,7,9,62,34,28
,103,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),67,2,1,1,6,3,3
,103,1,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,52,0,0,0,0,0,0
,103,1,私立,一般大學,1195,馬偕醫學院,學士班(日間),509,10,5,5,10,5,5
,103,1,私立,一般大學,1195,馬偕醫學院,學士班(進修),11,0,0,0,0,0,0
,103,1,私立,一般大學,1195,馬偕醫學院,碩士班(日間),10,3,1,2,4,1,3
,103,1,私立,一般大學,1196,法鼓文理學院,學士班(日間),48,2,2,0,2,2,0
,103,1,私立,一般大學,1196,法鼓文理學院,碩士班(日間),70,7,7,0,7,7,0
,103,1,私立,一般大學,1196,法鼓文理學院,博士班,8,1,1,0,1,1,0
,103,1,私立,一般大學,1R02,基督教台灣浸會神學院,碩士班(日間),47,0,0,0,0,0,0
,103,1,私立,一般大學,1R03,臺北基督學院,學士班(日間),116,4,2,2,10,5,5
,103,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),11675,152,85,67,344,215,129
,103,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),3543,193,91,102,357,177,180
,103,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),767,88,47,41,192,101,91
,103,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,497,26,15,11,72,33,39
,103,1,私立,技專校院,1018,朝陽科技大學,博士班,88,1,1,0,11,9,2
,103,1,私立,技專校院,1023,南臺科技大學,學士班(日間),13281,181,113,68,419,277,142
,103,1,私立,技專校院,1023,南臺科技大學,學士班(進修),4613,231,153,78,593,394,199
,103,1,私立,技專校院,1023,南臺科技大學,碩士班(日間),1013,63,47,16,200,142,58
,103,1,私立,技專校院,1023,南臺科技大學,碩士在職專班,474,39,19,20,96,58,38
,103,1,私立,技專校院,1023,南臺科技大學,博士班,61,3,3,0,10,10,0
,103,1,私立,技專校院,1024,崑山科技大學,學士班(日間),8669,244,156,88,586,392,194
,103,1,私立,技專校院,1024,崑山科技大學,學士班(進修),3384,226,162,64,681,470,211
,103,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),463,34,24,10,102,79,23
,103,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,190,8,7,1,28,21,7
,103,1,私立,技專校院,1024,崑山科技大學,博士班,33,2,2,0,6,6,0
,103,1,私立,技專校院,1025,嘉南藥理大學,學士班(日間),13119,225,97,128,600,307,293
,103,1,私立,技專校院,1025,嘉南藥理大學,學士班(進修),3375,215,132,83,623,372,251
,103,1,私立,技專校院,1025,嘉南藥理大學,碩士班(日間),329,31,17,14,101,67,34
,103,1,私立,技專校院,1025,嘉南藥理大學,碩士在職專班,197,23,9,14,47,22,25
,103,1,私立,技專校院,1026,樹德科技大學,學士班(日間),8242,272,162,110,272,162,110
,103,1,私立,技專校院,1026,樹德科技大學,學士班(進修),2261,163,108,55,163,108,55
,103,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),377,57,32,25,57,32,25
,103,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,497,36,21,15,36,21,15
,103,1,私立,技專校院,1026,樹德科技大學,博士班,23,4,1,3,5,2,3
,103,1,私立,技專校院,1030,龍華科技大學,二專(日間),49,0,0,0,0,0,0
,103,1,私立,技專校院,1030,龍華科技大學,學士班(日間),6712,111,81,30,337,260,77
,103,1,私立,技專校院,1030,龍華科技大學,學士班(進修),4053,209,150,59,304,221,83
,103,1,私立,技專校院,1030,龍華科技大學,碩士班(日間),355,12,9,3,41,36,5
,103,1,私立,技專校院,1030,龍華科技大學,碩士在職專班,85,5,1,4,7,2,5
,103,1,私立,技專校院,1031,輔英科技大學,五專,3058,44,10,34,75,15,60
,103,1,私立,技專校院,1031,輔英科技大學,學士班(日間),5342,135,70,65,356,185,171
,103,1,私立,技專校院,1031,輔英科技大學,學士班(進修),1192,53,32,21,154,86,68
,103,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),128,11,1,10,32,6,26
,103,1,私立,技專校院,1031,輔英科技大學,碩士在職專班,46,7,0,7,10,0,10
,103,1,私立,技專校院,1032,明新科技大學,二專(日間),22,0,0,0,0,0,0
,103,1,私立,技專校院,1032,明新科技大學,二專(進修),122,1,1,0,1,1,0
,103,1,私立,技專校院,1032,明新科技大學,學士班(日間),8788,198,136,62,1036,634,402
,103,1,私立,技專校院,1032,明新科技大學,學士班(進修),3935,250,171,79,344,238,106
,103,1,私立,技專校院,1032,明新科技大學,碩士班(日間),364,33,24,9,176,126,50
,103,1,私立,技專校院,1032,明新科技大學,碩士在職專班,236,15,13,2,28,23,5
,103,1,私立,技專校院,1034,弘光科技大學,二專(進修),22,2,1,1,2,1,1
,103,1,私立,技專校院,1034,弘光科技大學,五專,273,3,0,3,6,0,6
,103,1,私立,技專校院,1034,弘光科技大學,學士班(日間),7941,128,60,68,340,148,192
,103,1,私立,技專校院,1034,弘光科技大學,學士班(進修),4296,186,72,114,540,230,310
,103,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),205,22,5,17,60,24,36
,103,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,99,13,5,8,30,10,20
,103,1,私立,技專校院,1036,健行科技大學,二專(日間),140,0,0,0,3,3,0
,103,1,私立,技專校院,1036,健行科技大學,學士班(日間),8420,179,135,44,377,288,89
,103,1,私立,技專校院,1036,健行科技大學,學士班(進修),3572,185,134,51,257,183,74
,103,1,私立,技專校院,1036,健行科技大學,碩士班(日間),348,9,7,2,36,28,8
,103,1,私立,技專校院,1036,健行科技大學,碩士在職專班,149,2,1,1,10,7,3
,103,1,私立,技專校院,1037,正修科技大學,二專(日間),16,1,1,0,7,6,1
,103,1,私立,技專校院,1037,正修科技大學,二專(進修),9,0,0,0,7,5,2
,103,1,私立,技專校院,1037,正修科技大學,五專,15,0,0,0,0,0,0
,103,1,私立,技專校院,1037,正修科技大學,學士班(日間),10031,254,150,104,494,307,187
,103,1,私立,技專校院,1037,正修科技大學,學士班(進修),6995,469,302,167,957,641,316
,103,1,私立,技專校院,1037,正修科技大學,碩士班(日間),340,27,17,10,60,46,14
,103,1,私立,技專校院,1037,正修科技大學,碩士在職專班,101,5,4,1,11,9,2
,103,1,私立,技專校院,1037,正修科技大學,博士班,11,1,1,0,2,2,0
,103,1,私立,技專校院,1038,萬能科技大學,學士班(日間),6474,88,47,41,420,278,142
,103,1,私立,技專校院,1038,萬能科技大學,學士班(進修),4161,69,51,18,423,274,149
,103,1,私立,技專校院,1038,萬能科技大學,碩士班(日間),147,8,4,4,45,35,10
,103,1,私立,技專校院,1038,萬能科技大學,碩士在職專班,136,2,2,0,16,13,3
,103,1,私立,技專校院,1040,建國科技大學,二專(日間),36,0,0,0,0,0,0
,103,1,私立,技專校院,1040,建國科技大學,二專(進修),5,1,1,0,2,2,0
,103,1,私立,技專校院,1040,建國科技大學,學士班(日間),7407,188,131,57,337,239,98
,103,1,私立,技專校院,1040,建國科技大學,學士班(進修),1816,63,45,18,108,79,29
,103,1,私立,技專校院,1040,建國科技大學,碩士班(日間),210,9,8,1,17,15,2
,103,1,私立,技專校院,1041,明志科技大學,二專(進修),2,0,0,0,0,0,0
,103,1,私立,技專校院,1041,明志科技大學,五專,39,0,0,0,1,0,1
,103,1,私立,技專校院,1041,明志科技大學,學士班(日間),3465,20,12,8,28,20,8
,103,1,私立,技專校院,1041,明志科技大學,學士班(進修),498,21,12,9,28,17,11
,103,1,私立,技專校院,1041,明志科技大學,碩士班(日間),415,23,20,3,31,26,5
,103,1,私立,技專校院,1041,明志科技大學,碩士在職專班,46,7,7,0,13,13,0
,103,1,私立,技專校院,1042,高苑科技大學,二專(日間),12,1,1,0,1,1,0
,103,1,私立,技專校院,1042,高苑科技大學,學士班(日間),5826,143,96,47,185,131,54
,103,1,私立,技專校院,1042,高苑科技大學,學士班(進修),1465,38,30,8,77,62,15
,103,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),131,5,4,1,8,6,2
,103,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,289,4,2,2,8,4,4
,103,1,私立,技專校院,1043,大仁科技大學,五專,3,4,2,2,22,11,11
,103,1,私立,技專校院,1043,大仁科技大學,學士班(日間),5643,207,137,70,685,443,242
,103,1,私立,技專校院,1043,大仁科技大學,學士班(進修),1901,78,55,23,417,244,173
,103,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),65,8,4,4,32,24,8
,103,1,私立,技專校院,1043,大仁科技大學,碩士在職專班,145,10,7,3,24,11,13
,103,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),5173,166,125,41,431,330,101
,103,1,私立,技專校院,1044,聖約翰科技大學,學士班(進修),481,27,20,7,103,79,24
,103,1,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),181,12,12,0,40,34,6
,103,1,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,90,1,1,0,10,9,1
,103,1,私立,技專校院,1045,嶺東科技大學,二專(日間),46,0,0,0,0,0,0
,103,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),7640,91,41,50,179,96,83
,103,1,私立,技專校院,1045,嶺東科技大學,學士班(進修),2561,139,79,60,268,161,107
,103,1,私立,技專校院,1045,嶺東科技大學,碩士班(日間),231,13,9,4,33,19,14
,103,1,私立,技專校院,1045,嶺東科技大學,碩士在職專班,106,6,6,0,11,10,1
,103,1,私立,技專校院,1046,中國科技大學,學士班(日間),9248,229,108,121,437,240,197
,103,1,私立,技專校院,1046,中國科技大學,學士班(進修),2635,174,107,67,321,209,112
,103,1,私立,技專校院,1046,中國科技大學,碩士班(日間),144,19,13,6,32,19,13
,103,1,私立,技專校院,1046,中國科技大學,碩士在職專班,35,0,0,0,0,0,0
,103,1,私立,技專校院,1047,中臺科技大學,五專,0,1,1,0,2,2,0
,103,1,私立,技專校院,1047,中臺科技大學,學士班(日間),6345,154,83,71,414,223,191
,103,1,私立,技專校院,1047,中臺科技大學,學士班(進修),3007,170,63,107,626,255,371
,103,1,私立,技專校院,1047,中臺科技大學,碩士班(日間),177,31,14,17,50,27,23
,103,1,私立,技專校院,1047,中臺科技大學,碩士在職專班,249,15,0,15,70,13,57
,103,1,私立,技專校院,1047,中臺科技大學,博士班,20,0,0,0,1,1,0
,103,1,私立,技專校院,1051,台南應用科技大學,五專,1211,21,7,14,43,11,32
,103,1,私立,技專校院,1051,台南應用科技大學,學士班(日間),8587,132,51,81,431,164,267
,103,1,私立,技專校院,1051,台南應用科技大學,學士班(進修),2724,163,64,99,287,122,165
,103,1,私立,技專校院,1051,台南應用科技大學,碩士班(日間),154,21,4,17,59,12,47
,103,1,私立,技專校院,1051,台南應用科技大學,碩士在職專班,159,24,5,19,53,9,44
,103,1,私立,技專校院,1052,遠東科技大學,二專(進修),45,0,0,0,0,0,0
,103,1,私立,技專校院,1052,遠東科技大學,五專,0,0,0,0,1,1,0
,103,1,私立,技專校院,1052,遠東科技大學,學士班(日間),7870,203,140,63,574,416,158
,103,1,私立,技專校院,1052,遠東科技大學,學士班(進修),671,22,17,5,76,66,10
,103,1,私立,技專校院,1052,遠東科技大學,碩士班(日間),179,8,6,2,33,25,8
,103,1,私立,技專校院,1052,遠東科技大學,碩士在職專班,45,1,1,0,6,6,0
,103,1,私立,技專校院,1053,元培醫事科技大學,學士班(日間),5733,123,73,50,198,139,59
,103,1,私立,技專校院,1053,元培醫事科技大學,學士班(進修),1400,42,28,14,70,40,30
,103,1,私立,技專校院,1053,元培醫事科技大學,碩士班(日間),222,20,15,5,35,24,11
,103,1,私立,技專校院,1053,元培醫事科技大學,碩士在職專班,26,4,0,4,4,0,4
,103,1,私立,技專校院,1054,景文科技大學,二專(進修),2,0,0,0,0,0,0
,103,1,私立,技專校院,1054,景文科技大學,學士班(日間),5923,43,19,24,135,74,61
,103,1,私立,技專校院,1054,景文科技大學,學士班(進修),2293,140,92,48,214,130,84
,103,1,私立,技專校院,1054,景文科技大學,碩士班(日間),50,2,2,0,7,4,3
,103,1,私立,技專校院,1054,景文科技大學,碩士在職專班,95,14,10,4,15,10,5
,103,1,私立,技專校院,1055,中華醫事科技大學,二專(日間),79,1,0,1,4,2,2
,103,1,私立,技專校院,1055,中華醫事科技大學,五專,2002,22,5,17,45,13,32
,103,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),5153,124,63,61,323,159,164
,103,1,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1868,115,57,58,371,178,193
,103,1,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),46,4,3,1,13,9,4
,103,1,私立,技專校院,1056,東南科技大學,二專(日間),48,2,2,0,6,4,2
,103,1,私立,技專校院,1056,東南科技大學,學士班(日間),6702,322,227,95,938,729,209
,103,1,私立,技專校院,1056,東南科技大學,學士班(進修),607,31,28,3,178,146,32
,103,1,私立,技專校院,1056,東南科技大學,碩士班(日間),127,2,2,0,17,15,2
,103,1,私立,技專校院,1056,東南科技大學,碩士在職專班,68,5,4,1,6,5,1
,103,1,私立,技專校院,1057,德明財經科技大學,二專(日間),1,0,0,0,0,0,0
,103,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),7244,120,52,68,273,134,139
,103,1,私立,技專校院,1057,德明財經科技大學,學士班(進修),1826,106,57,49,348,176,172
,103,1,私立,技專校院,1057,德明財經科技大學,碩士班(日間),58,8,5,3,25,20,5
,103,1,私立,技專校院,1057,德明財經科技大學,碩士在職專班,52,6,1,5,10,2,8
,103,1,私立,技專校院,1060,南開科技大學,二專(日間),18,0,0,0,0,0,0
,103,1,私立,技專校院,1060,南開科技大學,五專,1129,51,38,13,87,65,22
,103,1,私立,技專校院,1060,南開科技大學,學士班(日間),3723,100,79,21,178,132,46
,103,1,私立,技專校院,1060,南開科技大學,學士班(進修),1221,49,36,13,91,61,30
,103,1,私立,技專校院,1060,南開科技大學,碩士班(日間),112,5,4,1,8,4,4
,103,1,私立,技專校院,1060,南開科技大學,碩士在職專班,143,0,0,0,6,4,2
,103,1,私立,技專校院,1061,中華科技大學,二專(進修),4,3,0,3,21,7,14
,103,1,私立,技專校院,1061,中華科技大學,學士班(日間),6697,231,171,60,674,479,195
,103,1,私立,技專校院,1061,中華科技大學,學士班(進修),1388,114,85,29,566,413,153
,103,1,私立,技專校院,1061,中華科技大學,碩士班(日間),295,20,19,1,68,57,11
,103,1,私立,技專校院,1061,中華科技大學,碩士在職專班,128,14,12,2,49,45,4
,103,1,私立,技專校院,1062,僑光科技大學,二專(日間),137,3,3,0,6,6,0
,103,1,私立,技專校院,1062,僑光科技大學,二專(進修),86,0,0,0,1,0,1
,103,1,私立,技專校院,1062,僑光科技大學,五專,463,9,7,2,21,14,7
,103,1,私立,技專校院,1062,僑光科技大學,學士班(日間),6280,84,43,41,160,93,67
,103,1,私立,技專校院,1062,僑光科技大學,學士班(進修),3732,127,74,53,243,151,92
,103,1,私立,技專校院,1062,僑光科技大學,碩士班(日間),83,4,2,2,7,5,2
,103,1,私立,技專校院,1062,僑光科技大學,碩士在職專班,65,0,0,0,4,0,4
,103,1,私立,技專校院,1063,育達科技大學,學士班(日間),4145,172,111,61,441,280,161
,103,1,私立,技專校院,1063,育達科技大學,學士班(進修),1760,205,126,79,453,293,160
,103,1,私立,技專校院,1063,育達科技大學,碩士班(日間),116,5,4,1,13,8,5
,103,1,私立,技專校院,1063,育達科技大學,碩士在職專班,90,2,2,0,9,8,1
,103,1,私立,技專校院,1064,美和科技大學,二專(進修),21,0,0,0,0,0,0
,103,1,私立,技專校院,1064,美和科技大學,五專,1906,20,6,14,66,20,46
,103,1,私立,技專校院,1064,美和科技大學,學士班(日間),3920,116,56,60,298,163,135
,103,1,私立,技專校院,1064,美和科技大學,學士班(進修),1965,86,28,58,287,126,161
,103,1,私立,技專校院,1064,美和科技大學,碩士班(日間),207,16,7,9,27,10,17
,103,1,私立,技專校院,1064,美和科技大學,碩士在職專班,78,3,2,1,10,5,5
,103,1,私立,技專校院,1065,吳鳳科技大學,二專(日間),14,0,0,0,1,1,0
,103,1,私立,技專校院,1065,吳鳳科技大學,二專(進修),28,6,5,1,23,19,4
,103,1,私立,技專校院,1065,吳鳳科技大學,五專,0,0,0,0,1,1,0
,103,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),4328,121,74,47,284,203,81
,103,1,私立,技專校院,1065,吳鳳科技大學,學士班(進修),1141,91,70,21,256,195,61
,103,1,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),30,6,6,0,13,13,0
,103,1,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,81,1,1,0,7,4,3
,103,1,私立,技專校院,1066,環球科技大學,二專(日間),34,0,0,0,27,11,16
,103,1,私立,技專校院,1066,環球科技大學,二專(進修),358,5,4,1,12,7,5
,103,1,私立,技專校院,1066,環球科技大學,學士班(日間),4412,155,88,67,396,230,166
,103,1,私立,技專校院,1066,環球科技大學,學士班(進修),1405,21,12,9,33,18,15
,103,1,私立,技專校院,1066,環球科技大學,碩士班(日間),115,9,5,4,17,8,9
,103,1,私立,技專校院,1066,環球科技大學,碩士在職專班,34,2,0,2,2,0,2
,103,1,私立,技專校院,1068,中州科技大學,二專(日間),31,0,0,0,0,0,0
,103,1,私立,技專校院,1068,中州科技大學,學士班(日間),3173,99,73,26,180,133,47
,103,1,私立,技專校院,1068,中州科技大學,學士班(進修),1754,44,31,13,77,60,17
,103,1,私立,技專校院,1068,中州科技大學,碩士班(日間),71,0,0,0,2,2,0
,103,1,私立,技專校院,1068,中州科技大學,碩士在職專班,45,0,0,0,2,1,1
,103,1,私立,技專校院,1069,修平科技大學,二專(日間),14,0,0,0,0,0,0
,103,1,私立,技專校院,1069,修平科技大學,二專(進修),38,5,3,2,15,13,2
,103,1,私立,技專校院,1069,修平科技大學,學士班(日間),5636,172,132,40,357,271,86
,103,1,私立,技專校院,1069,修平科技大學,學士班(進修),872,77,70,7,141,126,15
,103,1,私立,技專校院,1069,修平科技大學,碩士班(日間),72,11,10,1,13,12,1
,103,1,私立,技專校院,1070,長庚科技大學,五專,1686,15,0,15,20,0,20
,103,1,私立,技專校院,1070,長庚科技大學,學士班(日間),3852,54,2,52,72,2,70
,103,1,私立,技專校院,1070,長庚科技大學,學士班(進修),1985,97,4,93,146,6,140
,103,1,私立,技專校院,1070,長庚科技大學,碩士班(日間),38,3,0,3,3,0,3
,103,1,私立,技專校院,1070,長庚科技大學,碩士在職專班,34,7,0,7,12,0,12
,103,1,私立,技專校院,1071,臺北城市科技大學,二專(日間),175,11,9,2,26,22,4
,103,1,私立,技專校院,1071,臺北城市科技大學,二專(進修),80,14,8,6,48,34,14
,103,1,私立,技專校院,1071,臺北城市科技大學,五專,1578,52,41,11,120,95,25
