學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
108,公立,一般大學,0036,國立臺南大學,學士班(進修),112,58,54
108,公立,一般大學,0036,國立臺南大學,碩士班(日間),896,386,510
108,公立,一般大學,0036,國立臺南大學,碩士在職專班,661,219,442
108,公立,一般大學,0036,國立臺南大學,博士班,172,73,99
108,公立,一般大學,0037,國立臺北教育大學,學士班(日間),3387,1118,2269
108,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),1286,417,869
108,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,970,230,740
108,公立,一般大學,0037,國立臺北教育大學,博士班,147,71,76
108,公立,一般大學,0039,國立臺中教育大學,學士班(日間),3229,1169,2060
108,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),821,273,548
108,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,765,180,585
108,公立,一般大學,0039,國立臺中教育大學,博士班,114,45,69
108,公立,技專校院,0042,國立澎湖科技大學,五專,25,21,4
108,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),2639,1559,1080
108,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),283,143,140
108,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),66,37,29
108,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,38,22,16
108,公立,技專校院,0043,國立勤益科技大學,學士班(日間),6706,4612,2094
108,公立,技專校院,0043,國立勤益科技大學,學士班(進修),3517,2926,591
108,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),583,460,123
108,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,297,240,57
108,公立,技專校院,0043,國立勤益科技大學,博士班,27,22,5
108,公立,技專校院,0043,國立勤益科技大學,附設進專,442,335,107
108,公立,技專校院,0043,國立勤益科技大學,附設進院,410,305,105
108,公立,一般大學,0044,國立體育大學,學士班(日間),1736,1075,661
108,公立,一般大學,0044,國立體育大學,學士班(進修),87,57,30
108,公立,一般大學,0044,國立體育大學,碩士班(日間),349,187,162
108,公立,一般大學,0044,國立體育大學,碩士在職專班,204,131,73
108,公立,一般大學,0044,國立體育大學,博士班,149,109,40
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),3707,804,2903
108,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),721,32,689
108,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),537,91,446
108,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,195,29,166
108,公立,技專校院,0046,國立臺北護理健康大學,博士班,67,7,60
108,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),1,1,0
108,公立,技專校院,0047,國立高雄餐旅大學,五專,250,103,147
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),3191,949,2242
108,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),1346,404,942
108,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),167,56,111
108,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,43,20,23
108,公立,技專校院,0047,國立高雄餐旅大學,博士班,38,18,20
108,公立,一般大學,0048,國立金門大學,學士班(日間),3194,1640,1554
108,公立,一般大學,0048,國立金門大學,學士班(進修),884,521,363
108,公立,一般大學,0048,國立金門大學,碩士班(日間),210,136,74
108,公立,一般大學,0048,國立金門大學,碩士在職專班,99,77,22
108,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),2371,1363,1008
108,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),374,269,105
108,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),245,128,117
108,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,117,67,50
108,公立,技專校院,0050,國立臺中科技大學,二專(進修),1,0,1
108,公立,技專校院,0050,國立臺中科技大學,五專,3453,839,2614
108,公立,技專校院,0050,國立臺中科技大學,學士班(日間),6789,1942,4847
108,公立,技專校院,0050,國立臺中科技大學,學士班(進修),2523,814,1709
108,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),400,176,224
108,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,201,91,110
108,公立,技專校院,0050,國立臺中科技大學,附設進專,1341,495,846
108,公立,技專校院,0050,國立臺中科技大學,附設進院,1363,448,915
108,公立,技專校院,0051,國立臺北商業大學,五專,1828,500,1328
108,公立,技專校院,0051,國立臺北商業大學,學士班(日間),3227,929,2298
108,公立,技專校院,0051,國立臺北商業大學,學士班(進修),1403,437,966
108,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),256,98,158
108,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,44,21,23
108,公立,技專校院,0051,國立臺北商業大學,博士班,3,3,0
108,公立,技專校院,0051,國立臺北商業大學,附設進專,1021,368,653
108,公立,一般大學,0052,國立屏東大學,學士班(日間),6658,2712,3946
108,公立,一般大學,0052,國立屏東大學,學士班(進修),749,339,410
108,公立,一般大學,0052,國立屏東大學,碩士班(日間),832,342,490
108,公立,一般大學,0052,國立屏東大學,碩士在職專班,677,228,449
108,公立,一般大學,0052,國立屏東大學,博士班,48,21,27
108,公立,技專校院,0053,國立高雄科技大學,五專,701,583,118
108,公立,技專校院,0053,國立高雄科技大學,學士班(日間),17690,10887,6803
108,公立,技專校院,0053,國立高雄科技大學,學士班(進修),3822,2576,1246
108,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),2409,1613,796
108,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,2132,1422,710
108,公立,技專校院,0053,國立高雄科技大學,博士班,548,447,101
108,公立,技專校院,0053,國立高雄科技大學,附設進院,728,365,363
108,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),576,191,385
108,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),19,9,10
108,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),117,6,111
108,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),25,2,23
108,公立,技專校院,0221,國立臺南護理專科學校,五專,1797,135,1662
108,公立,技專校院,0222,國立臺東專科學校,二專(日間),589,434,155
108,公立,技專校院,0222,國立臺東專科學校,二專(進修),117,68,49
108,公立,技專校院,0222,國立臺東專科學校,五專,414,187,227
108,私立,一般大學,1001,東海大學,學士班(日間),12993,5742,7251
108,私立,一般大學,1001,東海大學,學士班(進修),519,266,253
108,私立,一般大學,1001,東海大學,碩士班(日間),1234,614,620
108,私立,一般大學,1001,東海大學,碩士在職專班,741,359,382
108,私立,一般大學,1001,東海大學,博士班,264,153,111
108,私立,一般大學,1002,輔仁大學,學士班(日間),17528,7402,10126
108,私立,一般大學,1002,輔仁大學,學士班(進修),4332,1644,2688
108,私立,一般大學,1002,輔仁大學,碩士班(日間),2008,842,1166
108,私立,一般大學,1002,輔仁大學,碩士在職專班,1412,583,829
108,私立,一般大學,1002,輔仁大學,博士班,429,236,193
108,私立,一般大學,1003,東吳大學,學士班(日間),11811,4648,7163
108,私立,一般大學,1003,東吳大學,學士班(進修),1066,365,701
108,私立,一般大學,1003,東吳大學,碩士班(日間),1252,541,711
108,私立,一般大學,1003,東吳大學,碩士在職專班,1194,553,641
108,私立,一般大學,1003,東吳大學,博士班,121,64,57
108,私立,一般大學,1004,中原大學,學士班(日間),13421,7183,6238
108,私立,一般大學,1004,中原大學,碩士班(日間),1591,912,679
108,私立,一般大學,1004,中原大學,碩士在職專班,843,501,342
108,私立,一般大學,1004,中原大學,博士班,362,248,114
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),20273,10310,9963
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),1429,761,668
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),1671,976,695
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,849,443,406
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,413,275,138
108,私立,一般大學,1006,中國文化大學,學士班(日間),20411,9930,10481
108,私立,一般大學,1006,中國文化大學,學士班(進修),1901,814,1087
108,私立,一般大學,1006,中國文化大學,碩士班(日間),1625,874,751
108,私立,一般大學,1006,中國文化大學,碩士在職專班,720,281,439
108,私立,一般大學,1006,中國文化大學,博士班,529,336,193
108,私立,一般大學,1007,逢甲大學,學士班(日間),16756,10042,6714
108,私立,一般大學,1007,逢甲大學,學士班(進修),837,505,332
108,私立,一般大學,1007,逢甲大學,碩士班(日間),1505,1021,484
108,私立,一般大學,1007,逢甲大學,碩士在職專班,1033,665,368
108,私立,一般大學,1007,逢甲大學,博士班,413,309,104
108,私立,一般大學,1008,靜宜大學,學士班(日間),11067,4197,6870
108,私立,一般大學,1008,靜宜大學,學士班(進修),1,1,0
108,私立,一般大學,1008,靜宜大學,碩士班(日間),576,216,360
108,私立,一般大學,1008,靜宜大學,碩士在職專班,315,122,193
108,私立,一般大學,1008,靜宜大學,博士班,48,22,26
108,私立,一般大學,1009,長庚大學,學士班(日間),5095,2510,2585
108,私立,一般大學,1009,長庚大學,碩士班(日間),1074,551,523
108,私立,一般大學,1009,長庚大學,碩士在職專班,193,95,98
108,私立,一般大學,1009,長庚大學,博士班,472,325,147
108,私立,一般大學,1010,元智大學,學士班(日間),7000,3956,3044
108,私立,一般大學,1010,元智大學,碩士班(日間),807,533,274
108,私立,一般大學,1010,元智大學,碩士在職專班,625,410,215
108,私立,一般大學,1010,元智大學,博士班,271,194,77
108,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),4397,2818,1579
108,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),387,272,115
108,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),438,263,175
108,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,162,106,56
108,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,87,61,26
108,私立,一般大學,1012,大葉大學,學士班(日間),7122,3755,3367
108,私立,一般大學,1012,大葉大學,學士班(進修),932,460,472
108,私立,一般大學,1012,大葉大學,碩士班(日間),610,336,274
108,私立,一般大學,1012,大葉大學,碩士在職專班,376,140,236
108,私立,一般大學,1012,大葉大學,博士班,126,92,34
108,私立,一般大學,1013,華梵大學,學士班(日間),1056,591,465
108,私立,一般大學,1013,華梵大學,碩士班(日間),226,113,113
108,私立,一般大學,1013,華梵大學,碩士在職專班,167,84,83
108,私立,一般大學,1013,華梵大學,博士班,69,42,27
108,私立,一般大學,1014,義守大學,學士班(日間),12238,6148,6090
108,私立,一般大學,1014,義守大學,學士班(進修),1784,1150,634
108,私立,一般大學,1014,義守大學,碩士班(日間),388,227,161
108,私立,一般大學,1014,義守大學,碩士在職專班,369,264,105
108,私立,一般大學,1014,義守大學,博士班,154,114,40
108,私立,一般大學,1015,世新大學,學士班(日間),9548,3406,6142
108,私立,一般大學,1015,世新大學,學士班(進修),448,174,274
108,私立,一般大學,1015,世新大學,碩士班(日間),545,257,288
108,私立,一般大學,1015,世新大學,碩士在職專班,744,396,348
108,私立,一般大學,1015,世新大學,博士班,102,49,53
108,私立,一般大學,1016,銘傳大學,學士班(日間),17200,6759,10441
108,私立,一般大學,1016,銘傳大學,碩士班(日間),711,298,413
108,私立,一般大學,1016,銘傳大學,碩士在職專班,806,371,435
108,私立,一般大學,1016,銘傳大學,博士班,74,31,43
108,私立,一般大學,1017,實踐大學,學士班(日間),10867,3498,7369
108,私立,一般大學,1017,實踐大學,學士班(進修),2136,668,1468
108,私立,一般大學,1017,實踐大學,碩士班(日間),410,188,222
108,私立,一般大學,1017,實踐大學,碩士在職專班,117,43,74
108,私立,一般大學,1017,實踐大學,博士班,25,8,17
108,私立,技專校院,1018,朝陽科技大學,學士班(日間),11337,4783,6554
108,私立,技專校院,1018,朝陽科技大學,學士班(進修),2888,1536,1352
108,私立,技專校院,1018,朝陽科技大學,碩士班(日間),658,363,295
108,私立,技專校院,1018,朝陽科技大學,碩士在職專班,368,193,175
108,私立,技專校院,1018,朝陽科技大學,博士班,113,81,32
108,私立,一般大學,1019,高雄醫學大學,學士班(日間),5259,2266,2993
108,私立,一般大學,1019,高雄醫學大學,學士班(進修),25,0,25
108,私立,一般大學,1019,高雄醫學大學,碩士班(日間),669,207,462
108,私立,一般大學,1019,高雄醫學大學,碩士在職專班,213,79,134
108,私立,一般大學,1019,高雄醫學大學,博士班,321,171,150
108,私立,一般大學,1020,南華大學,學士班(日間),4297,2050,2247
108,私立,一般大學,1020,南華大學,學士班(進修),330,204,126
108,私立,一般大學,1020,南華大學,碩士班(日間),621,255,366
108,私立,一般大學,1020,南華大學,碩士在職專班,396,142,254
108,私立,一般大學,1020,南華大學,博士班,46,28,18
108,私立,一般大學,1021,真理大學,學士班(日間),5345,2595,2750
108,私立,一般大學,1021,真理大學,學士班(進修),102,71,31
108,私立,一般大學,1021,真理大學,碩士班(日間),121,83,38
108,私立,一般大學,1021,真理大學,碩士在職專班,19,12,7
108,私立,一般大學,1022,大同大學,學士班(日間),3572,2128,1444
108,私立,一般大學,1022,大同大學,碩士班(日間),289,230,59
108,私立,一般大學,1022,大同大學,碩士在職專班,197,146,51
108,私立,一般大學,1022,大同大學,博士班,109,65,44
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,177,160,17
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),12843,7225,5618
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),4241,2643,1598
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),847,487,360
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,356,177,179
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,99,77,22
108,私立,技專校院,1024,崑山科技大學,學士班(日間),7610,4552,3058
108,私立,技專校院,1024,崑山科技大學,學士班(進修),3134,2073,1061
108,私立,技專校院,1024,崑山科技大學,碩士班(日間),327,200,127
108,私立,技專校院,1024,崑山科技大學,碩士在職專班,162,114,48
108,私立,技專校院,1024,崑山科技大學,博士班,37,29,8
108,私立,技專校院,1024,崑山科技大學,附設進專,87,52,35
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,4,2,2
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),10233,4251,5982
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),2468,1116,1352
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),205,96,109
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,229,97,132
108,私立,技專校院,1026,樹德科技大學,學士班(日間),7677,3220,4457
108,私立,技專校院,1026,樹德科技大學,學士班(進修),2091,1108,983
108,私立,技專校院,1026,樹德科技大學,碩士班(日間),242,114,128
108,私立,技專校院,1026,樹德科技大學,碩士在職專班,446,202,244
108,私立,技專校院,1026,樹德科技大學,博士班,36,16,20
108,私立,技專校院,1026,樹德科技大學,附設進專,492,211,281
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),2895,1109,1786
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),332,106,226
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,39,7,32
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,107,56,51
108,私立,一般大學,1028,臺北醫學大學,學士班(日間),4505,1890,2615
108,私立,一般大學,1028,臺北醫學大學,碩士班(日間),642,240,402
108,私立,一般大學,1028,臺北醫學大學,碩士在職專班,287,90,197
108,私立,一般大學,1028,臺北醫學大學,博士班,512,285,227
108,私立,一般大學,1029,中山醫學大學,學士班(日間),5910,2155,3755
108,私立,一般大學,1029,中山醫學大學,學士班(進修),116,35,81
108,私立,一般大學,1029,中山醫學大學,碩士班(日間),496,163,333
108,私立,一般大學,1029,中山醫學大學,碩士在職專班,202,48,154
108,私立,一般大學,1029,中山醫學大學,博士班,189,115,74
108,私立,技專校院,1030,龍華科技大學,五專,397,344,53
108,私立,技專校院,1030,龍華科技大學,學士班(日間),6871,4464,2407
108,私立,技專校院,1030,龍華科技大學,學士班(進修),3685,2777,908
108,私立,技專校院,1030,龍華科技大學,碩士班(日間),267,196,71
108,私立,技專校院,1030,龍華科技大學,碩士在職專班,110,85,25
108,私立,技專校院,1031,輔英科技大學,五專,2659,305,2354
108,私立,技專校院,1031,輔英科技大學,學士班(日間),5233,1650,3583
108,私立,技專校院,1031,輔英科技大學,學士班(進修),1385,580,805
108,私立,技專校院,1031,輔英科技大學,碩士班(日間),138,47,91
108,私立,技專校院,1031,輔英科技大學,碩士在職專班,117,8,109
108,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),34,31,3
108,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),38,24,14
108,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),8138,5021,3117
108,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),3366,2054,1312
108,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),236,157,79
108,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,345,253,92
108,私立,技專校院,1032,明新學校財團法人明新科技大學,附設進專,152,103,49
108,私立,技專校院,1032,明新學校財團法人明新科技大學,附設進院,265,134,131
108,私立,一般大學,1033,長榮大學,學士班(日間),7576,3202,4374
108,私立,一般大學,1033,長榮大學,學士班(進修),572,362,210
108,私立,一般大學,1033,長榮大學,碩士班(日間),324,112,212
108,私立,一般大學,1033,長榮大學,碩士在職專班,99,50,49
108,私立,一般大學,1033,長榮大學,博士班,38,27,11
108,私立,技專校院,1034,弘光科技大學,二專(進修),150,24,126
108,私立,技專校院,1034,弘光科技大學,五專,256,27,229
108,私立,技專校院,1034,弘光科技大學,學士班(日間),8001,2694,5307
108,私立,技專校院,1034,弘光科技大學,學士班(進修),4079,1544,2535
108,私立,技專校院,1034,弘光科技大學,碩士班(日間),184,53,131
108,私立,技專校院,1034,弘光科技大學,碩士在職專班,96,18,78
108,私立,技專校院,1034,弘光科技大學,博士班,13,1,12
108,私立,一般大學,1035,中國醫藥大學,學士班(日間),6228,2730,3498
108,私立,一般大學,1035,中國醫藥大學,學士班(進修),13,1,12
108,私立,一般大學,1035,中國醫藥大學,碩士班(日間),491,186,305
108,私立,一般大學,1035,中國醫藥大學,碩士在職專班,90,31,59
108,私立,一般大學,1035,中國醫藥大學,博士班,390,228,162
108,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,25,24,1
108,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),6990,4674,2316
108,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),3922,2480,1442
108,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),287,193,94
108,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,45,30,15
108,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),210,145,65
108,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,129,103,26
108,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),8716,5190,3526
108,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),7349,4548,2801
108,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),365,209,156
108,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,208,140,68
108,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,12,12,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,附設進專,1132,632,500
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),6150,3319,2831
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),3723,2065,1658
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),144,68,76
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,102,49,53
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,附設進專,85,17,68
108,私立,一般大學,1039,玄奘大學,學士班(日間),2327,991,1336
108,私立,一般大學,1039,玄奘大學,學士班(進修),159,67,92
108,私立,一般大學,1039,玄奘大學,碩士班(日間),258,94,164
108,私立,一般大學,1039,玄奘大學,碩士在職專班,142,48,94
108,私立,一般大學,1039,玄奘大學,博士班,3,1,2
108,私立,技專校院,1040,建國科技大學,學士班(日間),4684,3121,1563
108,私立,技專校院,1040,建國科技大學,學士班(進修),2415,1796,619
108,私立,技專校院,1040,建國科技大學,碩士班(日間),174,104,70
108,私立,技專校院,1040,建國科技大學,附設進專,136,99,37
108,私立,技專校院,1040,建國科技大學,附設進院,128,88,40
108,私立,技專校院,1041,明志科技大學,學士班(日間),3574,2581,993
108,私立,技專校院,1041,明志科技大學,學士班(進修),488,421,67
108,私立,技專校院,1041,明志科技大學,碩士班(日間),463,337,126
108,私立,技專校院,1041,明志科技大學,碩士在職專班,29,21,8
108,私立,技專校院,1041,明志科技大學,博士班,18,15,3
108,私立,技專校院,1042,高苑科技大學,學士班(日間),2342,1669,673
108,私立,技專校院,1042,高苑科技大學,學士班(進修),1152,910,242
108,私立,技專校院,1042,高苑科技大學,碩士班(日間),60,42,18
108,私立,技專校院,1042,高苑科技大學,碩士在職專班,162,122,40
108,私立,技專校院,1042,高苑科技大學,附設進專,191,124,67
108,私立,技專校院,1042,高苑科技大學,附設進院,296,173,123
108,私立,技專校院,1043,大仁科技大學,學士班(日間),3801,1788,2013
108,私立,技專校院,1043,大仁科技大學,學士班(進修),1767,719,1048
108,私立,技專校院,1043,大仁科技大學,碩士班(日間),66,29,37
108,私立,技專校院,1043,大仁科技大學,碩士在職專班,143,65,78
108,私立,技專校院,1043,大仁科技大學,附設進專,99,52,47
108,私立,技專校院,1044,聖約翰科技大學,二專(進修),29,8,21
108,私立,技專校院,1044,聖約翰科技大學,五專,340,267,73
108,私立,技專校院,1044,聖約翰科技大學,學士班(日間),2113,1430,683
108,私立,技專校院,1044,聖約翰科技大學,學士班(進修),352,277,75
108,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),109,86,23
108,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,130,92,38
108,私立,技專校院,1045,嶺東科技大學,學士班(日間),7336,2770,4566
108,私立,技專校院,1045,嶺東科技大學,學士班(進修),2726,1398,1328
108,私立,技專校院,1045,嶺東科技大學,碩士班(日間),229,98,131
108,私立,技專校院,1045,嶺東科技大學,碩士在職專班,160,111,49
108,私立,技專校院,1045,嶺東科技大學,附設進專,3,3,0
108,私立,技專校院,1046,中國科技大學,二專(進修),22,21,1
108,私立,技專校院,1046,中國科技大學,學士班(日間),7251,3203,4048
108,私立,技專校院,1046,中國科技大學,學士班(進修),1568,914,654
108,私立,技專校院,1046,中國科技大學,碩士班(日間),155,89,66
108,私立,技專校院,1046,中國科技大學,碩士在職專班,88,64,24
108,私立,技專校院,1046,中國科技大學,附設進專,518,270,248
108,私立,技專校院,1046,中國科技大學,附設進院,627,299,328
108,私立,技專校院,1047,中臺科技大學,二專(日間),43,19,24
108,私立,技專校院,1047,中臺科技大學,學士班(日間),5409,2115,3294
108,私立,技專校院,1047,中臺科技大學,學士班(進修),2543,687,1856
108,私立,技專校院,1047,中臺科技大學,碩士班(日間),107,28,79
108,私立,技專校院,1047,中臺科技大學,碩士在職專班,286,60,226
108,私立,技專校院,1047,中臺科技大學,博士班,14,10,4
108,私立,一般大學,1048,亞洲大學,學士班(日間),9490,3376,6114
108,私立,一般大學,1048,亞洲大學,學士班(進修),910,426,484
108,私立,一般大學,1048,亞洲大學,碩士班(日間),640,281,359
108,私立,一般大學,1048,亞洲大學,碩士在職專班,408,193,215
108,私立,一般大學,1048,亞洲大學,博士班,241,152,89
108,私立,一般大學,1049,開南大學,學士班(日間),4300,2060,2240
108,私立,一般大學,1049,開南大學,學士班(進修),1053,590,463
108,私立,一般大學,1049,開南大學,碩士班(日間),220,89,131
108,私立,一般大學,1049,開南大學,碩士在職專班,321,173,148
108,私立,一般大學,1050,佛光大學,學士班(日間),2890,1338,1552
108,私立,一般大學,1050,佛光大學,碩士班(日間),441,166,275
108,私立,一般大學,1050,佛光大學,碩士在職專班,154,90,64
108,私立,一般大學,1050,佛光大學,博士班,65,27,38
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,1080,240,840
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),8532,2498,6034
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),2888,1029,1859
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),99,28,71
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,115,26,89
108,私立,技專校院,1052,遠東科技大學,二專(進修),36,31,5
108,私立,技專校院,1052,遠東科技大學,學士班(日間),3748,2504,1244
108,私立,技專校院,1052,遠東科技大學,學士班(進修),874,649,225
108,私立,技專校院,1052,遠東科技大學,碩士班(日間),245,134,111
108,私立,技專校院,1052,遠東科技大學,碩士在職專班,39,37,2
108,私立,技專校院,1052,遠東科技大學,附設進專,252,142,110
108,私立,技專校院,1052,遠東科技大學,附設進院,297,200,97
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,二專(日間),35,27,8
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),4017,1755,2262
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),1857,839,1018
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),249,122,127
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,48,14,34
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,附設進專,33,23,10
108,私立,技專校院,1054,景文科技大學,學士班(日間),5072,2282,2790
108,私立,技專校院,1054,景文科技大學,學士班(進修),1685,845,840
108,私立,技專校院,1054,景文科技大學,碩士班(日間),45,32,13
108,私立,技專校院,1054,景文科技大學,碩士在職專班,47,29,18
108,私立,技專校院,1054,景文科技大學,附設進專,185,98,87
108,私立,技專校院,1055,中華醫事科技大學,二專(日間),93,58,35
108,私立,技專校院,1055,中華醫事科技大學,五專,3057,685,2372
108,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4291,1633,2658
108,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1426,494,932
108,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),96,48,48
108,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,27,14,13
108,私立,技專校院,1056,東南科技大學,學士班(日間),4757,3141,1616
108,私立,技專校院,1056,東南科技大學,學士班(進修),641,497,144
108,私立,技專校院,1056,東南科技大學,碩士班(日間),129,91,38
108,私立,技專校院,1056,東南科技大學,碩士在職專班,48,40,8
108,私立,技專校院,1056,東南科技大學,附設進專,1,1,0
108,私立,技專校院,1057,德明財經科技大學,學士班(日間),7032,2884,4148
108,私立,技專校院,1057,德明財經科技大學,學士班(進修),702,371,331
108,私立,技專校院,1057,德明財經科技大學,碩士班(日間),44,27,17
108,私立,技專校院,1057,德明財經科技大學,碩士在職專班,48,30,18
108,私立,技專校院,1057,德明財經科技大學,附設進專,4,4,0
108,私立,技專校院,1057,德明財經科技大學,附設進院,73,27,46
108,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),2250,1310,940
108,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),761,482,279
108,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),162,90,72
108,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,60,25,35
108,私立,一般大學,1058,明道學校財團法人明道大學,博士班,29,19,10
108,私立,技專校院,1060,南開科技大學,五專,715,586,129
108,私立,技專校院,1060,南開科技大學,學士班(日間),2477,1642,835
108,私立,技專校院,1060,南開科技大學,學士班(進修),723,481,242
108,私立,技專校院,1060,南開科技大學,碩士班(日間),99,56,43
