,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學生學期內退學人數,男,女
,104,2,公立,一般大學,9,國立中山大學,博士班,852,32,22,10
,104,2,公立,一般大學,12,國立臺灣海洋大學,學士班(日間),5626,30,22,8
,104,2,公立,一般大學,12,國立臺灣海洋大學,學士班(進修),662,40,26,14
,104,2,公立,一般大學,12,國立臺灣海洋大學,碩士班(日間),1431,33,23,10
,104,2,公立,一般大學,12,國立臺灣海洋大學,碩士在職專班,569,15,12,3
,104,2,公立,一般大學,12,國立臺灣海洋大學,博士班,321,10,8,2
,104,2,公立,一般大學,13,國立中正大學,學士班(日間),6727,52,36,16
,104,2,公立,一般大學,13,國立中正大學,碩士班(日間),2766,63,39,24
,104,2,公立,一般大學,13,國立中正大學,碩士在職專班,1595,41,24,17
,104,2,公立,一般大學,13,國立中正大學,博士班,591,19,14,5
,104,2,公立,一般大學,14,國立高雄師範大學,學士班(日間),3471,27,17,10
,104,2,公立,一般大學,14,國立高雄師範大學,碩士班(日間),1429,48,19,29
,104,2,公立,一般大學,14,國立高雄師範大學,碩士在職專班,1253,74,36,38
,104,2,公立,一般大學,14,國立高雄師範大學,博士班,478,5,2,3
,104,2,公立,一般大學,15,國立彰化師範大學,學士班(日間),4850,29,22,7
,104,2,公立,一般大學,15,國立彰化師範大學,碩士班(日間),1524,42,24,18
,104,2,公立,一般大學,15,國立彰化師範大學,碩士在職專班,1286,23,12,11
,104,2,公立,一般大學,15,國立彰化師範大學,博士班,464,8,5,3
,104,2,公立,一般大學,16,國立陽明大學,學士班(日間),2100,11,5,6
,104,2,公立,一般大學,16,國立陽明大學,碩士班(日間),1168,24,7,17
,104,2,公立,一般大學,16,國立陽明大學,碩士在職專班,125,6,2,4
,104,2,公立,一般大學,16,國立陽明大學,博士班,934,26,13,13
,104,2,公立,一般大學,17,國立臺北大學,學士班(日間),5856,24,20,4
,104,2,公立,一般大學,17,國立臺北大學,學士班(進修),1930,55,33,22
,104,2,公立,一般大學,17,國立臺北大學,碩士班(日間),1328,31,19,12
,104,2,公立,一般大學,17,國立臺北大學,碩士在職專班,469,13,8,5
,104,2,公立,一般大學,17,國立臺北大學,博士班,182,2,2,0
,104,2,公立,一般大學,18,國立嘉義大學,學士班(日間),7918,46,28,18
,104,2,公立,一般大學,18,國立嘉義大學,學士班(進修),2104,85,53,32
,104,2,公立,一般大學,18,國立嘉義大學,碩士班(日間),1488,38,19,19
,104,2,公立,一般大學,18,國立嘉義大學,碩士在職專班,998,35,21,14
,104,2,公立,一般大學,18,國立嘉義大學,博士班,185,12,6,6
,104,2,公立,一般大學,19,國立高雄大學,學士班(日間),4185,26,21,5
,104,2,公立,一般大學,19,國立高雄大學,學士班(進修),168,10,8,2
,104,2,公立,一般大學,19,國立高雄大學,碩士班(日間),619,13,9,4
,104,2,公立,一般大學,19,國立高雄大學,碩士在職專班,427,17,11,6
,104,2,公立,一般大學,19,國立高雄大學,博士班,17,0,0,0
,104,2,公立,一般大學,20,國立東華大學,學士班(日間),7477,55,41,14
,104,2,公立,一般大學,20,國立東華大學,碩士班(日間),1741,68,41,27
,104,2,公立,一般大學,20,國立東華大學,碩士在職專班,581,18,11,7
,104,2,公立,一般大學,20,國立東華大學,博士班,375,10,7,3
,104,2,公立,一般大學,21,國立暨南國際大學,學士班(日間),4392,74,47,27
,104,2,公立,一般大學,21,國立暨南國際大學,學士班(進修),1,0,0,0
,104,2,公立,一般大學,21,國立暨南國際大學,碩士班(日間),1056,41,28,13
,104,2,公立,一般大學,21,國立暨南國際大學,碩士在職專班,373,10,5,5
,104,2,公立,一般大學,21,國立暨南國際大學,博士班,317,7,5,2
,104,2,公立,一般大學,28,國立臺北藝術大學,五專,83,3,3,0
,104,2,公立,一般大學,28,國立臺北藝術大學,學士班(日間),1773,20,9,11
,104,2,公立,一般大學,28,國立臺北藝術大學,碩士班(日間),973,37,17,20
,104,2,公立,一般大學,28,國立臺北藝術大學,碩士在職專班,168,1,0,1
,104,2,公立,一般大學,28,國立臺北藝術大學,博士班,67,3,1,2
,104,2,公立,一般大學,29,國立臺灣藝術大學,學士班(日間),2331,12,4,8
,104,2,公立,一般大學,29,國立臺灣藝術大學,學士班(進修),1923,40,15,25
,104,2,公立,一般大學,29,國立臺灣藝術大學,碩士班(日間),726,29,14,15
,104,2,公立,一般大學,29,國立臺灣藝術大學,碩士在職專班,414,4,2,2
,104,2,公立,一般大學,29,國立臺灣藝術大學,博士班,90,1,0,1
,104,2,公立,一般大學,30,國立臺東大學,學士班(日間),3547,29,20,9
,104,2,公立,一般大學,30,國立臺東大學,學士班(進修),172,8,7,1
,104,2,公立,一般大學,30,國立臺東大學,碩士班(日間),302,10,4,6
,104,2,公立,一般大學,30,國立臺東大學,碩士在職專班,641,4,3,1
,104,2,公立,一般大學,30,國立臺東大學,博士班,38,1,1,0
,104,2,公立,一般大學,31,國立宜蘭大學,學士班(日間),4341,69,54,15
,104,2,公立,一般大學,31,國立宜蘭大學,學士班(進修),452,12,9,3
,104,2,公立,一般大學,31,國立宜蘭大學,碩士班(日間),492,13,10,3
,104,2,公立,一般大學,31,國立宜蘭大學,碩士在職專班,189,6,6,0
,104,2,公立,一般大學,31,國立宜蘭大學,博士班,14,1,1,0
,104,2,公立,一般大學,32,國立聯合大學,學士班(日間),6016,76,61,15
,104,2,公立,一般大學,32,國立聯合大學,學士班(進修),1429,110,73,37
,104,2,公立,一般大學,32,國立聯合大學,碩士班(日間),440,19,14,5
,104,2,公立,一般大學,32,國立聯合大學,博士班,9,1,1,0
,104,2,公立,一般大學,35,國立臺南藝術大學,五專,166,2,0,2
,104,2,公立,一般大學,35,國立臺南藝術大學,學士班(日間),729,9,4,5
,104,2,公立,一般大學,35,國立臺南藝術大學,學士班(進修),1,1,0,1
,104,2,公立,一般大學,35,國立臺南藝術大學,碩士班(日間),544,19,8,11
,104,2,公立,一般大學,35,國立臺南藝術大學,碩士在職專班,49,1,0,1
,104,2,公立,一般大學,35,國立臺南藝術大學,博士班,41,0,0,0
,104,2,公立,一般大學,36,國立臺南大學,學士班(日間),3896,20,14,6
,104,2,公立,一般大學,36,國立臺南大學,學士班(進修),211,5,2,3
,104,2,公立,一般大學,36,國立臺南大學,碩士班(日間),1022,38,18,20
,104,2,公立,一般大學,36,國立臺南大學,碩士在職專班,698,18,9,9
,104,2,公立,一般大學,36,國立臺南大學,博士班,169,4,4,0
,104,2,公立,一般大學,37,國立臺北教育大學,學士班(日間),3319,23,13,10
,104,2,公立,一般大學,37,國立臺北教育大學,碩士班(日間),1147,31,15,16
,104,2,公立,一般大學,37,國立臺北教育大學,碩士在職專班,1008,24,11,13
,104,2,公立,一般大學,37,國立臺北教育大學,博士班,132,2,1,1
,104,2,公立,一般大學,38,國立新竹教育大學,學士班(日間),2573,8,3,5
,104,2,公立,一般大學,38,國立新竹教育大學,碩士班(日間),797,18,8,10
,104,2,公立,一般大學,38,國立新竹教育大學,碩士在職專班,534,11,7,4
,104,2,公立,一般大學,38,國立新竹教育大學,博士班,82,1,0,1
,104,2,公立,一般大學,39,國立臺中教育大學,學士班(日間),3379,11,7,4
,104,2,公立,一般大學,39,國立臺中教育大學,碩士班(日間),833,15,7,8
,104,2,公立,一般大學,39,國立臺中教育大學,碩士在職專班,690,8,2,6
,104,2,公立,一般大學,39,國立臺中教育大學,博士班,126,0,0,0
,104,2,公立,一般大學,44,國立體育大學,學士班(日間),1599,23,18,5
,104,2,公立,一般大學,44,國立體育大學,學士班(進修),97,3,3,0
,104,2,公立,一般大學,44,國立體育大學,碩士班(日間),335,11,6,5
,104,2,公立,一般大學,44,國立體育大學,碩士在職專班,193,12,9,3
,104,2,公立,一般大學,44,國立體育大學,博士班,137,1,1,0
,104,2,公立,一般大學,48,國立金門大學,學士班(日間),3317,49,31,18
,104,2,公立,一般大學,48,國立金門大學,學士班(進修),820,52,41,11
,104,2,公立,一般大學,48,國立金門大學,碩士班(日間),199,7,5,2
,104,2,公立,一般大學,48,國立金門大學,碩士在職專班,53,1,1,0
,104,2,公立,一般大學,49,國立臺灣體育運動大學,學士班(日間),2422,65,50,15
,104,2,公立,一般大學,49,國立臺灣體育運動大學,學士班(進修),380,28,26,2
,104,2,公立,一般大學,49,國立臺灣體育運動大學,碩士班(日間),277,12,6,6
,104,2,公立,一般大學,49,國立臺灣體育運動大學,碩士在職專班,113,4,4,0
,104,2,公立,一般大學,52,國立屏東大學,學士班(日間),6708,64,37,27
,104,2,公立,一般大學,52,國立屏東大學,學士班(進修),597,25,11,14
,104,2,公立,一般大學,52,國立屏東大學,碩士班(日間),911,42,25,17
,104,2,公立,一般大學,52,國立屏東大學,碩士在職專班,480,17,7,10
,104,2,公立,一般大學,52,國立屏東大學,博士班,51,0,0,0
,104,2,公立,一般大學,3002,臺北市立大學,學士班(日間),5082,96,64,32
,104,2,公立,一般大學,3002,臺北市立大學,碩士班(日間),1255,33,14,19
,104,2,公立,一般大學,3002,臺北市立大學,碩士在職專班,985,26,11,15
,104,2,公立,一般大學,3002,臺北市立大學,博士班,251,4,2,2
,104,2,公立,技專校院,22,國立臺灣科技大學,學士班(日間),5483,46,35,11
,104,2,公立,技專校院,22,國立臺灣科技大學,學士班(進修),41,4,0,4
,104,2,公立,技專校院,22,國立臺灣科技大學,碩士班(日間),3208,32,25,7
,104,2,公立,技專校院,22,國立臺灣科技大學,碩士在職專班,756,30,22,8
,104,2,公立,技專校院,22,國立臺灣科技大學,博士班,958,38,30,8
,104,2,公立,技專校院,23,國立雲林科技大學,學士班(日間),6490,66,57,9
,104,2,公立,技專校院,23,國立雲林科技大學,碩士班(日間),2145,37,23,14
,104,2,公立,技專校院,23,國立雲林科技大學,碩士在職專班,749,28,22,6
,104,2,公立,技專校院,23,國立雲林科技大學,博士班,478,19,14,5
,104,2,公立,技專校院,24,國立屏東科技大學,學士班(日間),7842,72,52,20
,104,2,公立,技專校院,24,國立屏東科技大學,學士班(進修),1582,76,39,37
,104,2,公立,技專校院,24,國立屏東科技大學,碩士班(日間),1276,30,16,14
,104,2,公立,技專校院,24,國立屏東科技大學,碩士在職專班,509,18,13,5
,104,2,公立,技專校院,24,國立屏東科技大學,博士班,245,6,5,1
,104,2,公立,技專校院,25,國立臺北科技大學,學士班(日間),5929,45,34,11
,104,2,公立,技專校院,25,國立臺北科技大學,學士班(進修),1262,33,30,3
,104,2,公立,技專校院,25,國立臺北科技大學,碩士班(日間),2721,32,25,7
,104,2,公立,技專校院,25,國立臺北科技大學,碩士在職專班,1329,58,53,5
,104,2,公立,技專校院,25,國立臺北科技大學,博士班,684,32,27,5
,104,2,公立,技專校院,26,國立高雄第一科技大學,學士班(日間),5647,42,26,16
,104,2,公立,技專校院,26,國立高雄第一科技大學,碩士班(日間),1094,35,27,8
,104,2,公立,技專校院,26,國立高雄第一科技大學,碩士在職專班,736,25,23,2
,104,2,公立,技專校院,26,國立高雄第一科技大學,博士班,232,8,6,2
,104,2,公立,技專校院,27,國立高雄應用科技大學,學士班(日間),7603,72,53,19
,104,2,公立,技專校院,27,國立高雄應用科技大學,學士班(進修),1742,51,42,9
,104,2,公立,技專校院,27,國立高雄應用科技大學,碩士班(日間),1263,32,24,8
,104,2,公立,技專校院,27,國立高雄應用科技大學,碩士在職專班,1264,29,24,5
,104,2,公立,技專校院,27,國立高雄應用科技大學,博士班,299,10,10,0
,104,2,公立,技專校院,33,國立虎尾科技大學,學士班(日間),7615,57,52,5
,104,2,公立,技專校院,33,國立虎尾科技大學,學士班(進修),1321,62,48,14
,104,2,公立,技專校院,33,國立虎尾科技大學,碩士班(日間),856,10,9,1
,104,2,公立,技專校院,33,國立虎尾科技大學,碩士在職專班,244,13,11,2
,104,2,公立,技專校院,33,國立虎尾科技大學,博士班,26,2,2,0
,104,2,公立,技專校院,34,國立高雄海洋科技大學,五專,506,2,2,0
,104,2,公立,技專校院,34,國立高雄海洋科技大學,學士班(日間),4935,57,41,16
,104,2,公立,技專校院,34,國立高雄海洋科技大學,學士班(進修),1784,59,37,22
,104,2,公立,技專校院,34,國立高雄海洋科技大學,碩士班(日間),332,9,5,4
,104,2,公立,技專校院,34,國立高雄海洋科技大學,碩士在職專班,179,7,5,2
,104,2,公立,技專校院,34,國立高雄海洋科技大學,博士班,9,0,0,0
,104,2,公立,技專校院,42,國立澎湖科技大學,學士班(日間),2542,27,14,13
,104,2,公立,技專校院,42,國立澎湖科技大學,學士班(進修),327,9,7,2
,104,2,公立,技專校院,42,國立澎湖科技大學,碩士班(日間),70,10,4,6
,104,2,公立,技專校院,42,國立澎湖科技大學,碩士在職專班,45,1,0,1
,104,2,公立,技專校院,43,國立勤益科技大學,二專(日間),7,0,0,0
,104,2,公立,技專校院,43,國立勤益科技大學,二專(進修),1,0,0,0
,104,2,公立,技專校院,43,國立勤益科技大學,學士班(日間),6831,78,64,14
,104,2,公立,技專校院,43,國立勤益科技大學,學士班(進修),3565,106,91,15
,104,2,公立,技專校院,43,國立勤益科技大學,碩士班(日間),649,23,19,4
,104,2,公立,技專校院,43,國立勤益科技大學,碩士在職專班,253,11,10,1
,104,2,公立,技專校院,43,國立勤益科技大學,博士班,12,0,0,0
,104,2,公立,技專校院,46,國立臺北護理健康大學,學士班(日間),3133,25,6,19
,104,2,公立,技專校院,46,國立臺北護理健康大學,學士班(進修),696,12,0,12
,104,2,公立,技專校院,46,國立臺北護理健康大學,碩士班(日間),585,13,4,9
,104,2,公立,技專校院,46,國立臺北護理健康大學,碩士在職專班,183,7,2,5
,104,2,公立,技專校院,46,國立臺北護理健康大學,博士班,60,1,0,1
,104,2,公立,技專校院,47,國立高雄餐旅大學,二專(進修),278,2,0,2
,104,2,公立,技專校院,47,國立高雄餐旅大學,五專,213,1,1,0
,104,2,公立,技專校院,47,國立高雄餐旅大學,學士班(日間),3296,15,3,12
,104,2,公立,技專校院,47,國立高雄餐旅大學,學士班(進修),1206,7,1,6
,104,2,公立,技專校院,47,國立高雄餐旅大學,碩士班(日間),189,6,3,3
,104,2,公立,技專校院,47,國立高雄餐旅大學,碩士在職專班,95,1,1,0
,104,2,公立,技專校院,47,國立高雄餐旅大學,博士班,24,0,0,0
,104,2,公立,技專校院,50,國立臺中科技大學,二專(日間),67,1,0,1
,104,2,公立,技專校院,50,國立臺中科技大學,二專(進修),181,6,0,6
,104,2,公立,技專校院,50,國立臺中科技大學,五專,3825,34,11,23
,104,2,公立,技專校院,50,國立臺中科技大學,學士班(日間),6574,42,12,30
,104,2,公立,技專校院,50,國立臺中科技大學,學士班(進修),2671,55,22,33
,104,2,公立,技專校院,50,國立臺中科技大學,碩士班(日間),405,4,3,1
,104,2,公立,技專校院,50,國立臺中科技大學,碩士在職專班,152,3,2,1
,104,2,公立,技專校院,51,國立臺北商業大學,二專(進修),213,10,7,3
,104,2,公立,技專校院,51,國立臺北商業大學,五專,1978,26,12,14
,104,2,公立,技專校院,51,國立臺北商業大學,學士班(日間),2876,19,14,5
,104,2,公立,技專校院,51,國立臺北商業大學,學士班(進修),1602,19,12,7
,104,2,公立,技專校院,51,國立臺北商業大學,碩士班(日間),155,2,2,0
,104,2,公立,技專校院,51,國立臺北商業大學,碩士在職專班,21,2,2,0
,104,2,公立,技專校院,144,國立臺灣戲曲學院,學士班(日間),515,13,7,6
,104,2,公立,技專校院,144,國立臺灣戲曲學院,學士班(進修),60,0,0,0
,104,2,公立,技專校院,221,國立臺南護理專科學校,二專(日間),100,5,1,4
,104,2,公立,技專校院,221,國立臺南護理專科學校,二專(進修),83,3,0,3
,104,2,公立,技專校院,221,國立臺南護理專科學校,五專,1763,8,0,8
,104,2,公立,技專校院,222,國立臺東專科學校,二專(日間),494,2,2,0
,104,2,公立,技專校院,222,國立臺東專科學校,二專(進修),109,5,4,1
,104,2,公立,技專校院,222,國立臺東專科學校,五專,660,10,2,8
,104,2,私立,一般大學,1001,東海大學,學士班(日間),13844,191,128,63
,104,2,私立,一般大學,1001,東海大學,學士班(進修),625,31,21,10
,104,2,私立,一般大學,1001,東海大學,碩士班(日間),1459,78,45,33
,104,2,私立,一般大學,1001,東海大學,碩士在職專班,778,25,14,11
,104,2,私立,一般大學,1001,東海大學,博士班,227,6,4,2
,104,2,私立,一般大學,1002,輔仁大學,學士班(日間),18281,238,172,66
,104,2,私立,一般大學,1002,輔仁大學,學士班(進修),4887,231,122,109
,104,2,私立,一般大學,1002,輔仁大學,碩士班(日間),2165,108,52,56
,104,2,私立,一般大學,1002,輔仁大學,碩士在職專班,1641,76,37,39
,104,2,私立,一般大學,1002,輔仁大學,博士班,453,16,8,8
,104,2,私立,一般大學,1003,東吳大學,學士班(日間),12131,112,62,50
,104,2,私立,一般大學,1003,東吳大學,學士班(進修),1211,25,9,16
,104,2,私立,一般大學,1003,東吳大學,碩士班(日間),1197,49,31,18
,104,2,私立,一般大學,1003,東吳大學,碩士在職專班,1155,48,31,17
,104,2,私立,一般大學,1003,東吳大學,博士班,102,2,1,1
,104,2,私立,一般大學,1004,中原大學,學士班(日間),13279,279,223,56
,104,2,私立,一般大學,1004,中原大學,學士班(進修),1,0,0,0
,104,2,私立,一般大學,1004,中原大學,碩士班(日間),1696,57,31,26
,104,2,私立,一般大學,1004,中原大學,碩士在職專班,987,58,42,16
,104,2,私立,一般大學,1004,中原大學,博士班,354,25,20,5
,104,2,私立,一般大學,1005,淡江大學,學士班(日間),20972,368,280,88
,104,2,私立,一般大學,1005,淡江大學,學士班(進修),2374,175,113,62
,104,2,私立,一般大學,1005,淡江大學,碩士班(日間),1972,55,34,21
,104,2,私立,一般大學,1005,淡江大學,碩士在職專班,1227,30,10,20
,104,2,私立,一般大學,1005,淡江大學,博士班,496,13,11,2
,104,2,私立,一般大學,1006,中國文化大學,學士班(日間),21348,581,400,181
,104,2,私立,一般大學,1006,中國文化大學,學士班(進修),2657,255,132,123
,104,2,私立,一般大學,1006,中國文化大學,碩士班(日間),1581,104,65,39
,104,2,私立,一般大學,1006,中國文化大學,碩士在職專班,603,31,21,10
,104,2,私立,一般大學,1006,中國文化大學,博士班,505,14,9,5
,104,2,私立,一般大學,1007,逢甲大學,學士班(日間),17063,282,225,57
,104,2,私立,一般大學,1007,逢甲大學,學士班(進修),974,56,35,21
,104,2,私立,一般大學,1007,逢甲大學,碩士班(日間),1646,40,25,15
,104,2,私立,一般大學,1007,逢甲大學,碩士在職專班,1110,35,26,9
,104,2,私立,一般大學,1007,逢甲大學,博士班,408,21,19,2
,104,2,私立,一般大學,1008,靜宜大學,學士班(日間),11446,128,68,60
,104,2,私立,一般大學,1008,靜宜大學,學士班(進修),47,6,5,1
,104,2,私立,一般大學,1008,靜宜大學,碩士班(日間),580,21,10,11
,104,2,私立,一般大學,1008,靜宜大學,碩士在職專班,326,6,3,3
,104,2,私立,一般大學,1008,靜宜大學,博士班,36,2,0,2
,104,2,私立,一般大學,1009,長庚大學,學士班(日間),5218,79,41,38
,104,2,私立,一般大學,1009,長庚大學,碩士班(日間),1322,48,27,21
,104,2,私立,一般大學,1009,長庚大學,碩士在職專班,296,15,12,3
,104,2,私立,一般大學,1009,長庚大學,博士班,550,19,16,3
,104,2,私立,一般大學,1010,元智大學,學士班(日間),7223,83,66,17
,104,2,私立,一般大學,1010,元智大學,碩士班(日間),1053,31,25,6
,104,2,私立,一般大學,1010,元智大學,碩士在職專班,837,41,30,11
,104,2,私立,一般大學,1010,元智大學,博士班,307,15,9,6
,104,2,私立,一般大學,1011,中華大學,學士班(日間),7062,139,87,52
,104,2,私立,一般大學,1011,中華大學,學士班(進修),379,17,12,5
,104,2,私立,一般大學,1011,中華大學,碩士班(日間),645,21,14,7
,104,2,私立,一般大學,1011,中華大學,碩士在職專班,261,6,6,0
,104,2,私立,一般大學,1011,中華大學,博士班,126,3,2,1
,104,2,私立,一般大學,1012,大葉大學,學士班(日間),8920,167,106,61
,104,2,私立,一般大學,1012,大葉大學,學士班(進修),1522,68,45,23
,104,2,私立,一般大學,1012,大葉大學,碩士班(日間),758,32,15,17
,104,2,私立,一般大學,1012,大葉大學,碩士在職專班,563,15,9,6
,104,2,私立,一般大學,1012,大葉大學,博士班,128,3,2,1
,104,2,私立,一般大學,1013,華梵大學,學士班(日間),2613,74,36,38
,104,2,私立,一般大學,1013,華梵大學,碩士班(日間),306,19,15,4
,104,2,私立,一般大學,1013,華梵大學,碩士在職專班,270,17,12,5
,104,2,私立,一般大學,1013,華梵大學,博士班,53,3,2,1
,104,2,私立,一般大學,1014,義守大學,學士班(日間),13137,236,148,88
,104,2,私立,一般大學,1014,義守大學,學士班(進修),2364,152,103,49
,104,2,私立,一般大學,1014,義守大學,碩士班(日間),576,19,10,9
,104,2,私立,一般大學,1014,義守大學,碩士在職專班,452,19,12,7
,104,2,私立,一般大學,1014,義守大學,博士班,137,7,6,1
,104,2,私立,一般大學,1015,世新大學,學士班(日間),9959,121,70,51
,104,2,私立,一般大學,1015,世新大學,學士班(進修),204,15,8,7
,104,2,私立,一般大學,1015,世新大學,碩士班(日間),681,32,18,14
,104,2,私立,一般大學,1015,世新大學,碩士在職專班,930,49,26,23
,104,2,私立,一般大學,1015,世新大學,博士班,76,2,0,2
,104,2,私立,一般大學,1016,銘傳大學,學士班(日間),17787,247,158,89
,104,2,私立,一般大學,1016,銘傳大學,碩士班(日間),720,28,16,12
,104,2,私立,一般大學,1016,銘傳大學,碩士在職專班,847,16,5,11
,104,2,私立,一般大學,1016,銘傳大學,博士班,59,2,0,2
,104,2,私立,一般大學,1017,實踐大學,學士班(日間),12477,225,114,111
,104,2,私立,一般大學,1017,實踐大學,學士班(進修),2538,130,56,74
,104,2,私立,一般大學,1017,實踐大學,碩士班(日間),389,10,5,5
,104,2,私立,一般大學,1017,實踐大學,碩士在職專班,198,5,3,2
,104,2,私立,一般大學,1017,實踐大學,博士班,14,0,0,0
,104,2,私立,一般大學,1019,高雄醫學大學,學士班(日間),5638,196,87,109
,104,2,私立,一般大學,1019,高雄醫學大學,學士班(進修),123,2,0,2
,104,2,私立,一般大學,1019,高雄醫學大學,碩士班(日間),604,23,13,10
,104,2,私立,一般大學,1019,高雄醫學大學,碩士在職專班,204,12,3,9
,104,2,私立,一般大學,1019,高雄醫學大學,博士班,325,11,7,4
,104,2,私立,一般大學,1020,南華大學,學士班(日間),4237,79,49,30
,104,2,私立,一般大學,1020,南華大學,學士班(進修),227,10,4,6
,104,2,私立,一般大學,1020,南華大學,碩士班(日間),638,33,17,16
,104,2,私立,一般大學,1020,南華大學,碩士在職專班,417,15,10,5
,104,2,私立,一般大學,1020,南華大學,博士班,36,0,0,0
,104,2,私立,一般大學,1021,真理大學,學士班(日間),7791,233,122,111
,104,2,私立,一般大學,1021,真理大學,學士班(進修),558,44,28,16
,104,2,私立,一般大學,1021,真理大學,碩士班(日間),157,5,5,0
,104,2,私立,一般大學,1021,真理大學,碩士在職專班,13,0,0,0
,104,2,私立,一般大學,1022,大同大學,學士班(日間),3733,95,79,16
,104,2,私立,一般大學,1022,大同大學,碩士班(日間),426,22,19,3
,104,2,私立,一般大學,1022,大同大學,碩士在職專班,399,36,31,5
,104,2,私立,一般大學,1022,大同大學,博士班,134,12,9,3
,104,2,私立,一般大學,1027,慈濟大學,學士班(日間),2934,39,18,21
,104,2,私立,一般大學,1027,慈濟大學,碩士班(日間),347,21,6,15
,104,2,私立,一般大學,1027,慈濟大學,碩士在職專班,35,0,0,0
,104,2,私立,一般大學,1027,慈濟大學,博士班,104,3,2,1
,104,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),4596,39,16,23
,104,2,私立,一般大學,1028,臺北醫學大學,學士班(進修),55,0,0,0
,104,2,私立,一般大學,1028,臺北醫學大學,碩士班(日間),608,19,7,12
,104,2,私立,一般大學,1028,臺北醫學大學,碩士在職專班,228,5,0,5
,104,2,私立,一般大學,1028,臺北醫學大學,博士班,408,9,6,3
,104,2,私立,一般大學,1029,中山醫學大學,學士班(日間),6420,81,36,45
,104,2,私立,一般大學,1029,中山醫學大學,學士班(進修),245,10,3,7
,104,2,私立,一般大學,1029,中山醫學大學,碩士班(日間),489,12,5,7
,104,2,私立,一般大學,1029,中山醫學大學,碩士在職專班,125,2,2,0
,104,2,私立,一般大學,1029,中山醫學大學,博士班,225,3,2,1
,104,2,私立,一般大學,1033,長榮大學,學士班(日間),9303,137,81,56
,104,2,私立,一般大學,1033,長榮大學,學士班(進修),627,51,35,16
,104,2,私立,一般大學,1033,長榮大學,碩士班(日間),472,26,12,14
,104,2,私立,一般大學,1033,長榮大學,碩士在職專班,155,2,1,1
,104,2,私立,一般大學,1033,長榮大學,博士班,37,1,0,1
,104,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),6380,49,25,24
,104,2,私立,一般大學,1035,中國醫藥大學,學士班(進修),73,3,0,3
,104,2,私立,一般大學,1035,中國醫藥大學,碩士班(日間),490,16,10,6
,104,2,私立,一般大學,1035,中國醫藥大學,碩士在職專班,67,1,0,1
,104,2,私立,一般大學,1035,中國醫藥大學,博士班,356,7,5,2
,104,2,私立,一般大學,1039,玄奘大學,學士班(日間),4136,168,81,87
,104,2,私立,一般大學,1039,玄奘大學,學士班(進修),1124,80,43,37
,104,2,私立,一般大學,1039,玄奘大學,碩士班(日間),345,29,14,15
,104,2,私立,一般大學,1039,玄奘大學,碩士在職專班,245,9,6,3
,104,2,私立,一般大學,1039,玄奘大學,博士班,9,0,0,0
,104,2,私立,一般大學,1048,亞洲大學,學士班(日間),9861,170,101,69
,104,2,私立,一般大學,1048,亞洲大學,學士班(進修),1307,107,70,37
,104,2,私立,一般大學,1048,亞洲大學,碩士班(日間),611,32,16,16
,104,2,私立,一般大學,1048,亞洲大學,碩士在職專班,495,11,7,4
,104,2,私立,一般大學,1048,亞洲大學,博士班,159,5,5,0
,104,2,私立,一般大學,1049,開南大學,學士班(日間),7647,345,217,128
,104,2,私立,一般大學,1049,開南大學,學士班(進修),1239,114,69,45
,104,2,私立,一般大學,1049,開南大學,碩士班(日間),258,30,21,9
,104,2,私立,一般大學,1049,開南大學,碩士在職專班,370,14,12,2
,104,2,私立,一般大學,1050,佛光大學,學士班(日間),3017,62,33,29
,104,2,私立,一般大學,1050,佛光大學,碩士班(日間),627,32,22,10
,104,2,私立,一般大學,1050,佛光大學,碩士在職專班,245,4,3,1
,104,2,私立,一般大學,1050,佛光大學,博士班,52,1,0,1
,104,2,私立,一般大學,1058,明道大學,學士班(日間),3696,79,47,32
,104,2,私立,一般大學,1058,明道大學,學士班(進修),1569,98,63,35
,104,2,私立,一般大學,1058,明道大學,碩士班(日間),201,11,5,6
,104,2,私立,一般大學,1058,明道大學,碩士在職專班,92,0,0,0
,104,2,私立,一般大學,1058,明道大學,博士班,13,0,0,0
,104,2,私立,一般大學,1067,台灣首府大學,學士班(日間),3285,154,96,58
,104,2,私立,一般大學,1067,台灣首府大學,學士班(進修),735,39,26,13
,104,2,私立,一般大學,1067,台灣首府大學,碩士班(日間),67,4,4,0
,104,2,私立,一般大學,1067,台灣首府大學,碩士在職專班,7,0,0,0
,104,2,私立,一般大學,1079,康寧大學,二專(日間),76,6,0,6
,104,2,私立,一般大學,1079,康寧大學,二專(進修),329,8,3,5
,104,2,私立,一般大學,1079,康寧大學,五專,2903,50,22,28
,104,2,私立,一般大學,1079,康寧大學,學士班(日間),1275,68,19,49
,104,2,私立,一般大學,1079,康寧大學,學士班(進修),524,43,30,13
,104,2,私立,一般大學,1079,康寧大學,碩士班(日間),148,12,3,9
,104,2,私立,一般大學,1079,康寧大學,碩士在職專班,157,10,2,8
,104,2,私立,一般大學,1125,中信金融管理學院,學士班(日間),184,1,1,0
,104,2,私立,一般大學,1125,中信金融管理學院,學士班(進修),22,4,2,2
,104,2,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1452,106,55,51
