,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,輔系人次
,104,2,私立,一般大學,1011,中華大學,資訊工程學系,學士班(日間),2
,104,2,私立,一般大學,1011,中華大學,建築與都市計畫學系,學士班(日間),1
,104,2,私立,一般大學,1011,中華大學,休閒遊憩規劃與管理學系,學士班(日間),2
,104,2,私立,一般大學,1011,中華大學,觀光與會展學系,學士班(日間),2
,104,2,私立,一般大學,1011,中華大學,運輸科技與物流管理學系,學士班(日間),6
,104,2,私立,一般大學,1012,大葉大學,造形藝術學系,學士班(日間),12
,104,2,私立,一般大學,1012,大葉大學,英語學系,學士班(日間),24
,104,2,私立,一般大學,1012,大葉大學,應用日語學系,學士班(日間),26
,104,2,私立,一般大學,1012,大葉大學,歐洲語文學系,學士班(日間),4
,104,2,私立,一般大學,1012,大葉大學,文創產業國際人才學士學位學程,學士班(日間),3
,104,2,私立,一般大學,1012,大葉大學,視覺傳達設計學系,學士班(日間),5
,104,2,私立,一般大學,1012,大葉大學,視覺傳達設計學系,學士班(進修),1
,104,2,私立,一般大學,1012,大葉大學,工業設計學系,學士班(日間),12
,104,2,私立,一般大學,1012,大葉大學,綠色產品設計學士學位學程,學士班(日間),1
,104,2,私立,一般大學,1012,大葉大學,歐洲文化與旅遊學士學位學程,學士班(日間),1
,104,2,私立,一般大學,1012,大葉大學,會計資訊學系,學士班(日間),12
,104,2,私立,一般大學,1012,大葉大學,企業管理學系,學士班(日間),4
,104,2,私立,一般大學,1012,大葉大學,國際企業管理學系,學士班(日間),10
,104,2,私立,一般大學,1012,大葉大學,財務金融學系,學士班(日間),3
,104,2,私立,一般大學,1012,大葉大學,人力資源暨公共關係學系,學士班(日間),3
,104,2,私立,一般大學,1012,大葉大學,生物產業科技學系,學士班(日間),1
,104,2,私立,一般大學,1012,大葉大學,分子生物科技學系,學士班(日間),1
,104,2,私立,一般大學,1012,大葉大學,資訊管理學系,學士班(日間),4
,104,2,私立,一般大學,1012,大葉大學,多媒體數位內容學位學程,學士班(日間),7
,104,2,私立,一般大學,1012,大葉大學,電機工程學系,學士班(日間),2
,104,2,私立,一般大學,1012,大葉大學,資訊工程學系,學士班(日間),1
,104,2,私立,一般大學,1012,大葉大學,機械與自動化工程學系,學士班(日間),1
,104,2,私立,一般大學,1012,大葉大學,材料科學與工程學系,學士班(日間),4
,104,2,私立,一般大學,1012,大葉大學,工業工程與管理學系,學士班(日間),2
,104,2,私立,一般大學,1012,大葉大學,藥用植物與保健學系,學士班(日間),7
,104,2,私立,一般大學,1012,大葉大學,餐旅管理學系,學士班(日間),3
,104,2,私立,一般大學,1012,大葉大學,觀光旅遊學系,學士班(日間),5
,104,2,私立,一般大學,1012,大葉大學,休閒事業管理學系,學士班(日間),7
,104,2,私立,一般大學,1012,大葉大學,運動健康管理學系,學士班(日間),2
,104,2,私立,一般大學,1013,華梵大學,美術與文創學系,學士班(日間),1
,104,2,私立,一般大學,1013,華梵大學,中國文學系,學士班(日間),1
,104,2,私立,一般大學,1013,華梵大學,外國語文學系,學士班(日間),2
,104,2,私立,一般大學,1013,華梵大學,佛教學系,學士班(日間),3
,104,2,私立,一般大學,1014,義守大學,應用英語學系,學士班(日間),9
,104,2,私立,一般大學,1014,義守大學,應用日語學系,學士班(日間),5
,104,2,私立,一般大學,1014,義守大學,數位多媒體設計學系,學士班(日間),4
,104,2,私立,一般大學,1014,義守大學,創意商品設計學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,大眾傳播學系,學士班(日間),2
,104,2,私立,一般大學,1014,義守大學,會計學系,學士班(日間),2
,104,2,私立,一般大學,1014,義守大學,企業管理學系,學士班(日間),4
,104,2,私立,一般大學,1014,義守大學,國際商務學系,學士班(日間),8
,104,2,私立,一般大學,1014,義守大學,財務金融學系,學士班(日間),4
,104,2,私立,一般大學,1014,義守大學,國際財務金融學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,醫務管理學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,工業管理學系,學士班(日間),2
,104,2,私立,一般大學,1014,義守大學,資訊管理學系,學士班(日間),3
,104,2,私立,一般大學,1014,義守大學,通訊工程學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,化學工程學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,材料科學與工程學系,學士班(日間),3
,104,2,私立,一般大學,1014,義守大學,生物醫學工程學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,護理學系,學士班(日間),1
,104,2,私立,一般大學,1014,義守大學,餐旅管理學系,學士班(日間),12
,104,2,私立,一般大學,1014,義守大學,廚藝學系,學士班(日間),3
,104,2,私立,一般大學,1014,義守大學,國際觀光餐旅學系,學士班(日間),2
,104,2,私立,一般大學,1014,義守大學,休閒事業管理學系,學士班(日間),1
,104,2,私立,一般大學,1015,世新大學,中國文學系,學士班(日間),25
,104,2,私立,一般大學,1015,世新大學,英語學系,學士班(日間),41
,104,2,私立,一般大學,1015,世新大學,日本語文學系,學士班(日間),63
,104,2,私立,一般大學,1015,世新大學,數位多媒體設計學系,學士班(日間),9
,104,2,私立,一般大學,1015,世新大學,經濟學系,學士班(日間),14
,104,2,私立,一般大學,1015,世新大學,社會心理學系,學士班(日間),7
,104,2,私立,一般大學,1015,世新大學,行政管理學系,學士班(日間),28
,104,2,私立,一般大學,1015,世新大學,資訊傳播學系,學士班(日間),27
,104,2,私立,一般大學,1015,世新大學,口語傳播學系,學士班(日間),84
,104,2,私立,一般大學,1015,世新大學,新聞學系,學士班(日間),118
,104,2,私立,一般大學,1015,世新大學,廣播電視電影學系,學士班(日間),53
,104,2,私立,一般大學,1015,世新大學,公共關係暨廣告學系,學士班(日間),57
,104,2,私立,一般大學,1015,世新大學,圖文傳播暨數位出版學系,學士班(日間),26
,104,2,私立,一般大學,1015,世新大學,企業管理學系,學士班(日間),15
,104,2,私立,一般大學,1015,世新大學,財務金融學系,學士班(日間),10
,104,2,私立,一般大學,1015,世新大學,傳播管理學系,學士班(日間),41
,104,2,私立,一般大學,1015,世新大學,法律學系,學士班(日間),5
,104,2,私立,一般大學,1015,世新大學,資訊管理學系,學士班(日間),9
,104,2,私立,一般大學,1015,世新大學,觀光學系,學士班(日間),20
,104,2,私立,一般大學,1016,銘傳大學,華語文教學學系,學士班(日間),71
,104,2,私立,一般大學,1016,銘傳大學,應用中國文學系,學士班(日間),30
,104,2,私立,一般大學,1016,銘傳大學,應用英語學系,學士班(日間),39
,104,2,私立,一般大學,1016,銘傳大學,應用日語學系,學士班(日間),7
,104,2,私立,一般大學,1016,銘傳大學,數位媒體設計學系,學士班(日間),16
,104,2,私立,一般大學,1016,銘傳大學,商業設計學系,學士班(日間),5
,104,2,私立,一般大學,1016,銘傳大學,商品設計學系,學士班(日間),12
,104,2,私立,一般大學,1016,銘傳大學,經濟學系,學士班(日間),23
,104,2,私立,一般大學,1016,銘傳大學,諮商與工商心理學系,學士班(日間),12
,104,2,私立,一般大學,1016,銘傳大學,公共事務學系,學士班(日間),8
,104,2,私立,一般大學,1016,銘傳大學,資訊傳播工程學系,學士班(日間),7
,104,2,私立,一般大學,1016,銘傳大學,新聞學系,學士班(日間),7
,104,2,私立,一般大學,1016,銘傳大學,廣播電視學系,學士班(日間),10
,104,2,私立,一般大學,1016,銘傳大學,新媒體暨傳播管理學系,學士班(日間),6
,104,2,私立,一般大學,1016,銘傳大學,廣告暨策略行銷學系,學士班(日間),15
,104,2,私立,一般大學,1016,銘傳大學,會計學系,學士班(日間),9
,104,2,私立,一般大學,1016,銘傳大學,企業管理學系,學士班(日間),38
,104,2,私立,一般大學,1016,銘傳大學,國際企業學系,學士班(日間),12
,104,2,私立,一般大學,1016,銘傳大學,財務金融學系,學士班(日間),23
,104,2,私立,一般大學,1016,銘傳大學,風險管理與保險學系,學士班(日間),27
,104,2,私立,一般大學,1016,銘傳大學,醫療資訊與管理學系,學士班(日間),11
,104,2,私立,一般大學,1016,銘傳大學,社會與安全管理學系,學士班(日間),12
,104,2,私立,一般大學,1016,銘傳大學,法律學系,學士班(日間),5
,104,2,私立,一般大學,1016,銘傳大學,財金法律學系,學士班(日間),4
,104,2,私立,一般大學,1016,銘傳大學,生物科技學系,學士班(日間),8
,104,2,私立,一般大學,1016,銘傳大學,應用統計資訊學系,學士班(日間),2
,104,2,私立,一般大學,1016,銘傳大學,資訊管理學系,學士班(日間),8
,104,2,私立,一般大學,1016,銘傳大學,電子工程學系,學士班(日間),2
,104,2,私立,一般大學,1016,銘傳大學,資訊工程學系,學士班(日間),1
,104,2,私立,一般大學,1016,銘傳大學,電腦與通訊工程學系,學士班(日間),1
,104,2,私立,一般大學,1016,銘傳大學,生物醫學工程學系,學士班(日間),2
,104,2,私立,一般大學,1016,銘傳大學,建築學系,學士班(日間),1
,104,2,私立,一般大學,1016,銘傳大學,餐旅管理學系,學士班(日間),3
,104,2,私立,一般大學,1016,銘傳大學,觀光事業學系,學士班(日間),12
,104,2,私立,一般大學,1016,銘傳大學,休閒遊憩管理學系,學士班(日間),7
,104,2,私立,一般大學,1016,銘傳大學,觀光學院大一大二不分系,學士班(日間),10
,104,2,私立,一般大學,1017,實踐大學,應用中文學系,學士班(日間),3
,104,2,私立,一般大學,1017,實踐大學,應用外語學系,學士班(日間),11
,104,2,私立,一般大學,1017,實踐大學,應用外語學系,學士班(進修),1
,104,2,私立,一般大學,1017,實踐大學,應用英語學系,學士班(日間),17
,104,2,私立,一般大學,1017,實踐大學,應用日文學系,學士班(日間),11
,104,2,私立,一般大學,1017,實踐大學,時尚設計學系,學士班(日間),1
,104,2,私立,一般大學,1017,實踐大學,媒體傳達設計學系,學士班(日間),1
,104,2,私立,一般大學,1017,實踐大學,會計學系,學士班(日間),4
,104,2,私立,一般大學,1017,實踐大學,會計學系,學士班(進修),1
,104,2,私立,一般大學,1017,實踐大學,企業管理學系,學士班(日間),4
,104,2,私立,一般大學,1017,實踐大學,國際企業管理學系,學士班(日間),6
,104,2,私立,一般大學,1017,實踐大學,國際貿易學系,學士班(日間),2
,104,2,私立,一般大學,1017,實踐大學,國際經營與貿易學系,學士班(進修),1
,104,2,私立,一般大學,1017,實踐大學,財務金融學系,學士班(日間),3
,104,2,私立,一般大學,1017,實踐大學,風險管理與保險學系,學士班(日間),3
,104,2,私立,一般大學,1017,實踐大學,行銷管理學系,學士班(日間),8
,104,2,私立,一般大學,1017,實踐大學,資訊管理學系,學士班(日間),1
,104,2,私立,一般大學,1017,實踐大學,資訊模擬與設計學系,學士班(日間),2
,104,2,私立,一般大學,1017,實踐大學,食品營養與保健生技學系,學士班(日間),2
,104,2,私立,一般大學,1017,實踐大學,社會工作學系,學士班(日間),1
,104,2,私立,一般大學,1017,實踐大學,社會工作學系,學士班(進修),2
,104,2,私立,一般大學,1017,實踐大學,家庭研究與兒童發展學系,學士班(日間),3
,104,2,私立,一般大學,1017,實踐大學,家庭研究與兒童發展學系,學士班(進修),6
,104,2,私立,一般大學,1017,實踐大學,觀光管理學系,學士班(日間),14
,104,2,私立,一般大學,1017,實踐大學,服飾設計與經營學系,學士班(日間),5
,104,2,私立,一般大學,1019,高雄醫學大學,生物醫學暨環境生物學系,學士班(日間),1
,104,2,私立,一般大學,1019,高雄醫學大學,香粧品學系,學士班(日間),2
,104,2,私立,一般大學,1019,高雄醫學大學,運動醫學系,學士班(日間),4
,104,2,私立,一般大學,1019,高雄醫學大學,護理學系,學士班(日間),3
,104,2,私立,一般大學,1019,高雄醫學大學,醫學影像暨放射科學系,學士班(日間),1
,104,2,私立,一般大學,1019,高雄醫學大學,牙醫學系,學士班(日間),1
,104,2,私立,一般大學,1019,高雄醫學大學,醫學社會學與社會工作學系,學士班(日間),1
,104,2,私立,一般大學,1020,南華大學,幼兒教育學系,學士班(日間),48
,104,2,私立,一般大學,1020,南華大學,視覺與媒體藝術學系,學士班(日間),1
,104,2,私立,一般大學,1020,南華大學,文學系,學士班(日間),28
,104,2,私立,一般大學,1020,南華大學,外國語文學系,學士班(日間),1
,104,2,私立,一般大學,1020,南華大學,國際事務與企業學系,學士班(日間),3
,104,2,私立,一般大學,1020,南華大學,傳播學系,學士班(日間),2
,104,2,私立,一般大學,1020,南華大學,企業管理學系,學士班(日間),1
,104,2,私立,一般大學,1020,南華大學,財務金融學系,學士班(日間),7
,104,2,私立,一般大學,1020,南華大學,文化創意事業管理學系,學士班(日間),2
,104,2,私立,一般大學,1020,南華大學,旅遊管理學系,學士班(日間),15
,104,2,私立,一般大學,1021,真理大學,台灣文學系,學士班(日間),1
,104,2,私立,一般大學,1021,真理大學,英美語文學系,學士班(日間),4
,104,2,私立,一般大學,1021,真理大學,應用日語學系,學士班(日間),1
,104,2,私立,一般大學,1021,真理大學,應用日語學系,學士班(進修),1
,104,2,私立,一般大學,1021,真理大學,經濟學系,學士班(日間),1
,104,2,私立,一般大學,1021,真理大學,會計資訊學系,學士班(日間),1
,104,2,私立,一般大學,1021,真理大學,企業管理學系,學士班(日間),2
,104,2,私立,一般大學,1021,真理大學,企業管理學系,學士班(進修),1
,104,2,私立,一般大學,1021,真理大學,法律學系,學士班(日間),3
,104,2,私立,一般大學,1021,真理大學,法律學系,學士班(進修),1
,104,2,私立,一般大學,1021,真理大學,財務與精算學系,學士班(日間),1
,104,2,私立,一般大學,1021,真理大學,觀光事業學系,學士班(日間),1
,104,2,私立,一般大學,1021,真理大學,觀光數位知識學系,學士班(日間),2
,104,2,私立,一般大學,1021,真理大學,運動管理學系,學士班(日間),1
,104,2,私立,一般大學,1022,大同大學,材料工程學系,學士班(日間),1
,104,2,私立,一般大學,1027,慈濟大學,兒童發展與家庭教育學系,學士班(日間),1
,104,2,私立,一般大學,1027,慈濟大學,英美語文學系,學士班(日間),1
,104,2,私立,一般大學,1027,慈濟大學,東方語文學系,學士班(日間),2
,104,2,私立,一般大學,1027,慈濟大學,人類發展學系,學士班(日間),1
,104,2,私立,一般大學,1027,慈濟大學,傳播學系,學士班(日間),2
,104,2,私立,一般大學,1027,慈濟大學,護理學系,學士班(日間),2
,104,2,私立,一般大學,1028,臺北醫學大學,醫務管理學系,學士班(日間),10
,104,2,私立,一般大學,1028,臺北醫學大學,醫學系,學士班(日間),1
,104,2,私立,一般大學,1028,臺北醫學大學,公共衛生學系,學士班(日間),2
,104,2,私立,一般大學,1028,臺北醫學大學,藥學系,學士班(日間),2
,104,2,私立,一般大學,1028,臺北醫學大學,保健營養學系,學士班(日間),2
,104,2,私立,一般大學,1028,臺北醫學大學,護理學系,學士班(日間),1
,104,2,私立,一般大學,1028,臺北醫學大學,呼吸治療學系,學士班(日間),1
,104,2,私立,一般大學,1028,臺北醫學大學,醫學檢驗暨生物技術學系,學士班(日間),2
,104,2,私立,一般大學,1028,臺北醫學大學,牙醫學系,學士班(日間),1
,104,2,私立,一般大學,1028,臺北醫學大學,牙體技術學系,學士班(日間),2
,104,2,私立,一般大學,1028,臺北醫學大學,口腔衛生學系,學士班(日間),9
,104,2,私立,一般大學,1028,臺北醫學大學,高齡健康管理學系,學士班(日間),7
,104,2,私立,一般大學,1029,中山醫學大學,應用外國語言學系,學士班(日間),1
,104,2,私立,一般大學,1029,中山醫學大學,心理學系,學士班(日間),1
,104,2,私立,一般大學,1029,中山醫學大學,醫療產業科技管理學系,學士班(日間),2
,104,2,私立,一般大學,1029,中山醫學大學,公共衛生學系,學士班(日間),9
,104,2,私立,一般大學,1029,中山醫學大學,職業安全衛生學系,學士班(日間),2
,104,2,私立,一般大學,1029,中山醫學大學,營養學系,學士班(日間),3
,104,2,私立,一般大學,1029,中山醫學大學,護理學系,學士班(日間),1
,104,2,私立,一般大學,1029,中山醫學大學,醫學社會暨社會工作學系,學士班(日間),11
,104,2,私立,一般大學,1033,長榮大學,應用日語學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,翻譯學系,學士班(日間),6
,104,2,私立,一般大學,1033,長榮大學,神學系,學士班(日間),2
,104,2,私立,一般大學,1033,長榮大學,應用哲學系,學士班(日間),3
,104,2,私立,一般大學,1033,長榮大學,健康心理學系,學士班(日間),5
,104,2,私立,一般大學,1033,長榮大學,大眾傳播學系,學士班(日間),3
,104,2,私立,一般大學,1033,長榮大學,會計資訊學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,企業管理學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,國際企業學系,學士班(日間),19
,104,2,私立,一般大學,1033,長榮大學,財務金融學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,醫務管理學系,學士班(日間),2
,104,2,私立,一般大學,1033,長榮大學,生物科技學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,資訊管理學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,數位內容創作學士學位學程,學士班(日間),2
,104,2,私立,一般大學,1033,長榮大學,資訊工程學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,科技工程與管理學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,保健營養學系,學士班(日間),2
,104,2,私立,一般大學,1033,長榮大學,護理學系,學士班(日間),5
,104,2,私立,一般大學,1033,長榮大學,社會工作學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,觀光與餐飲管理學系,學士班(日間),1
,104,2,私立,一般大學,1033,長榮大學,運動競技學系,學士班(進修),1
,104,2,私立,一般大學,1033,長榮大學,航運管理學系,學士班(日間),8
,104,2,私立,一般大學,1035,中國醫藥大學,健康風險管理學系,學士班(日間),3
,104,2,私立,一般大學,1035,中國醫藥大學,公共衛生學系,學士班(日間),4
,104,2,私立,一般大學,1035,中國醫藥大學,職業安全與衛生學系,學士班(日間),2
,104,2,私立,一般大學,1035,中國醫藥大學,藥學系,學士班(日間),1
,104,2,私立,一般大學,1035,中國醫藥大學,藥用化妝品學系,學士班(日間),4
,104,2,私立,一般大學,1035,中國醫藥大學,運動醫學系,學士班(日間),2
,104,2,私立,一般大學,1039,玄奘大學,應用外語學系,學士班(日間),3
,104,2,私立,一般大學,1039,玄奘大學,視覺傳達設計學系,學士班(日間),4
,104,2,私立,一般大學,1039,玄奘大學,應用心理學系,學士班(日間),7
,104,2,私立,一般大學,1039,玄奘大學,企業管理學系,學士班(日間),9
,104,2,私立,一般大學,1039,玄奘大學,法律學系,學士班(日間),1
,104,2,私立,一般大學,1039,玄奘大學,社會福利與社會工作學系,學士班(進修),1
,104,2,私立,一般大學,1048,亞洲大學,幼兒教育學系,學士班(日間),1
,104,2,私立,一般大學,1048,亞洲大學,外國語文學系,學士班(日間),1
,104,2,私立,一般大學,1048,亞洲大學,數位媒體設計學系,學士班(日間),1
,104,2,私立,一般大學,1048,亞洲大學,心理學系,學士班(日間),1
,104,2,私立,一般大學,1048,亞洲大學,健康產業管理學系,學士班(日間),2
,104,2,私立,一般大學,1048,亞洲大學,資訊工程學系,學士班(日間),1
,104,2,私立,一般大學,1048,亞洲大學,保健營養生技學系,學士班(日間),2
,104,2,私立,一般大學,1048,亞洲大學,休閒與遊憩管理學系,學士班(日間),2
,104,2,私立,一般大學,1049,開南大學,創意產業與數位電影學士學位學程,學士班(日間),3
,104,2,私立,一般大學,1049,開南大學,應用華語學系,學士班(日間),8
,104,2,私立,一般大學,1049,開南大學,應用英語學系,學士班(日間),6
,104,2,私立,一般大學,1049,開南大學,應用日語學系,學士班(日間),6
,104,2,私立,一般大學,1049,開南大學,公共事務管理學系,學士班(日間),4
,104,2,私立,一般大學,1049,開南大學,資訊傳播學系,學士班(日間),2
,104,2,私立,一般大學,1049,開南大學,會計學系,學士班(日間),2
,104,2,私立,一般大學,1049,開南大學,國際企業學系,學士班(日間),5
,104,2,私立,一般大學,1049,開南大學,企業與創業管理學系,學士班(日間),1
,104,2,私立,一般大學,1049,開南大學,財務金融學系,學士班(日間),2
,104,2,私立,一般大學,1049,開南大學,行銷學系,學士班(日間),2
,104,2,私立,一般大學,1049,開南大學,法律學系,學士班(日間),3
,104,2,私立,一般大學,1049,開南大學,資訊管理學系,學士班(日間),2
,104,2,私立,一般大學,1049,開南大學,養生與健康行銷學系,學士班(日間),3
,104,2,私立,一般大學,1049,開南大學,觀光與餐飲旅館學系,學士班(日間),3
,104,2,私立,一般大學,1049,開南大學,形象與健康管理學士學位學程,學士班(日間),6
,104,2,私立,一般大學,1049,開南大學,物流與航運管理學系,學士班(日間),1
,104,2,私立,一般大學,1058,明道大學,中國文學學系,學士班(日間),1
,104,2,私立,一般大學,1058,明道大學,時尚造形學系,學士班(日間),1
,104,2,私立,一般大學,1058,明道大學,行銷與物流學系,學士班(日間),2
,104,2,私立,一般大學,1058,明道大學,生物科技學系,學士班(日間),1
,104,2,私立,一般大學,1058,明道大學,休閒保健學系,學士班(日間),4
,104,2,私立,一般大學,1067,台灣首府大學,幼兒教育學系,學士班(日間),2
,104,2,私立,一般大學,1067,台灣首府大學,應用外語學系,學士班(日間),1
,104,2,私立,一般大學,1067,台灣首府大學,數位娛樂與遊戲設計學系,學士班(日間),1
,104,2,私立,一般大學,1067,台灣首府大學,餐旅管理學系,學士班(日間),21
,104,2,私立,一般大學,1067,台灣首府大學,觀光事業管理學系,學士班(日間),1
,104,2,私立,一般大學,1067,台灣首府大學,休閒管理學系,學士班(日間),1
,104,2,私立,技專校院,1018,朝陽科技大學,應用英語學系,學士班(日間),132
,104,2,私立,技專校院,1018,朝陽科技大學,應用英語學系,學士班(進修),2
,104,2,私立,技專校院,1018,朝陽科技大學,視覺(傳達)設計學系,學士班(日間),3
,104,2,私立,技專校院,1018,朝陽科技大學,工業(產品)設計學系,學士班(日間),5
,104,2,私立,技專校院,1018,朝陽科技大學,傳播藝術系,學士班(日間),3
,104,2,私立,技專校院,1018,朝陽科技大學,會計(與)(資訊)(科技)(系統)學系,學士班(日間),2
,104,2,私立,技專校院,1018,朝陽科技大學,企業管理學系,學士班(日間),18
,104,2,私立,技專校院,1018,朝陽科技大學,企業管理學系,學士班(進修),1
,104,2,私立,技專校院,1018,朝陽科技大學,(計量)(數量)財務金融學系,學士班(日間),10
,104,2,私立,技專校院,1018,朝陽科技大學,保險金融(管理)系,學士班(日間),13
,104,2,私立,技專校院,1018,朝陽科技大學,行銷(與)流通管理系,學士班(日間),17
,104,2,私立,技專校院,1018,朝陽科技大學,銀髮產業管理系,學士班(日間),47
,104,2,私立,技專校院,1018,朝陽科技大學,資訊管理(技術)學系,學士班(日間),5
,104,2,私立,技專校院,1018,朝陽科技大學,資訊工程學系,學士班(日間),5
,104,2,私立,技專校院,1018,朝陽科技大學,資訊工程學系,學士班(進修),1
,104,2,私立,技專校院,1018,朝陽科技大學,資訊與(網路)通訊系,學士班(日間),3
,104,2,私立,技專校院,1018,朝陽科技大學,營建工程學系,學士班(日間),3
,104,2,私立,技專校院,1018,朝陽科技大學,工業工程(與)(科技)(系統)(工程)(管理)學系,學士班(日間),2
,104,2,私立,技專校院,1018,朝陽科技大學,環境工程與管理學系,學士班(日間),3
,104,2,私立,技專校院,1018,朝陽科技大學,建築(工程)學系,學士班(日間),2
,104,2,私立,技專校院,1018,朝陽科技大學,景觀及都市設計系,學士班(日間),1
,104,2,私立,技專校院,1018,朝陽科技大學,(社會政策與)社會工作學系,學士班(日間),12
,104,2,私立,技專校院,1018,朝陽科技大學,(社會政策與)社會工作學系,學士班(進修),1
,104,2,私立,技專校院,1018,朝陽科技大學,(嬰)幼兒保育(技術)學系,學士班(日間),29
,104,2,私立,技專校院,1018,朝陽科技大學,(嬰)幼兒保育(技術)學系,碩士班(日間),1
,104,2,私立,技專校院,1018,朝陽科技大學,休閒(事業)管理學系,學士班(日間),6
,104,2,私立,技專校院,1018,朝陽科技大學,休閒(事業)管理學系,學士班(進修),1
,104,2,私立,技專校院,1023,南臺科技大學,應用英語學系,學士班(日間),5
,104,2,私立,技專校院,1023,南臺科技大學,應用日語學系,學士班(日間),2
,104,2,私立,技專校院,1023,南臺科技大學,視覺(傳達)設計學系,學士班(日間),11
,104,2,私立,技專校院,1023,南臺科技大學,創新產品設計系,學士班(日間),6
,104,2,私立,技專校院,1023,南臺科技大學,資訊傳播(工程)(設計)學系,學士班(日間),28
,104,2,私立,技專校院,1023,南臺科技大學,資訊傳播(工程)(設計)學系,學士班(進修),2
,104,2,私立,技專校院,1023,南臺科技大學,會計(與)(資訊)(科技)(系統)學系,學士班(日間),2
,104,2,私立,技專校院,1023,南臺科技大學,企業管理學系,學士班(日間),11
,104,2,私立,技專校院,1023,南臺科技大學,國際企業(與)(管理)學系,學士班(日間),17
,104,2,私立,技專校院,1023,南臺科技大學,國際企業(與)(管理)學系,學士班(進修),3
,104,2,私立,技專校院,1023,南臺科技大學,(計量)(數量)財務金融學系,學士班(日間),9
,104,2,私立,技專校院,1023,南臺科技大學,(計量)(數量)財務金融學系,學士班(進修),3
,104,2,私立,技專校院,1023,南臺科技大學,行銷(與)流通管理系,學士班(日間),8
,104,2,私立,技專校院,1023,南臺科技大學,管理(與)資訊學系,學士班(日間),22
,104,2,私立,技專校院,1023,南臺科技大學,(自然)生物科技學系,學士班(日間),2
,104,2,私立,技專校院,1023,南臺科技大學,資訊管理(技術)學系,學士班(日間),2
,104,2,私立,技專校院,1023,南臺科技大學,多媒體與電腦娛樂科學系,學士班(日間),8
,104,2,私立,技專校院,1023,南臺科技大學,電機(與控制)工程學系,學士班(日間),16
,104,2,私立,技專校院,1023,南臺科技大學,(微)電子(工程)學系,學士班(日間),9
,104,2,私立,技專校院,1023,南臺科技大學,光電(科學與)工程學系,學士班(日間),2
,104,2,私立,技專校院,1023,南臺科技大學,資訊工程學系,學士班(日間),13
,104,2,私立,技專校院,1023,南臺科技大學,(動力)機械工程學系,學士班(日間),7
,104,2,私立,技專校院,1023,南臺科技大學,(嬰)幼兒保育(技術)學系,學士班(日間),5
,104,2,私立,技專校院,1023,南臺科技大學,餐旅(行銷)(暨遊憩)管理學系,學士班(日間),8
,104,2,私立,技專校院,1023,南臺科技大學,休閒(事業)管理學系,學士班(日間),6
,104,2,私立,技專校院,1023,南臺科技大學,休閒(事業)管理學系,學士班(進修),4
,104,2,私立,技專校院,1024,崑山科技大學,視訊傳播(設計)系,學士班(日間),1
,104,2,私立,技專校院,1024,崑山科技大學,國際貿易(暨商務)(營運)學系,學士班(日間),2
,104,2,私立,技專校院,1024,崑山科技大學,(動力)機械工程學系,學士班(日間),5
,104,2,私立,技專校院,1024,崑山科技大學,時尚展演事業學位學程,學士班(日間),3
,104,2,私立,技專校院,1025,嘉南藥理大學,應用外語系,學士班(日間),12
,104,2,私立,技專校院,1025,嘉南藥理大學,醫務管理學系,學士班(日間),17
,104,2,私立,技專校院,1025,嘉南藥理大學,文化(創意)事業(發展)(管理)系,學士班(日間),6
,104,2,私立,技專校院,1025,嘉南藥理大學,(自然)生物科技學系,學士班(日間),17
,104,2,私立,技專校院,1025,嘉南藥理大學,(自然)生物科技學系,學士班(進修),1
,104,2,私立,技專校院,1025,嘉南藥理大學,資訊管理(技術)學系,學士班(日間),6
,104,2,私立,技專校院,1025,嘉南藥理大學,應用空間資訊系,學士班(日間),5
,104,2,私立,技專校院,1025,嘉南藥理大學,資訊多媒體應用學系,學士班(日間),1
,104,2,私立,技專校院,1025,嘉南藥理大學,環境工程與科學學系,學士班(日間),44
,104,2,私立,技專校院,1025,嘉南藥理大學,食品科技學系,學士班(日間),40
,104,2,私立,技專校院,1025,嘉南藥理大學,職業安全(與)衛生學系,學士班(日間),8
,104,2,私立,技專校院,1025,嘉南藥理大學,藥學系,學士班(日間),5
,104,2,私立,技專校院,1025,嘉南藥理大學,醫藥(暨應用)化學系,學士班(日間),10
,104,2,私立,技專校院,1025,嘉南藥理大學,保健營養(技術)學系,學士班(日間),20
,104,2,私立,技專校院,1025,嘉南藥理大學,老人服務事業管理學系,學士班(日間),9
