水號,繳費年月,繳費金額,用水度數,同期增減金額,同期增減度數,序號,代碼,校區,供水區,水號.y,裝置日期,供水區說明
51-1800-0200-K,2012-12-01,28382,1684,844,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-01-01,27319,1619,739,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-02-01,31374,1867,685,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-03-01,28824,1711,478,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-04-01,25766,1524,200,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-05-01,32224,1919,576,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-06-01,26452,1566,186,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-07-01,28218,1674,467,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-08-01,22986,1354,-34,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-09-01,22872,1347,179,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-10-01,36230,2164,934,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-11-01,41511,2487,1037,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2013-12-01,31635,1883,199,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-01-01,26780,1586,-33,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-02-01,26977,1598,-269,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-03-01,23167,1365,-346,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-04-01,25243,1492,-32,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-05-01,16349,948,-971,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-06-01,16169,937,-629,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-07-01,14812,854,-820,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-08-01,12621,720,-634,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-09-01,12310,701,-646,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-10-01,11345,642,-1522,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-11-01,14828,855,-1632,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2014-12-01,18980,1109,-774,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-01-01,22594,1330,-256,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-02-01,18622,1087,-511,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-03-01,15744,911,-454,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-04-01,12899,737,-755,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-05-01,13553,777,-171,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-06-01,12261,698,-239,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-07-01,12736,727,-127,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-08-01,12278,699,-21,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-09-01,20827,1222,521,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-10-01,13633,782,140,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-11-01,18752,1095,240,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2015-12-01,17739,1033,-76,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-01-01,13765,790,-540,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-02-01,14844,856,-231,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-03-01,13733,788,-123,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-04-01,16856,979,242,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-05-01,17510,1019,242,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-06-01,15449,893,195,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-07-01,14941,862,135,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-08-01,13667,784,85,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-09-01,17754,1034,-188,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-10-01,18475,1078,296,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-11-01,20288,1189,94,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2016-12-01,22202,1306,273,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-01-01,17608,1025,235,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-02-01,16610,964,108,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-03-01,12343,703,-85,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-04-01,18408,1074,95,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-05-01,16889,981,-38,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-06-01,18458,1077,184,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-07-01,18916,1105,243,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-08-01,22775,1341,557,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-09-01,24115,1423,389,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-10-01,19831,1161,83,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-11-01,25243,1492,303,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2017-12-01,27270,1616,310,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-01-01,25162,1487,462,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-02-01,23543,1388,424,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-03-01,21074,1237,534,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-04-01,21515,1264,190,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-05-01,26223,1552,571,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-06-01,38421,2298,1193,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-07-01,29232,1736,395,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-08-01,31291,1862,439,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-09-01,29951,1780,619,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-10-01,35674,2130,638,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2018-11-01,40873,2448,832,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-01-01,21467,1261,-226,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-02-01,23739,1400,12,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-03-01,17035,990,-247,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-04-01,20141,1180,-84,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-05-01,19880,1164,-388,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-06-01,23607,1392,-482,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-07-01,22789,1342,-956,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-08-01,18311,1068,-668,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-09-01,15563,900,-962,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-10-01,18440,1076,-704,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-11-01,25848,1529,-601,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2019-12-01,28872,1714,-734,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-01-01,23788,1403,2321,142,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-02-01,21384,1256,-2355,-144,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-03-01,14795,853,-2240,-137,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-04-01,21760,1279,1619,99,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-05-01,24017,1417,4137,253,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-06-01,23363,1377,-244,-15,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-07-01,23265,1371,476,29,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-08-01,18475,1078,164,10,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-09-01,18131,1057,2568,157,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-10-01,21123,1240,2683,164,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-11-01,25602,1514,-246,-15,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2020-12-01,27385,1623,-1487,-91,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-01-01,25995,1538,2207,135,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-02-01,26796,1587,5412,331,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-03-01,23346,1376,8551,523,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-04-01,23869,1408,2109,129,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-05-01,61114,3686,37097,2269,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-06-01,25373,1500,2010,123,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-07-01,22121,1301,-1144,-70,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-08-01,21417,1258,2942,180,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-09-01,20093,1177,1962,120,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-10-01,22250,1309,1127,69,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-11-01,21352,1254,,-260,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2021-12-01,25992,1538,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-01-01,21155,1242,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-02-01,22742,1339,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-03-01,21253,1248,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-04-01,30311,1802,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-05-01,32324,1925,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-06-01,26633,1577,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-07-01,21842,1284,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0200-K,2022-08-01,20959,1230,,,3,A3,蘭潭,蘭潭宿舍區,5118000200K,1981-4-11,學生1、2舍、學苑餐廳及管理室等用水
51-1800-0201-5,2008-01-01,390516,23775,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-02-01,393721,23688,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-03-01,389093,23971,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-04-01,378482,23039,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-05-01,406228,24736,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-06-01,399427,24320,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-07-01,384940,23434,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-08-01,437163,26628,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-09-01,420438,25605,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-10-01,440661,26842,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-11-01,418164,25466,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2008-12-01,479770,29234,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-01-01,429626,26167,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-02-01,466657,28432,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-03-01,521316,31775,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-04-01,425113,25891,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-05-01,438667,26720,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-06-01,478054,29129,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-07-01,477416,29090,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-08-01,454674,27699,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-09-01,477221,29078,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-10-01,510933,31140,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-11-01,480752,29294,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2009-12-01,469192,28587,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-01-01,537470,32763,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-02-01,445223,27121,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-03-01,449932,27409,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-04-01,534870,32604,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-05-01,518145,31581,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-06-01,458581,27938,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-07-01,531813,32417,-346,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-08-01,488893,29792,-2971,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-09-01,546577,33320,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-10-01,498361,30371,-2392,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-11-01,507517,30931,-1832,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2010-12-01,542800,33089,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-01-01,507353,30921,-1842,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-02-01,496431,30253,3132,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-03-01,587747,35838,,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-04-01,487439,29703,-2901,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-05-01,484380,29516,-2065,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-06-01,521757,31802,3864,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-07-01,533480,32519,102,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
51-1800-0201-5,2011-08-01,513845,31318,1526,,1,A1,蘭潭,蘭潭主校區,51180002015,1980-10-24,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水)
